epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202132,2021-08-11,501,AC,Acrelândia,1200013,city,1772,11439.63848,0,37,0,0.0209,15490,False,True
202132,2021-08-11,468,AC,Assis Brasil,1200054,city,1793,23798.77887,0,24,0,0.0134,7534,False,True
202132,2021-08-11,460,AC,Brasiléia,1200104,city,2975,11141.48753,0,42,0,0.0141,26702,False,True
202132,2021-08-11,491,AC,Bujari,1200138,city,1139,10930.90211,0,17,0,0.0149,10420,False,True
202132,2021-08-11,461,AC,Capixaba,1200179,city,673,5604.59694,0,17,0,0.0253,12008,False,True
202132,2021-08-11,486,AC,Cruzeiro do Sul,1200203,city,7809,8767.06485,0,162,0,0.0207,89072,False,True
202132,2021-08-11,462,AC,Epitaciolândia,1200252,city,1554,8311.93838,0,35,0,0.0225,18696,False,True
202132,2021-08-11,467,AC,Feijó,1200302,city,3330,9545.92363,0,62,0,0.0186,34884,False,True
202132,2021-08-11,451,AC,Jordão,1200328,city,707,8344.15201,0,2,0,0.0028,8473,False,True
202132,2021-08-11,470,AC,Mâncio Lima,1200336,city,2957,15312.51618,0,31,0,0.0105,19311,False,True
202132,2021-08-11,456,AC,Manoel Urbano,1200344,city,907,9466.65275,0,14,0,0.0154,9581,False,True
202132,2021-08-11,457,AC,Marechal Thaumaturgo,1200351,city,1294,6705.01062,0,11,0,0.0085,19299,False,True
202132,2021-08-11,493,AC,Plácido de Castro,1200385,city,1785,8945.12653,0,19,0,0.0106,19955,False,True
202132,2021-08-11,501,AC,Porto Acre,1200807,city,1549,8228.85678,0,38,0,0.0245,18824,False,True
202132,2021-08-11,456,AC,Porto Walter,1200393,city,545,4452.25063,0,6,0,0.011,12241,False,True
202132,2021-08-11,513,AC,Rio Branco,1200401,city,38006,9193.11689,0,1082,0,0.0285,413418,False,True
202132,2021-08-11,457,AC,Rodrigues Alves,1200427,city,966,4991.99008,0,12,0,0.0124,19351,False,True
202132,2021-08-11,461,AC,Santa Rosa do Purus,1200435,city,1013,15081.13741,0,7,0,0.0069,6717,False,True
202132,2021-08-11,480,AC,Senador Guiomard,1200450,city,1196,5147.1854,0,42,0,0.0351,23236,False,True
202132,2021-08-11,465,AC,Sena Madureira,1200500,city,5845,12566.91965,0,67,0,0.0115,46511,False,True
202132,2021-08-11,467,AC,Tarauacá,1200609,city,6555,15190.84146,0,46,0,0.007,43151,False,True
202132,2021-08-11,470,AC,Xapuri,1200708,city,3019,15406.20535,0,31,0,0.0103,19596,False,True
202132,2021-08-11,513,AC,,12,state,87468,9778.75166,45,1805,1,0.0206,894470,True,False
202132,2021-08-11,435,AL,Água Branca,2700102,city,471,2328.22541,0,19,0,0.0403,20230,False,True
202132,2021-08-11,476,AL,Anadia,2700201,city,1413,8062.30743,0,29,0,0.0205,17526,False,True
202132,2021-08-11,481,AL,Arapiraca,2700300,city,29123,12496.62085,0,458,0,0.0157,233047,False,True
202132,2021-08-11,473,AL,Atalaia,2700409,city,1163,2455.39956,0,47,0,0.0404,47365,False,True
202132,2021-08-11,476,AL,Barra de Santo Antônio,2700508,city,443,2757.03261,0,30,0,0.0677,16068,False,True
202132,2021-08-11,470,AL,Barra de São Miguel,2700607,city,569,6791.59704,0,7,0,0.0123,8378,False,True
202132,2021-08-11,470,AL,Batalha,2700706,city,1110,6053.00469,0,19,0,0.0171,18338,False,True
202132,2021-08-11,447,AL,Belém,2700805,city,123,2871.14846,0,7,0,0.0569,4284,False,True
202132,2021-08-11,441,AL,Belo Monte,2700904,city,473,7049.18033,0,9,0,0.019,6710,False,True
202132,2021-08-11,484,AL,Boca da Mata,2701001,city,1837,6715.16304,0,44,0,0.024,27356,False,True
202132,2021-08-11,470,AL,Branquinha,2701100,city,543,5191.20459,0,9,0,0.0166,10460,False,True
202132,2021-08-11,460,AL,Cacimbinhas,2701209,city,751,6896.8684,0,10,0,0.0133,10889,False,True
202132,2021-08-11,459,AL,Cajueiro,2701308,city,604,2831.5597,0,26,0,0.043,21331,False,True
202132,2021-08-11,462,AL,Campestre,2701357,city,251,3609.43342,0,6,0,0.0239,6954,False,True
202132,2021-08-11,468,AL,Campo Alegre,2701407,city,2695,4683.94251,0,70,0,0.026,57537,False,True
202132,2021-08-11,463,AL,Campo Grande,2701506,city,496,5184.48835,0,8,0,0.0161,9567,False,True
202132,2021-08-11,461,AL,Canapi,2701605,city,378,2133.30323,0,9,0,0.0238,17719,False,True
202132,2021-08-11,478,AL,Capela,2701704,city,988,5818.95282,0,16,0,0.0162,16979,False,True
202132,2021-08-11,454,AL,Carneiros,2701803,city,299,3264.54853,0,7,0,0.0234,9159,False,True
202132,2021-08-11,442,AL,Chã Preta,2701902,city,364,4978.79907,0,9,0,0.0247,7311,False,True
202132,2021-08-11,462,AL,Coité do Nóia,2702009,city,454,4265.71455,0,18,0,0.0396,10643,False,True
202132,2021-08-11,468,AL,Colônia Leopoldina,2702108,city,345,1581.26318,0,17,0,0.0493,21818,False,True
202132,2021-08-11,467,AL,Coqueiro Seco,2702207,city,451,7690.99591,0,8,0,0.0177,5864,False,True
202132,2021-08-11,470,AL,Coruripe,2702306,city,4022,7019.93228,0,50,0,0.0124,57294,False,True
202132,2021-08-11,460,AL,Craíbas,2702355,city,1201,4940.557,0,24,0,0.02,24309,False,True
202132,2021-08-11,475,AL,Delmiro Gouveia,2702405,city,3843,7353.33512,0,112,0,0.0291,52262,False,True
202132,2021-08-11,453,AL,Dois Riachos,2702504,city,590,5331.16472,0,6,0,0.0102,11067,False,True
202132,2021-08-11,446,AL,Estrela de Alagoas,2702553,city,465,2547.24733,0,12,0,0.0258,18255,False,True
202132,2021-08-11,453,AL,Feira Grande,2702603,city,781,3521.5078,0,18,0,0.023,22178,False,True
202132,2021-08-11,449,AL,Feliz Deserto,2702702,city,135,2824.85876,0,5,0,0.037,4779,False,True
202132,2021-08-11,461,AL,Flexeiras,2702801,city,657,5130.00703,0,19,0,0.0289,12807,False,True
202132,2021-08-11,449,AL,Girau do Ponciano,2702900,city,1768,4287.41179,0,40,0,0.0226,41237,False,True
202132,2021-08-11,480,AL,Ibateguara,2703007,city,587,3756.31919,0,19,0,0.0324,15627,False,True
202132,2021-08-11,458,AL,Igaci,2703106,city,1170,4567.99282,0,16,0,0.0137,25613,False,True
202132,2021-08-11,446,AL,Igreja Nova,2703205,city,1306,5311.96616,0,19,0,0.0145,24586,False,True
202132,2021-08-11,501,AL,Importados/Indefinidos,,city,0,,0,0,0,0.0,,False,True
202132,2021-08-11,462,AL,Inhapi,2703304,city,402,2185.73293,0,11,0,0.0274,18392,False,True
202132,2021-08-11,446,AL,Jacaré dos Homens,2703403,city,396,7587.66047,0,2,0,0.0051,5219,False,True
202132,2021-08-11,453,AL,Jacuípe,2703502,city,172,2455.03854,0,4,0,0.0233,7006,False,True
202132,2021-08-11,459,AL,Japaratinga,2703601,city,431,5129.12055,0,14,0,0.0325,8403,False,True
202132,2021-08-11,467,AL,Jaramataia,2703700,city,110,1909.39073,0,1,0,0.0091,5761,False,True
202132,2021-08-11,467,AL,Jequiá da Praia,2703759,city,589,5105.75589,0,10,0,0.017,11536,False,True
202132,2021-08-11,468,AL,Joaquim Gomes,2703809,city,719,2985.75641,0,23,0,0.032,24081,False,True
202132,2021-08-11,456,AL,Jundiá,2703908,city,154,3722.50423,0,4,0,0.026,4137,False,True
202132,2021-08-11,470,AL,Junqueiro,2704005,city,1098,4441.38824,0,39,0,0.0355,24722,False,True
202132,2021-08-11,470,AL,Lagoa da Canoa,2704104,city,1067,6004.16409,0,18,0,0.0169,17771,False,True
202132,2021-08-11,476,AL,Limoeiro de Anadia,2704203,city,1227,4264.71099,0,29,0,0.0236,28771,False,True
202132,2021-08-11,522,AL,Maceió,2704302,city,83093,8103.78794,0,2348,0,0.0283,1025360,False,True
202132,2021-08-11,460,AL,Major Isidoro,2704401,city,809,4072.69432,0,23,0,0.0284,19864,False,True
202132,2021-08-11,475,AL,Maragogi,2704500,city,1525,4616.73529,0,47,0,0.0308,33032,False,True
202132,2021-08-11,458,AL,Maravilha,2704609,city,384,4264.77121,0,12,0,0.0312,9004,False,True
202132,2021-08-11,496,AL,Marechal Deodoro,2704708,city,6274,11977.85414,0,104,0,0.0166,52380,False,True
202132,2021-08-11,478,AL,Maribondo,2704807,city,508,3850.52679,0,18,0,0.0354,13193,False,True
202132,2021-08-11,453,AL,Mar Vermelho,2704906,city,149,4264.45335,0,2,0,0.0134,3494,False,True
202132,2021-08-11,448,AL,Mata Grande,2705002,city,464,1840.75852,0,16,0,0.0345,25207,False,True
202132,2021-08-11,473,AL,Matriz de Camaragibe,2705101,city,1437,5833.40099,0,39,0,0.0271,24634,False,True
202132,2021-08-11,465,AL,Messias,2705200,city,1129,6261.43863,0,26,0,0.023,18031,False,True
202132,2021-08-11,447,AL,Minador do Negrão,2705309,city,179,3363.39722,0,6,0,0.0335,5322,False,True
202132,2021-08-11,455,AL,Monteirópolis,2705408,city,239,3335.65946,0,12,0,0.0502,7165,False,True
202132,2021-08-11,480,AL,Murici,2705507,city,1013,3575.33618,0,47,0,0.0464,28333,False,True
202132,2021-08-11,469,AL,Novo Lino,2705606,city,201,1574.74146,0,11,0,0.0547,12764,False,True
202132,2021-08-11,474,AL,Olho d'Água das Flores,2705705,city,1442,6633.54494,0,32,0,0.0222,21738,False,True
202132,2021-08-11,450,AL,Olho d'Água do Casado,2705804,city,129,1366.38068,0,5,0,0.0388,9441,False,True
202132,2021-08-11,446,AL,Olho d'Água Grande,2705903,city,188,3666.14665,0,9,0,0.0479,5128,False,True
202132,2021-08-11,460,AL,Olivença,2706000,city,445,3817.44874,0,13,0,0.0292,11657,False,True
202132,2021-08-11,447,AL,Ouro Branco,2706109,city,496,4299.95665,0,6,0,0.0121,11535,False,True
202132,2021-08-11,471,AL,Palestina,2706208,city,421,8358.14969,0,4,0,0.0095,5037,False,True
202132,2021-08-11,493,AL,Palmeira dos Índios,2706307,city,4668,6365.13629,0,131,0,0.0281,73337,False,True
202132,2021-08-11,451,AL,Pão de Açúcar,2706406,city,1144,4697.95902,0,26,0,0.0227,24351,False,True
202132,2021-08-11,440,AL,Pariconha,2706422,city,658,6243.47661,0,6,0,0.0091,10539,False,True
202132,2021-08-11,476,AL,Paripueira,2706448,city,363,2722.77228,0,22,0,0.0606,13332,False,True
202132,2021-08-11,459,AL,Passo de Camaragibe,2706505,city,779,5105.51842,0,21,0,0.027,15258,False,True
202132,2021-08-11,470,AL,Paulo Jacinto,2706604,city,383,5066.13757,0,12,0,0.0313,7560,False,True
202132,2021-08-11,471,AL,Penedo,2706703,city,4085,6398.20819,0,71,0,0.0174,63846,False,True
202132,2021-08-11,475,AL,Piaçabuçu,2706802,city,863,4835.27566,0,21,0,0.0243,17848,False,True
202132,2021-08-11,479,AL,Pilar,2706901,city,3339,9482.56276,0,44,0,0.0132,35212,False,True
202132,2021-08-11,460,AL,Pindoba,2707008,city,116,3993.11532,0,2,0,0.0172,2905,False,True
202132,2021-08-11,453,AL,Piranhas,2707107,city,1007,3998.7293,0,20,0,0.0199,25183,False,True
202132,2021-08-11,460,AL,Poço das Trincheiras,2707206,city,440,3051.74088,0,9,0,0.0205,14418,False,True
202132,2021-08-11,474,AL,Porto Calvo,2707305,city,1202,4411.17105,0,42,0,0.0349,27249,False,True
202132,2021-08-11,454,AL,Porto de Pedras,2707404,city,366,4752.62953,0,12,0,0.0328,7701,False,True
202132,2021-08-11,505,AL,Porto Real do Colégio,2707503,city,575,2858.98966,0,14,0,0.0243,20112,False,True
202132,2021-08-11,460,AL,Quebrangulo,2707602,city,991,8810.45519,0,13,0,0.0131,11248,False,True
202132,2021-08-11,484,AL,Rio Largo,2707701,city,3420,4536.16999,0,160,0,0.0468,75394,False,True
202132,2021-08-11,453,AL,Roteiro,2707800,city,354,5324.10889,0,13,0,0.0367,6649,False,True
202132,2021-08-11,475,AL,Santa Luzia do Norte,2707909,city,487,6653.00546,0,8,0,0.0164,7320,False,True
202132,2021-08-11,468,AL,Santana do Ipanema,2708006,city,4525,9462.76585,0,82,0,0.0181,47819,False,True
202132,2021-08-11,447,AL,Santana do Mundaú,2708105,city,748,6999.15786,0,17,0,0.0227,10687,False,True
202132,2021-08-11,446,AL,São Brás,2708204,city,370,5309.22657,0,3,0,0.0081,6969,False,True
202132,2021-08-11,463,AL,São José da Laje,2708303,city,1157,4821.63694,0,27,0,0.0233,23996,False,True
202132,2021-08-11,455,AL,São José da Tapera,2708402,city,1236,3814.2262,0,31,0,0.0251,32405,False,True
202132,2021-08-11,461,AL,São Luís do Quitunde,2708501,city,1257,3623.31373,0,25,0,0.0199,34692,False,True
202132,2021-08-11,475,AL,São Miguel dos Campos,2708600,city,3573,5781.83407,0,81,0,0.0227,61797,False,True
202132,2021-08-11,481,AL,São Miguel dos Milagres,2708709,city,306,3818.79446,0,13,0,0.0425,8013,False,True
202132,2021-08-11,474,AL,São Sebastião,2708808,city,1812,5284.33946,0,30,0,0.0166,34290,False,True
202132,2021-08-11,485,AL,Satuba,2708907,city,1064,7634.90241,0,34,0,0.032,13936,False,True
202132,2021-08-11,450,AL,Senador Rui Palmeira,2708956,city,346,2485.45363,0,11,0,0.0318,13921,False,True
202132,2021-08-11,454,AL,Tanque d'Arca,2709004,city,418,6810.03584,0,6,0,0.0144,6138,False,True
202132,2021-08-11,469,AL,Taquarana,2709103,city,634,3158.62894,0,18,0,0.0284,20072,False,True
202132,2021-08-11,467,AL,Teotônio Vilela,2709152,city,2018,4547.9131,0,63,0,0.0312,44372,False,True
202132,2021-08-11,446,AL,Traipu,2709202,city,545,1958.59987,0,18,0,0.033,27826,False,True
202132,2021-08-11,483,AL,União dos Palmares,2709301,city,2275,3457.97234,0,81,0,0.0356,65790,False,True
202132,2021-08-11,481,AL,Viçosa,2709400,city,1692,6585.45129,0,35,0,0.0207,25693,False,True
202132,2021-08-11,522,AL,,27,state,232128,6926.00393,208,5923,9,0.0255,3351543,True,False
202132,2021-08-11,465,AM,Alvarães,1300029,city,2902,17891.49199,0,46,0,0.0159,16220,False,True
202132,2021-08-11,475,AM,Amaturá,1300060,city,2378,20262.44035,0,18,0,0.0076,11736,False,True
202132,2021-08-11,485,AM,Anamã,1300086,city,1928,13814.84666,0,10,0,0.0052,13956,False,True
202132,2021-08-11,501,AM,Anori,1300102,city,1911,8897.89077,0,33,0,0.0173,21477,False,True
202132,2021-08-11,461,AM,Apuí,1300144,city,1461,6534.2815,0,31,0,0.0212,22359,False,True
