"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Guarara";"MG";0;0.652;0.65;0.802;0.532;3818;43706;"Norte"
"Guaratinga";"BA";0;0.558;0.559;0.766;0.406;20991;219726;"Nordeste"
"Guaratingueta";"SP";0;0.798;0.764;0.886;0.751;121073;4232993;"Norte"
"Guaratuba";"PR";0;0.717;0.737;0.828;0.604;36595;751966;"Sul"
"Guaracai";"SP";0;0.719;0.699;0.803;0.663;8357;259904;"Norte"
"Guarai";"TO";0;0.741;0.724;0.839;0.67;25677;565667;"Norte"
"Guaraita";"GO";0;0.687;0.637;0.816;0.625;2041;30370;"Centro-Oeste"
"Guarda-Mor";"MG";0;0.69;0.709;0.829;0.558;6591;337542;"Norte"
"Guarei";"SP";0;0.687;0.692;0.805;0.583;18143;229066;"Norte"
"Guariba";"SP";0;0.719;0.712;0.811;0.645;39714;1174644;"Norte"
"Guaribas";"PI";0;0.508;0.483;0.711;0.381;4556;30419;"Nordeste"
"Guarinos";"GO";0;0.652;0.604;0.815;0.563;1852;45694;"Centro-Oeste"
"Guaruja";"SP";0;0.751;0.729;0.854;0.679;318107;7905851;"Norte"
"Guaruja Do Sul";"SC";0;0.73;0.732;0.833;0.639;5141;148577;"Sul"
"Guarulhos";"SP";0;0.763;0.746;0.831;0.717;1365899;53974919;"Norte"
"Guara";"SP";0;0.718;0.71;0.826;0.63;21129;405948;"Norte"
"Guatambu";"SC";0;0.717;0.716;0.823;0.626;4710;241491;"Sul"
"Guatapara";"SP";0;0.743;0.724;0.822;0.688;7602;206085;"Norte"
"Guaxupe";"MG";0;0.751;0.729;0.88;0.659;51750;1850320;"Norte"
"Guacui";"ES";0;0.703;0.691;0.846;0.595;30607;567372;"Norte"
"Guaiba";"RS";0;0.73;0.732;0.833;0.639;98043;5565439;"Sul"
"Guaira";"PR";0;0.724;0.739;0.836;0.615;32923;893337;"Sul"
"Guaira";"SP";0;0.753;0.759;0.824;0.683;40533;3821035;"Norte"
"Guia Lopes Da Laguna";"MS";0;0.675;0.677;0.826;0.549;9968;220609;"Centro-Oeste"
"Guidoval";"MG";0;0.683;0.669;0.837;0.569;7105;95835;"Norte"
"Guimarania";"MG";0;0.693;0.681;0.825;0.592;7971;150814;"Norte"
"Guimaraes";"MA";0;0.625;0.535;0.772;0.592;12063;71461;"Nordeste"
"Guiratinga";"MT";0;0.705;0.677;0.813;0.637;15035;375122;"Centro-Oeste"
"Guiricema";"MG";0;0.674;0.654;0.812;0.576;8442;92335;"Norte"
"Gurinhata";"MG";0;0.68;0.691;0.865;0.525;5704;125196;"Norte"
"Gurinhem";"PB";0;0.556;0.544;0.728;0.435;14131;131749;"Nordeste"
"Gurjao";"PB";0;0.625;0.576;0.729;0.581;3403;30014;"Nordeste"
"Gurupi";"TO";0;0.759;0.736;0.843;0.706;85737;2034195;"Norte"
"Gurupa";"PA";0;0.509;0.51;0.777;0.333;32991;206564;"Norte"
"Guzolandia";"SP";0;0.697;0.676;0.808;0.621;5226;64697;"Norte"
"Galia";"SP";0;0.709;0.684;0.823;0.634;6615;122800;"Norte"
"Harmonia";"RS";0;0.749;0.748;0.841;0.668;4812;145635;"Sul"
"Heitorai";"GO";0;0.694;0.661;0.814;0.62;3714;45454;"Centro-Oeste"
"Heliodora";"MG";0;0.657;0.656;0.822;0.527;6524;97962;"Norte"
"Heliopolis";"BA";0;0.563;0.547;0.748;0.437;13076;88493;"Nordeste"
"Herculandia";"SP";0;0.727;0.68;0.809;0.698;9462;269831;"Norte"
"Herval";"RS";0;0.687;0.73;0.843;0.527;6828;116228;"Sul"
"Herval D'Oeste";"SC";0;0.758;0.74;0.859;0.684;22495;393835;"Sul"
"Herveiras";"RS";0;0.616;0.67;0.792;0.441;3018;53357;"Sul"
"Hidrolina";"GO";0;0.677;0.652;0.824;0.577;3622;55051;"Centro-Oeste"
"Hidrolandia";"GO";0;0.706;0.707;0.827;0.603;21278;732401;"Centro-Oeste"
"Hidrolandia";"CE";0;0.597;0.549;0.775;0.499;20352;136052;"Nordeste"
"Holambra";"SP";0;0.793;0.815;0.878;0.698;14579;909274;"Norte"
"Honorio Serpa";"PR";0;0.683;0.645;0.807;0.612;5305;178421;"Sul"
"Horizonte";"CE";0;0.658;0.594;0.788;0.61;66114;1450388;"Nordeste"
"Horizontina";"RS";0;0.783;0.782;0.858;0.716;19267;1216250;"Sul"
"Hortolandia";"SP";0;0.756;0.716;0.859;0.703;227353;11515072;"Norte"
"Hugo Napoleao";"PI";0;0.599;0.528;0.776;0.524;3875;25989;"Nordeste"
"Hulha Negra";"RS";0;0.643;0.653;0.796;0.512;6714;156984;"Sul"
"Humaita";"AM";0;0.605;0.621;0.791;0.451;54001;493744;"Norte"
"Humaita";"RS";0;0.738;0.732;0.837;0.657;4788;135270;"Sul"
"Humberto De Campos";"MA";0;0.535;0.443;0.759;0.455;28498;136626;"Nordeste"
"Iacanga";"SP";0;0.745;0.721;0.851;0.675;11559;629955;"Norte"
"Iaciara";"GO";0;0.644;0.615;0.826;0.527;13808;145138;"Centro-Oeste"
"Iacri";"SP";0;0.733;0.701;0.857;0.655;6348;149486;"Norte"
"Iapu";"MG";0;0.654;0.639;0.819;0.535;10867;99857;"Norte"
"Iaras";"SP";0;0.674;0.664;0.848;0.543;8956;134888;"Norte"
"Iati";"PE";0;0.528;0.518;0.768;0.369;19152;144559;"Nordeste"
"Iacu";"BA";0;0.574;0.588;0.697;0.461;24496;197016;"Nordeste"
"Ibaiti";"PR";0;0.71;0.738;0.813;0.596;31142;586326;"Sul"
"Ibarama";"RS";0;0.652;0.686;0.792;0.511;4412;80849;"Sul"
"Ibaretama";"CE";0;0.577;0.517;0.759;0.489;13317;82281;"Nordeste"
"Ibateguara";"AL";0;0.518;0.517;0.684;0.393;15606;121759;"Nordeste"
"Ibatiba";"ES";0;0.647;0.651;0.83;0.501;25732;329780;"Norte"
"Ibate";"SP";0;0.703;0.681;0.814;0.627;34726;774228;"Norte"
"Ibema";"PR";0;0.685;0.664;0.786;0.615;6334;138130;"Sul"
"Ibertioga";"MG";0;0.657;0.606;0.834;0.56;5033;59080;"Norte"
"Ibiam";"SC";0;0.725;0.737;0.82;0.631;1959;47663;"Sul"
"Ibiapina";"CE";0;0.608;0.559;0.767;0.525;24995;191623;"Nordeste"
"Ibiara";"PB";0;0.586;0.548;0.768;0.479;5956;46058;"Nordeste"
"Ibiassuce";"BA";0;0.611;0.608;0.789;0.476;9427;81015;"Nordeste"
"Ibiaca";"RS";0;0.739;0.766;0.888;0.593;4719;202565;"Sul"
"Ibiai";"MG";0;0.614;0.565;0.795;0.516;8351;72681;"Norte"
"Ibicarai";"BA";0;0.625;0.609;0.764;0.524;22014;173802;"Nordeste"
"Ibicare";"SC";0;0.708;0.734;0.826;0.586;3227;94360;"Sul"
"Ibicoara";"BA";0;0.591;0.583;0.731;0.484;19346;311070;"Nordeste"
"Ibicuitinga";"CE";0;0.606;0.514;0.758;0.571;12419;81351;"Nordeste"
"Ibicui";"BA";0;0.584;0.586;0.78;0.435;16162;161612;"Nordeste"
"Ibimirim";"PE";0;0.552;0.533;0.706;0.446;29055;255484;"Nordeste"
"Ibipeba";"BA";0;0.616;0.577;0.744;0.545;18097;117999;"Nordeste"
"Ibipitanga";"BA";0;0.584;0.553;0.757;0.475;14856;92141;"Nordeste"
"Ibipora";"PR";0;0.726;0.72;0.821;0.647;53970;2319413;"Sul"
"Ibiquera";"BA";0;0.511;0.517;0.771;0.335;4043;26367;"Nordeste"
"Ibiracatu";"MG";0;0.591;0.537;0.786;0.489;5975;39747;"Norte"
"Ibiraci";"MG";0;0.706;0.696;0.855;0.591;13687;616666;"Norte"
"Ibiraiaras";"RS";0;0.724;0.739;0.835;0.615;7338;269868;"Sul"
"Ibirajuba";"PE";0;0.58;0.545;0.753;0.476;7756;56412;"Nordeste"
"Ibirama";"SC";0;0.737;0.749;0.848;0.63;18802;388307;"Sul"
"Ibirapitanga";"BA";0;0.558;0.561;0.748;0.415;23343;214006;"Nordeste"
"Ibirapuita";"RS";0;0.638;0.678;0.828;0.463;4027;111256;"Sul"
"Ibirapua";"BA";0;0.614;0.641;0.774;0.467;8581;208808;"Nordeste"
"Ibirarema";"SP";0;0.708;0.692;0.817;0.628;7663;350597;"Norte"
"Ibirataia";"BA";0;0.576;0.571;0.789;0.424;15760;171186;"Nordeste"
"Ibiracu";"ES";0;0.726;0.733;0.835;0.625;12365;232565;"Norte"
"Ibirite";"MG";0;0.704;0.673;0.84;0.616;179015;1998860;"Norte"
"Ibiruba";"RS";0;0.765;0.786;0.848;0.671;20284;965893;"Sul"
"Ibira";"SP";0;0.74;0.741;0.841;0.65;0;11302;"Norte"
"Ibitiara";"BA";0;0.585;0.55;0.744;0.49;16272;97800;"Nordeste"
"Ibitinga";"SP";0;0.747;0.738;0.846;0.667;59451;1354044;"Norte"
"Ibitirama";"ES";0;0.622;0.609;0.821;0.481;8919;154810;"Norte"
"Ibitita";"BA";0;0.602;0.554;0.747;0.527;17150;105589;"Nordeste"
"Ibitiura De Minas";"MG";0;0.674;0.658;0.802;0.579;3483;51607;"Norte"
"Ibituruna";"MG";0;0.675;0.639;0.823;0.584;2982;37677;"Norte"
"Ibia";"MG";0;0.718;0.736;0.877;0.573;25035;893031;"Norte"
"Ibiuna";"SP";0;0.71;0.7;0.832;0.614;0;131266;"Norte"
"Ibotirama";"BA";0;0.636;0.601;0.78;0.548;26846;337311;"Nordeste"
"Icapui";"CE";0;0.616;0.572;0.757;0.541;19804;245505;"Nordeste"
"Icarai De Minas";"MG";0;0.624;0.57;0.799;0.533;11879;75160;"Norte"
"Icaraima";"PR";0;0.666;0.673;0.792;0.554;8025;199676;"Sul"
"Icatu";"MA";0;0.546;0.475;0.727;0.472;26953;135363;"Nordeste"
"Ichu";"BA";0;0.631;0.58;0.771;0.562;6194;38498;"Nordeste"
"Iconha";"ES";0;0.729;0.709;0.83;0.658;13745;289034;"Norte"
"Icem";"SP";0;0.72;0.716;0.806;0.646;0;5181;"Norte"
"Ico";"CE";0;0.606;0.568;0.731;0.536;67972;539034;"Nordeste"
"Ielmo Marinho";"RN";0;0.55;0.521;0.766;0.418;13628;96406;"Nordeste"
"Iepe";"SP";0;0.736;0.7;0.814;0.7;8124;243516;"Norte"
"Igaci";"AL";0;0.564;0.547;0.774;0.424;25649;167305;"Nordeste"
"Igapora";"BA";0;0.614;0.586;0.766;0.516;15630;167008;"Nordeste"
"Igaracy";"PB";0;0.61;0.575;0.794;0.496;6186;50468;"Nordeste"
"Igarapava";"SP";0;0.768;0.809;0.835;0.671;30246;1090395;"Norte"
"Igarape";"MG";0;0.698;0.686;0.844;0.588;42246;674131;"Norte"
"Igarape Do Meio";"MA";0;0.569;0.53;0.687;0.506;14026;157041;"Nordeste"
"Igarape Grande";"MA";0;0.614;0.578;0.747;0.536;11252;86162;"Nordeste"
"Igarape-Acu";"PA";0;0.595;0.579;0.743;0.49;38588;333829;"Norte"
"Igarape-Miri";"PA";0;0.547;0.514;0.77;0.413;62355;367354;"Norte"
"Igarassu";"PE";0;0.665;0.622;0.781;0.606;115640;2357428;"Nordeste"
"Igaratinga";"MG";0;0.651;0.682;0.842;0.481;10709;321561;"Norte"
"Igarata";"SP";0;0.711;0.683;0.855;0.616;9483;177756;"Norte"
"Igaracu Do Tiete";"SP";0;0.727;0.691;0.838;0.664;24598;281418;"Norte"
"Igrapiuna";"BA";0;0.574;0.565;0.789;0.424;13367;177433;"Nordeste"
"Igreja Nova";"AL";0;0.568;0.556;0.771;0.428;24408;331447;"Nordeste"
"Igrejinha";"RS";0;0.721;0.749;0.876;0.571;36450;1555018;"Sul"
"Iguaba Grande";"RJ";0;0.761;0.744;0.841;0.704;27762;426926;"Norte"
"Iguape";"SP";0;0.726;0.691;0.847;0.653;30721;620572;"Norte"
"Iguaracy";"PE";0;0.598;0.58;0.77;0.48;12209;79363;"Nordeste"
"Iguaracu";"PR";0;0.758;0.714;0.833;0.732;4366;134698;"Sul"
"Iguatama";"MG";0;0.707;0.695;0.825;0.616;7971;354621;"Norte"
"Iguatemi";"MS";0;0.662;0.671;0.817;0.53;15977;398873;"Centro-Oeste"
"Iguatu";"PR";0;0.703;0.672;0.812;0.637;2258;62359;"Sul"
"Iguatu";"CE";0;0.677;0.642;0.808;0.599;103255;1422109;"Nordeste"
"Iguai";"BA";0;0.552;0.559;0.786;0.382;26868;195843;"Nordeste"
"Ijaci";"MG";0;0.714;0.663;0.84;0.654;6488;335820;"Norte"
"Ijui";"RS";0;0.781;0.786;0.858;0.707;83173;3048217;"Sul"
"Ilha Comprida";"SP";0;0.725;0.696;0.823;0.666;10965;555228;"Norte"
"Ilha Das Flores";"SE";0;0.562;0.514;0.735;0.469;8519;71602;"Nordeste"
"Ilha De Itamaraca";"PE";0;0.653;0.627;0.809;0.548;25836;223193;"Nordeste"
"Ilha Grande";"PI";0;0.563;0.534;0.708;0.472;9394;67080;"Nordeste"
"Ilha Solteira";"SP";0;0.812;0.786;0.871;0.782;26582;568520;"Norte"
"Ilhabela";"SP";0;0.756;0.739;0.843;0.693;34333;3011806;"Norte"
"Ilhota";"SC";0;0.738;0.75;0.883;0.607;14005;632436;"Sul"
"Ilheus";"BA";0;0.69;0.688;0.808;0.59;164844;3874970;"Nordeste"
"Ilicinea";"MG";0;0.68;0.665;0.827;0.571;12303;195440;"Norte"
"Ilopolis";"RS";0;0.73;0.756;0.866;0.595;4091;117110;"Sul"
"Imaculada";"PB";0;0.557;0.524;0.715;0.461;11790;72791;"Nordeste"
"Imarui";"SC";0;0.667;0.67;0.834;0.53;10326;173529;"Sul"
"Imbau";"PR";0;0.622;0.636;0.785;0.481;12936;203825;"Sul"
"Imbituba";"SC";0;0.765;0.734;0.868;0.703;44412;1363535;"Sul"
"Imbituva";"PR";0;0.66;0.681;0.828;0.509;32179;724966;"Sul"
"Imbuia";"SC";0;0.713;0.716;0.84;0.602;6153;130839;"Sul"
"Imbe";"RS";0;0.764;0.825;0.847;0.638;22309;433126;"Sul"
"Imbe De Minas";"MG";0;0.553;0.572;0.744;0.397;6865;57572;"Norte"
"Imigrante";"RS";0;0.743;0.764;0.844;0.635;3116;185019;"Sul"
"Imperatriz";"MA";0;0.731;0.697;0.803;0.698;258016;6977188;"Nordeste"
"Inaciolandia";"GO";0;0.692;0.683;0.822;0.591;6152;212077;"Centro-Oeste"
"Inaja";"PE";0;0.523;0.503;0.711;0.4;22840;155615;"Nordeste"
"Inaja";"PR";0;0.705;0.676;0.807;0.641;3103;54104;"Sul"
"Inconfidentes";"MG";0;0.692;0.688;0.843;0.572;7297;96147;"Norte"
"Indaiabira";"MG";0;0.61;0.575;0.804;0.49;7363;58173;"Norte"
"Indaial";"SC";0;0.777;0.767;0.873;0.701;67923;2310312;"Sul"
"Indaiatuba";"SP";0;0.788;0.791;0.837;0.738;246908;11735700;"Norte"
"Independencia";"CE";0;0.632;0.561;0.759;0.592;26168;210254;"Nordeste"
"Independencia";"RS";0;0.693;0.711;0.813;0.576;6228;250786;"Sul"
"Indiana";"SP";0;0.761;0.714;0.843;0.733;4892;60022;"Norte"
"Indianopolis";"PR";0;0.724;0.707;0.835;0.642;4449;502942;"Sul"
"Indianopolis";"MG";0;0.674;0.664;0.834;0.554;6829;587133;"Norte"
"Indiapora";"SP";0;0.751;0.714;0.835;0.71;3908;72565;"Norte"
"Indiara";"GO";0;0.701;0.694;0.837;0.593;15431;330735;"Centro-Oeste"
"Indiaroba";"SE";0;0.58;0.533;0.772;0.475;17761;173352;"Nordeste"
"Indiavai";"MT";0;0.661;0.645;0.841;0.533;2725;60563;"Centro-Oeste"
"Ingazeira";"PE";0;0.608;0.575;0.766;0.51;4554;33295;"Nordeste"
"Ingai";"MG";0;0.697;0.694;0.858;0.569;2757;52334;"Norte"
"Inga";"PB";0;0.592;0.573;0.768;0.471;18101;152178;"Nordeste"
"Inhacora";"RS";0;0.673;0.647;0.807;0.585;2235;58827;"Sul"
"Inhambupe";"BA";0;0.565;0.556;0.757;0.429;39499;443792;"Nordeste"
"Inhangapi";"PA";0;0.572;0.55;0.748;0.456;11559;111332;"Norte"
"Inhapi";"AL";0;0.484;0.501;0.718;0.316;18378;103399;"Nordeste"
"Inhapim";"MG";0;0.658;0.642;0.829;0.535;24204;290139;"Norte"
"Inhauma";"MG";0;0.702;0.657;0.845;0.624;6228;94253;"Norte"
"Inhuma";"PI";0;0.624;0.562;0.772;0.56;15296;115077;"Nordeste"
"Inhumas";"GO";0;0.72;0.718;0.842;0.618;52465;983242;"Centro-Oeste"
"Inimutaba";"MG";0;0.664;0.625;0.81;0.579;7467;85708;"Norte"
"Inocencia";"MS";0;0.681;0.702;0.846;0.531;7625;245250;"Centro-Oeste"
"Inacio Martins";"PR";0;0.6;0.623;0.765;0.454;11129;157235;"Sul"
"Inubia Paulista";"SP";0;0.759;0.688;0.849;0.75;3963;124059;"Norte"
"Iomere";"SC";0;0.795;0.754;0.891;0.749;2927;96957;"Sul"
"Ipaba";"MG";0;0.665;0.63;0.829;0.562;18438;132800;"Norte"
"Ipameri";"GO";0;0.701;0.711;0.823;0.588;26792;1175079;"Centro-Oeste"
"Ipanema";"MG";0;0.693;0.67;0.848;0.586;19717;214888;"Norte"
"Ipanguacu";"RN";0;0.603;0.568;0.744;0.518;15354;135910;"Nordeste"
"Ipaporanga";"CE";0;0.579;0.502;0.766;0.506;11587;73751;"Nordeste"
"Ipatinga";"MG";0;0.771;0.752;0.864;0.705;261344;8482790;"Norte"
"Ipaumirim";"CE";0;0.606;0.621;0.729;0.491;12439;93187;"Nordeste"
"Ipaussu";"SP";0;0.727;0.713;0.828;0.65;14869;367707;"Norte"
"Ipecaeta";"BA";0;0.55;0.506;0.776;0.424;14625;79037;"Nordeste"
"Ipero";"SP";0;0.719;0.68;0.814;0.672;36280;476482;"Norte"
"Ipeuna";"SP";0;0.753;0.737;0.845;0.685;7401;659789;"Norte"
"Ipiacu";"MG";0;0.696;0.68;0.814;0.61;4217;83113;"Norte"
"Ipiau";"BA";0;0.67;0.687;0.796;0.551;45823;429536;"Nordeste"
"Ipigua";"SP";0;0.73;0.696;0.839;0.666;0;7237;"Norte"
"Ipira";"SC";0;0.736;0.724;0.838;0.657;4486;81101;"Sul"
"Ipiranga";"PR";0;0.652;0.684;0.828;0.489;15092;396064;"Sul"
"Ipiranga De Goias";"GO";0;0.696;0.643;0.816;0.642;2893;53830;"Centro-Oeste"
"Ipiranga Do Norte";"MT";0;0.727;0.742;0.807;0.642;7395;620625;"Centro-Oeste"
"Ipiranga Do Piaui";"PI";0;0.63;0.56;0.765;0.583;9782;68357;"Nordeste"
"Ipiranga Do Sul";"RS";0;0.791;0.818;0.866;0.698;1899;91011;"Sul"
"Ipira";"BA";0;0.549;0.568;0.748;0.39;59763;693069;"Nordeste"
"Ipixuna";"AM";0;0.481;0.476;0.772;0.302;28933;125078;"Norte"
"Ipixuna Do Para";"PA";0;0.489;0.508;0.757;0.304;62455;478776;"Norte"
"Ipojuca";"PE";0;0.619;0.613;0.774;0.499;94709;10733638;"Nordeste"
"Iporanga";"SP";0;0.703;0.637;0.816;0.668;4238;43833;"Norte"
"Ipora";"GO";0;0.743;0.731;0.84;0.667;31563;581243;"Centro-Oeste"
"Ipora";"PR";0;0.706;0.696;0.829;0.611;14073;358131;"Sul"
"Ipora Do Oeste";"SC";0;0.759;0.743;0.847;0.695;8945;243638;"Sul"
"Ipu";"CE";0;0.618;0.583;0.762;0.532;41873;334078;"Nordeste"
"Ipuacu";"SC";0;0.66;0.674;0.79;0.54;7448;232950;"Sul"
"Ipubi";"PE";0;0.55;0.541;0.712;0.433;30512;255458;"Nordeste"
"Ipueira";"RN";0;0.679;0.627;0.788;0.633;2228;22973;"Nordeste"
"Ipueiras";"CE";0;0.573;0.534;0.735;0.479;38205;219938;"Nordeste"
"Ipueiras";"TO";0;0.62;0.576;0.797;0.518;1977;30261;"Norte"
"Ipuiuna";"MG";0;0.686;0.723;0.866;0.516;10039;168167;"Norte"
"Ipumirim";"SC";0;0.738;0.747;0.853;0.631;7565;309848;"Sul"
"Ipupiara";"BA";0;0.59;0.558;0.736;0.499;9817;74125;"Nordeste"
"Ipua";"SP";0;0.749;0.759;0.848;0.654;16209;353575;"Norte"
"Ipe";"RS";0;0.728;0.751;0.831;0.618;6588;219119;"Sul"
"Iracema";"RR";0;0.582;0.56;0.81;0.434;11600;137171;"Norte"
"Iracema";"CE";0;0.652;0.597;0.733;0.632;14227;124578;"Nordeste"
"Iracema Do Oeste";"PR";0;0.707;0.672;0.836;0.63;2325;75635;"Sul"
"Iraceminha";"SC";0;0.722;0.71;0.845;0.628;4015;97043;"Sul"
"Iracemapolis";"SP";0;0.776;0.742;0.863;0.729;23846;1163373;"Norte"
"Irajuba";"BA";0;0.576;0.544;0.776;0.453;7243;57290;"Nordeste"
"Iramaia";"BA";0;0.571;0.543;0.74;0.463;8893;78037;"Nordeste"
"Iranduba";"AM";0;0.613;0.607;0.799;0.476;47571;636014;"Norte"
"Irani";"SC";0;0.742;0.715;0.847;0.675;10339;196334;"Sul"
"Irapuru";"SP";0;0.712;0.691;0.839;0.622;8261;84026;"Norte"
"Irapua";"SP";0;0.713;0.688;0.844;0.624;7937;145822;"Norte"
"Iraquara";"BA";0;0.599;0.548;0.749;0.523;24942;331163;"Nordeste"
"Irara";"BA";0;0.62;0.587;0.809;0.501;28892;240266;"Nordeste"
"Irati";"PR";0;0.726;0.715;0.835;0.64;60357;1574267;"Sul"
"Irati";"SC";0;0.707;0.694;0.836;0.609;1952;39321;"Sul"
