date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-12-21,SC,Irineópolis,city,845,14,True,11289,4207908,7485.16255,0.0166
2021-12-21,SC,Itá,city,1215,26,True,6129,4208005,19823.78855,0.0214
2021-12-21,SC,Itaiópolis,city,2866,54,True,21780,4208104,13158.86134,0.0188
2021-12-21,SC,Itajaí,city,42471,796,True,223112,4208203,19035.73093,0.0187
2021-12-21,SC,Itapema,city,13338,265,True,67338,4208302,19807.53809,0.0199
2021-12-21,SC,Itapiranga,city,2572,20,True,17007,4208401,15123.18457,0.0078
2021-12-21,SC,Itapoá,city,3867,75,True,21177,4208450,18260.37682,0.0194
2021-12-21,SC,Ituporanga,city,4146,71,True,25355,4208500,16351.80438,0.0171
2021-12-21,SC,Jaborá,city,970,11,True,3918,4208609,24757.52935,0.0113
2021-12-21,SC,Jacinto Machado,city,1587,36,True,10376,4208708,15294.91133,0.0227
2021-12-21,SC,Jaguaruna,city,3522,62,True,20288,4208807,17360.01577,0.0176
2021-12-21,SC,Jaraguá do Sul,city,36270,437,True,181173,4208906,20019.53934,0.012
2021-12-21,SC,Jardinópolis,city,406,5,True,1546,4208955,26261.31953,0.0123
2021-12-21,SC,Joaçaba,city,7102,75,True,30404,4209003,23358.76858,0.0106
2021-12-21,SC,Joinville,city,119752,2077,True,597658,4209102,20036.87728,0.0173
2021-12-21,SC,José Boiteux,city,716,9,True,5007,4209151,14299.98003,0.0126
2021-12-21,SC,Jupiá,city,312,6,True,2092,4209177,14913.95793,0.0192
2021-12-21,SC,Lacerdópolis,city,479,4,True,2247,4209201,21317.31197,0.0084
2021-12-21,SC,Lages,city,29090,534,True,157349,4209300,18487.56586,0.0184
2021-12-21,SC,Laguna,city,6002,154,True,46122,4209409,13013.31252,0.0257
2021-12-21,SC,Lajeado Grande,city,278,5,True,1418,4209458,19605.07757,0.018
2021-12-21,SC,Laurentino,city,1261,11,True,7063,4209508,17853.60328,0.0087
2021-12-21,SC,Lauro Müller,city,2546,61,True,15313,4209607,16626.39587,0.024
2021-12-21,SC,Lebon Régis,city,1246,62,True,12115,4209706,10284.77095,0.0498
2021-12-21,SC,Leoberto Leal,city,366,2,True,3000,4209805,12200.0,0.0055
2021-12-21,SC,Lindóia do Sul,city,977,12,True,4546,4209854,21491.42103,0.0123
2021-12-21,SC,Lontras,city,1284,27,True,12315,4209904,10426.30938,0.021
2021-12-21,SC,Luiz Alves,city,2363,14,True,13107,4210001,18028.53437,0.0059
2021-12-21,SC,Luzerna,city,1133,16,True,5684,4210035,19933.14567,0.0141
2021-12-21,SC,Macieira,city,191,6,True,1766,4210050,10815.40204,0.0314
2021-12-21,SC,Mafra,city,5784,135,True,56561,4210100,10226.12754,0.0233
2021-12-21,SC,Major Gercino,city,369,6,True,3454,4210209,10683.26578,0.0163
2021-12-21,SC,Major Vieira,city,392,6,True,8156,4210308,4806.27759,0.0153
2021-12-21,SC,Maracajá,city,1318,22,True,7378,4210407,17863.91976,0.0167
2021-12-21,SC,Maravilha,city,5486,73,True,26116,4210506,21006.27968,0.0133
2021-12-21,SC,Marema,city,255,13,True,1750,4210555,14571.42857,0.051
2021-12-21,SC,Massaranduba,city,3108,24,True,17125,4210605,18148.90511,0.0077
2021-12-21,SC,Matos Costa,city,180,3,True,2480,4210704,7258.06452,0.0167
2021-12-21,SC,Meleiro,city,1328,25,True,7001,4210803,18968.71875,0.0188
2021-12-21,SC,Mirim Doce,city,330,7,True,2283,4210852,14454.66491,0.0212
2021-12-21,SC,Modelo,city,534,12,True,4218,4210902,12660.02845,0.0225
2021-12-21,SC,Mondaí,city,1232,12,True,11889,4211009,10362.51998,0.0097
2021-12-21,SC,Monte Carlo,city,1342,46,True,9906,4211058,13547.34504,0.0343
2021-12-21,SC,Monte Castelo,city,976,24,True,8269,4211108,11803.12009,0.0246
2021-12-21,SC,Morro da Fumaça,city,3792,46,True,17947,4211207,21128.87948,0.0121
2021-12-21,SC,Morro Grande,city,589,7,True,2888,4211256,20394.73684,0.0119
2021-12-21,SC,Navegantes,city,11326,220,True,83626,4211306,13543.63475,0.0194
2021-12-21,SC,Nova Erechim,city,724,10,True,5092,4211405,14218.38178,0.0138
2021-12-21,SC,Nova Itaberaba,city,500,4,True,4329,4211454,11550.01155,0.008
2021-12-21,SC,Nova Trento,city,2468,21,True,14782,4211504,16695.9816,0.0085
2021-12-21,SC,Nova Veneza,city,3037,34,True,15342,4211603,19795.33307,0.0112
2021-12-21,SC,Novo Horizonte,city,264,0,True,2404,4211652,10981.69717,0.0
2021-12-21,SC,Orleans,city,5522,91,True,23038,4211702,23969.09454,0.0165
2021-12-21,SC,Otacílio Costa,city,3893,65,True,18975,4211751,20516.46904,0.0167
2021-12-21,SC,Ouro,city,1654,20,True,7272,4211801,22744.77448,0.0121
2021-12-21,SC,Ouro Verde,city,401,13,True,2207,4211850,18169.46081,0.0324
2021-12-21,SC,Paial,city,214,4,True,1474,4211876,14518.3175,0.0187
2021-12-21,SC,Painel,city,186,6,True,2356,4211892,7894.73684,0.0323
2021-12-21,SC,Palhoça,city,30909,362,True,175272,4211900,17634.87608,0.0117
2021-12-21,SC,Palma Sola,city,1065,17,True,7372,4212007,14446.55453,0.016
2021-12-21,SC,Palmeira,city,366,5,True,2650,4212056,13811.32075,0.0137
2021-12-21,SC,Palmitos,city,2437,62,True,16157,4212106,15083.24565,0.0254
2021-12-21,SC,Papanduva,city,1789,47,True,19422,4212205,9211.20379,0.0263
2021-12-21,SC,Paraíso,city,194,7,True,3360,4212239,5773.80952,0.0361
2021-12-21,SC,Passo de Torres,city,1473,31,True,9048,4212254,16279.84085,0.021
2021-12-21,SC,Passos Maia,city,366,13,True,4109,4212270,8907.27671,0.0355
2021-12-21,SC,Paulo Lopes,city,1367,16,True,7569,4212304,18060.50997,0.0117
2021-12-21,SC,Pedras Grandes,city,811,23,True,3953,4212403,20516.06375,0.0284
2021-12-21,SC,Penha,city,6286,107,True,33284,4212502,18885.95121,0.017
2021-12-21,SC,Peritiba,city,456,5,True,2760,4212601,16521.73913,0.011
2021-12-21,SC,Pescaria Brava,city,2226,26,True,10159,4212650,21911.60547,0.0117
2021-12-21,SC,Petrolândia,city,906,27,True,5905,4212700,15342.92972,0.0298
2021-12-21,SC,Pinhalzinho,city,3645,38,True,20712,4212908,17598.49363,0.0104
2021-12-21,SC,Pinheiro Preto,city,567,9,True,3596,4213005,15767.51947,0.0159
2021-12-21,SC,Piratuba,city,654,11,True,3745,4213104,17463.28438,0.0168
2021-12-21,SC,Planalto Alegre,city,376,14,True,2888,4213153,13019.39058,0.0372
2021-12-21,SC,Pomerode,city,6104,73,True,34010,4213203,17947.66245,0.012
2021-12-21,SC,Ponte Alta,city,611,15,True,4650,4213302,13139.78495,0.0245
2021-12-21,SC,Ponte Alta do Norte,city,335,8,True,3420,4213351,9795.32164,0.0239
2021-12-21,SC,Ponte Serrada,city,1492,54,True,11634,4213401,12824.47997,0.0362
2021-12-21,SC,Porto Belo,city,3191,65,True,21932,4213500,14549.51669,0.0204
2021-12-21,SC,Porto União,city,4961,93,True,35543,4213609,13957.74133,0.0187
2021-12-21,SC,Pouso Redondo,city,1950,40,True,17712,4213708,11009.48509,0.0205
2021-12-21,SC,Praia Grande,city,1293,17,True,7312,4213807,17683.26039,0.0131
2021-12-21,SC,Presidente Castello Branco,city,486,4,True,1547,4213906,31415.64318,0.0082
2021-12-21,SC,Presidente Getúlio,city,2000,39,True,17726,4214003,11282.86133,0.0195
2021-12-21,SC,Presidente Nereu,city,173,4,True,2283,4214102,7577.74858,0.0231
2021-12-21,SC,Princesa,city,471,11,True,2937,4214151,16036.77222,0.0234
2021-12-21,SC,Quilombo,city,1736,44,True,9829,4214201,17662.02055,0.0253
2021-12-21,SC,Rancho Queimado,city,536,4,True,2887,4214300,18565.98545,0.0075
2021-12-21,SC,Rio das Antas,city,769,15,True,6202,4214409,12399.22606,0.0195
2021-12-21,SC,Rio do Campo,city,681,8,True,5902,4214508,11538.46154,0.0117
2021-12-21,SC,Rio do Oeste,city,913,17,True,7520,4214607,12140.95745,0.0186
2021-12-21,SC,Rio dos Cedros,city,1007,28,True,11808,4214706,8528.11653,0.0278
2021-12-21,SC,Rio do Sul,city,9871,144,True,72006,4214805,13708.57984,0.0146
2021-12-21,SC,Rio Fortuna,city,834,11,True,4620,4214904,18051.94805,0.0132
2021-12-21,SC,Rio Negrinho,city,6027,130,True,42495,4215000,14182.84504,0.0216
2021-12-21,SC,Rio Rufino,city,237,6,True,2483,4215059,9544.90536,0.0253
2021-12-21,SC,Riqueza,city,654,16,True,4561,4215075,14338.96075,0.0245
2021-12-21,SC,Rodeio,city,1650,32,True,11600,4215109,14224.13793,0.0194
2021-12-21,SC,Romelândia,city,444,8,True,4684,4215208,9479.07771,0.018
2021-12-21,SC,Salete,city,947,9,True,7659,4215307,12364.53845,0.0095
2021-12-21,SC,Saltinho,city,276,6,True,3754,4215356,7352.1577,0.0217
2021-12-21,SC,Salto Veloso,city,715,8,True,4756,4215406,15033.64172,0.0112
2021-12-21,SC,Sangão,city,1949,16,True,12905,4215455,15102.67338,0.0082
2021-12-21,SC,Santa Cecília,city,1511,32,True,16918,4215505,8931.31576,0.0212
2021-12-21,SC,Santa Helena,city,217,4,True,2200,4215554,9863.63636,0.0184
2021-12-21,SC,Santa Rosa de Lima,city,350,5,True,2147,4215604,16301.81649,0.0143
2021-12-21,SC,Santa Rosa do Sul,city,1354,27,True,8378,4215653,16161.37503,0.0199
2021-12-21,SC,Santa Terezinha,city,581,7,True,8773,4215679,6622.59204,0.012
2021-12-21,SC,Santa Terezinha do Progresso,city,348,4,True,2372,4215687,14671.16358,0.0115
2021-12-21,SC,Santiago do Sul,city,155,2,True,1235,4215695,12550.60729,0.0129
2021-12-21,SC,Santo Amaro da Imperatriz,city,4072,85,True,23579,4215703,17269.60431,0.0209
2021-12-21,SC,São Bento do Sul,city,11967,199,True,85421,4215802,14009.43562,0.0166
2021-12-21,SC,São Bernardino,city,403,4,True,2287,4215752,17621.338,0.0099
2021-12-21,SC,São Bonifácio,city,502,7,True,2814,4215901,17839.37456,0.0139
2021-12-21,SC,São Carlos,city,1049,21,True,11369,4216008,9226.84493,0.02
2021-12-21,SC,São Cristóvão do Sul,city,303,17,True,5598,4216057,5412.64737,0.0561
2021-12-21,SC,São Domingos,city,1405,23,True,9434,4216107,14892.94043,0.0164
2021-12-21,SC,São Francisco do Sul,city,8362,180,True,53746,4216206,15558.36713,0.0215
2021-12-21,SC,São João Batista,city,5445,102,True,38583,4216305,14112.43294,0.0187
2021-12-21,SC,São João do Itaperiú,city,740,14,True,3759,4216354,19686.08673,0.0189
2021-12-21,SC,São João do Oeste,city,678,9,True,6402,4216255,10590.44049,0.0133
2021-12-21,SC,São João do Sul,city,1122,16,True,7315,4216404,15338.34586,0.0143
2021-12-21,SC,São Joaquim,city,3549,83,True,27139,4216503,13077.12149,0.0234
2021-12-21,SC,São José,city,37141,625,True,250181,4216602,14845.65175,0.0168
2021-12-21,SC,São José do Cedro,city,2112,27,True,13820,4216701,15282.19971,0.0128
2021-12-21,SC,São José do Cerrito,city,768,15,True,8173,4216800,9396.79432,0.0195
2021-12-21,SC,São Lourenço do Oeste,city,2459,68,True,24291,4216909,10123.09086,0.0277
2021-12-21,SC,São Ludgero,city,3234,36,True,13650,4217006,23692.30769,0.0111
2021-12-21,SC,São Martinho,city,799,15,True,3171,4217105,25197.09871,0.0188
2021-12-21,SC,São Miguel da Boa Vista,city,290,8,True,1807,4217154,16048.6995,0.0276
2021-12-21,SC,São Miguel do Oeste,city,7391,78,True,40868,4217204,18085.05432,0.0106
2021-12-21,SC,São Pedro de Alcântara,city,785,15,True,5935,4217253,13226.62174,0.0191
2021-12-21,SC,Saudades,city,1057,17,True,9810,4217303,10774.71967,0.0161
2021-12-21,SC,Schroeder,city,4053,43,True,21991,4217402,18430.26693,0.0106
2021-12-21,SC,Seara,city,3220,37,True,17576,4217501,18320.43696,0.0115
2021-12-21,SC,Serra Alta,city,327,6,True,3256,4217550,10042.99754,0.0183
2021-12-21,SC,Siderópolis,city,1483,50,True,14092,4217600,10523.70139,0.0337
2021-12-21,SC,Sombrio,city,4193,83,True,30733,4217709,13643.315,0.0198
2021-12-21,SC,Sul Brasil,city,630,7,True,2423,4217758,26000.82542,0.0111
2021-12-21,SC,Taió,city,2552,24,True,18486,4217808,13805.04165,0.0094
2021-12-21,SC,Tangará,city,1477,34,True,8662,4217907,17051.48926,0.023
2021-12-21,SC,Tigrinhos,city,394,2,True,1619,4217956,24336.00988,0.0051
2021-12-21,SC,Tijucas,city,7300,90,True,39155,4218004,18643.85136,0.0123
2021-12-21,SC,Timbé do Sul,city,991,18,True,5343,4218103,18547.63242,0.0182
2021-12-21,SC,Timbó,city,7843,94,True,44977,4218202,17437.80154,0.012
2021-12-21,SC,Timbó Grande,city,795,17,True,7941,4218251,10011.33359,0.0214
2021-12-21,SC,Três Barras,city,2365,72,True,19366,4218301,12212.12434,0.0304
2021-12-21,SC,Treviso,city,892,13,True,3966,4218350,22491.17499,0.0146
2021-12-21,SC,Treze de Maio,city,1261,16,True,7093,4218400,17778.09108,0.0127
2021-12-21,SC,Treze Tílias,city,1038,15,True,7991,4218509,12989.61331,0.0145
2021-12-21,SC,Trombudo Central,city,1355,28,True,7434,4218608,18227.06484,0.0207
2021-12-21,SC,Tubarão,city,22251,478,True,106422,4218707,20908.27085,0.0215
2021-12-21,SC,Tunápolis,city,1213,10,True,4525,4218756,26806.62983,0.0082
2021-12-21,SC,Turvo,city,2243,33,True,12990,4218806,17267.12856,0.0147
2021-12-21,SC,União do Oeste,city,410,12,True,2412,4218855,16998.34163,0.0293
2021-12-21,SC,Urubici,city,741,27,True,11273,4218905,6573.22807,0.0364
2021-12-21,SC,Urupema,city,294,3,True,2459,4218954,11956.07971,0.0102
2021-12-21,SC,Urussanga,city,4088,70,True,21344,4219002,19152.92354,0.0171
2021-12-21,SC,Vargeão,city,366,9,True,3571,4219101,10249.22991,0.0246
2021-12-21,SC,Vargem,city,544,4,True,2432,4219150,22368.42105,0.0074
2021-12-21,SC,Vargem Bonita,city,806,8,True,4451,4219176,18108.29027,0.0099
2021-12-21,SC,Vidal Ramos,city,750,13,True,6329,4219200,11850.2133,0.0173
2021-12-21,SC,Videira,city,11670,125,True,53610,4219309,21768.3268,0.0107
2021-12-21,SC,Vitor Meireles,city,583,12,True,4943,4219358,11794.45681,0.0206
2021-12-21,SC,Witmarsum,city,424,5,True,3998,4219408,10605.30265,0.0118
2021-12-21,SC,Xanxerê,city,11143,192,True,51642,4219507,21577.39824,0.0172
2021-12-21,SC,Xavantina,city,457,5,True,3903,4219606,11708.94184,0.0109
2021-12-21,SC,Xaxim,city,6213,120,True,28983,4219705,21436.70427,0.0193
2021-12-21,SC,Zortéa,city,904,13,True,3398,4219853,26603.88464,0.0144
2021-12-21,SC,,state,1238751,20135,False,7252502,42,17080.32621,0.0163
2021-12-21,SE,,state,278439,6056,False,2318822,28,12007.77809,0.0217
