"epidemiological_week","date_d","order_for_place","state","city","city_ibge_code","place_type","last_available_confirmed","last_conf_100k_inhabitants","new_confirmed","last_available_deaths","new_deaths","last_available_death_rate","population_2019","is_last","is_repeated"
38,"2020-09-16",100,"RS","Dois Lajeados",4306452,"city",54,1588.24,0,0,0,0.0,3400,"True","False"
38,"2020-09-16",131,"RS","Dom Feliciano",4306502,"city",56,363.306,0,3,0,0.0536,15414,"True","False"
38,"2020-09-16",176,"RS","Dom Pedrito",4306601,"city",126,327.605,2,3,0,0.0238,38461,"True","False"
38,"2020-09-16",98,"RS","Dom Pedro de Alcântara",4306551,"city",8,315.706,0,1,0,0.125,2534,"True","False"
38,"2020-09-16",72,"RS","Dona Francisca",4306700,"city",8,263.071,1,1,0,0.125,3041,"True","False"
38,"2020-09-16",137,"RS","Doutor Maurício Cardoso",4306734,"city",22,483.623,0,5,0,0.2273,4549,"True","False"
38,"2020-09-16",132,"RS","Doutor Ricardo",4306759,"city",34,1714.57,0,0,0,0.0,1983,"True","False"
38,"2020-09-16",180,"RS","Eldorado do Sul",4306767,"city",871,2109.73,11,21,0,0.0241,41285,"True","False"
38,"2020-09-16",163,"RS","Encantado",4306809,"city",447,1968.64,5,8,0,0.0179,22706,"True","False"
38,"2020-09-16",159,"RS","Encruzilhada do Sul",4306908,"city",136,525.563,1,3,0,0.0221,25877,"True","False"
38,"2020-09-16",89,"RS","Engenho Velho",4306924,"city",11,1063.83,1,0,0,0.0,1034,"True","False"
38,"2020-09-16",112,"RS","Entre-Ijuís",4306932,"city",161,1899.7,28,0,0,0.0,8475,"True","False"
38,"2020-09-16",109,"RS","Entre Rios do Sul",4306957,"city",50,1790.83,0,1,0,0.02,2792,"True","False"
38,"2020-09-16",125,"RS","Erebango",4306973,"city",38,1270.48,0,0,0,0.0,2991,"True","False"
38,"2020-09-16",182,"RS","Erechim",4307005,"city",2075,1960.1,11,15,0,0.0072,105862,"True","False"
38,"2020-09-16",147,"RS","Ernestina",4307054,"city",18,568.182,0,1,0,0.0556,3168,"True","False"
38,"2020-09-16",119,"RS","Erval Grande",4307203,"city",36,740.893,0,0,0,0.0,4859,"True","False"
38,"2020-09-16",71,"RS","Erval Seco",4307302,"city",12,173.611,0,0,0,0.0,6912,"True","False"
38,"2020-09-16",111,"RS","Esmeralda",4307401,"city",5,152.346,0,1,0,0.2,3282,"True","False"
38,"2020-09-16",129,"RS","Esperança do Sul",4307450,"city",90,3075.87,0,6,0,0.0667,2926,"True","False"
38,"2020-09-16",157,"RS","Espumoso",4307500,"city",361,2315.88,3,5,0,0.0139,15588,"True","False"
38,"2020-09-16",132,"RS","Estação",4307559,"city",54,906.344,0,1,0,0.0185,5958,"True","False"
38,"2020-09-16",179,"RS","Estância Velha",4307609,"city",963,1925.15,143,29,0,0.0301,50022,"True","False"
38,"2020-09-16",165,"RS","Esteio",4307708,"city",1980,2379.75,12,72,3,0.0364,83202,"True","False"
38,"2020-09-16",180,"RS","Estrela",4307807,"city",556,1629.73,7,6,0,0.0108,34116,"True","False"
38,"2020-09-16",133,"RS","Eugênio de Castro",4307831,"city",2,83.4725,0,0,0,0.0,2396,"True","False"
38,"2020-09-16",64,"RS","Fagundes Varela",4307864,"city",4,146.467,0,0,0,0.0,2731,"True","False"
38,"2020-09-16",182,"RS","Farroupilha",4307906,"city",1444,1996.38,83,13,0,0.009,72331,"True","False"
38,"2020-09-16",92,"RS","Faxinal do Soturno",4308003,"city",26,389.396,1,0,0,0.0,6677,"True","False"
38,"2020-09-16",112,"RS","Faxinalzinho",4308052,"city",52,2246.22,1,0,0,0.0,2315,"True","False"
38,"2020-09-16",135,"RS","Fazenda Vilanova",4308078,"city",80,1764.84,0,2,0,0.025,4533,"True","False"
38,"2020-09-16",142,"RS","Feliz",4308102,"city",256,1889.72,3,2,0,0.0078,13547,"True","False"
38,"2020-09-16",154,"RS","Flores da Cunha",4308201,"city",492,1600.26,1,2,0,0.0041,30745,"True","False"
38,"2020-09-16",146,"RS","Floriano Peixoto",4308250,"city",28,1585.5,0,0,0,0.0,1766,"True","False"
38,"2020-09-16",129,"RS","Fontoura Xavier",4308300,"city",121,1174.3,0,3,0,0.0248,10304,"True","False"
38,"2020-09-16",118,"RS","Formigueiro",4308409,"city",92,1380.55,0,0,0,0.0,6664,"True","False"
38,"2020-09-16",92,"RS","Forquetinha",4308433,"city",5,207.297,0,0,0,0.0,2412,"True","False"
38,"2020-09-16",78,"RS","Fortaleza dos Valos",4308458,"city",101,2337.96,5,1,0,0.0099,4320,"True","False"
38,"2020-09-16",132,"RS","Frederico Westphalen",4308508,"city",634,2024.72,2,11,0,0.0174,31313,"True","False"
38,"2020-09-16",177,"RS","Garibaldi",4308607,"city",1146,3267.75,0,11,0,0.0096,35070,"True","False"
38,"2020-09-16",120,"RS","Gaurama",4308706,"city",74,1337.19,0,0,0,0.0,5534,"True","False"
38,"2020-09-16",135,"RS","General Câmara",4308805,"city",131,1562.31,0,4,0,0.0305,8385,"True","False"
38,"2020-09-16",120,"RS","Gentil",4308854,"city",26,1591.19,1,0,0,0.0,1634,"True","False"
38,"2020-09-16",145,"RS","Getúlio Vargas",4308904,"city",133,820.38,4,2,0,0.015,16212,"True","False"
38,"2020-09-16",110,"RS","Giruá",4309001,"city",141,881.03,0,4,0,0.0284,16004,"True","False"
38,"2020-09-16",162,"RS","Glorinha",4309050,"city",131,1617.68,2,3,0,0.0229,8098,"True","False"
38,"2020-09-16",125,"RS","Gramado",4309100,"city",947,2613.71,15,18,1,0.019,36232,"True","False"
38,"2020-09-16",127,"RS","Gramado dos Loureiros",4309126,"city",37,1777.14,0,0,0,0.0,2082,"True","False"
38,"2020-09-16",119,"RS","Gramado Xavier",4309159,"city",2,46.2428,0,0,0,0.0,4325,"True","False"
38,"2020-09-16",176,"RS","Gravataí",4309209,"city",3705,1316.07,54,120,2,0.0324,281519,"True","False"
38,"2020-09-16",132,"RS","Guabiju",4309258,"city",112,7451.76,0,0,0,0.0,1503,"True","False"
38,"2020-09-16",168,"RS","Guaíba",4309308,"city",791,805.967,155,38,0,0.048,98143,"True","False"
38,"2020-09-16",123,"RS","Guaporé",4309407,"city",723,2810.28,9,8,0,0.0111,25727,"True","False"
38,"2020-09-16",97,"RS","Guarani das Missões",4309506,"city",15,199.018,0,1,0,0.0667,7537,"True","False"
38,"2020-09-16",163,"RS","Harmonia",4309555,"city",91,1870.12,3,4,0,0.044,4866,"True","False"
38,"2020-09-16",62,"RS","Herval",4307104,"city",48,703.709,7,2,1,0.0417,6821,"True","False"
38,"2020-09-16",58,"RS","Herveiras",4309571,"city",4,132.538,0,0,0,0.0,3018,"True","False"
38,"2020-09-16",143,"RS","Horizontina",4309605,"city",82,424.233,0,2,0,0.0244,19329,"True","False"
38,"2020-09-16",125,"RS","Hulha Negra",4309654,"city",38,560.803,0,1,0,0.0263,6776,"True","False"
38,"2020-09-16",129,"RS","Humaitá",4309704,"city",28,587.988,0,0,0,0.0,4762,"True","False"
38,"2020-09-16",49,"RS","Ibarama",4309753,"city",2,45.3927,0,0,0,0.0,4406,"True","False"
38,"2020-09-16",104,"RS","Ibiaçá",4309803,"city",119,2527.08,0,3,0,0.0252,4709,"True","False"
38,"2020-09-16",107,"RS","Ibiraiaras",4309902,"city",207,2850.45,9,8,0,0.0386,7262,"True","False"
38,"2020-09-16",152,"RS","Ibirapuitã",4309951,"city",59,1470.22,1,3,0,0.0508,4013,"True","False"
38,"2020-09-16",129,"RS","Ibirubá",4310009,"city",948,4658.48,35,16,0,0.0169,20350,"True","False"
38,"2020-09-16",112,"RS","Igrejinha",4310108,"city",568,1539.34,13,20,0,0.0352,36899,"True","False"
38,"2020-09-16",140,"RS","Ijuí",4310207,"city",1063,1273.44,47,18,0,0.0169,83475,"True","False"
38,"2020-09-16",36,"RS","Ilópolis",4310306,"city",11,269.74,0,0,0,0.0,4078,"True","False"
38,"2020-09-16",158,"RS","Imbé",4310330,"city",249,1092.11,0,12,0,0.0482,22800,"True","False"
38,"2020-09-16",132,"RS","Imigrante",4310363,"city",46,1474.36,0,0,0,0.0,3120,"True","False"
38,"2020-09-16",111,"RS","Independência",4310405,"city",38,616.183,2,1,0,0.0263,6167,"True","False"
38,"2020-09-16",107,"RS","Inhacorá",4310413,"city",38,1707.1,0,1,0,0.0263,2226,"True","False"
38,"2020-09-16",90,"RS","Ipê",4310439,"city",113,1701.81,0,1,0,0.0088,6640,"True","False"
38,"2020-09-16",71,"RS","Ipiranga do Sul",4310462,"city",2,105.876,0,0,0,0.0,1889,"True","False"
38,"2020-09-16",93,"RS","Iraí",4310504,"city",40,552.41,0,1,0,0.025,7241,"True","False"
38,"2020-09-16",93,"RS","Itaara",4310538,"city",68,1236.59,5,1,0,0.0147,5499,"True","False"
38,"2020-09-16",104,"RS","Itacurubi",4310553,"city",23,663.781,0,3,0,0.1304,3465,"True","False"
38,"2020-09-16",73,"RS","Itapuca",4310579,"city",28,1337.15,0,1,0,0.0357,2094,"True","False"
38,"2020-09-16",130,"RS","Itaqui",4310603,"city",434,1153.64,12,5,0,0.0115,37620,"True","False"
38,"2020-09-16",112,"RS","Itati",4310652,"city",23,950.806,0,1,0,0.0435,2419,"True","False"
38,"2020-09-16",105,"RS","Itatiba do Sul",4310702,"city",21,631.769,0,0,0,0.0,3324,"True","False"
38,"2020-09-16",79,"RS","Ivorá",4310751,"city",3,157.068,0,0,0,0.0,1910,"True","False"
38,"2020-09-16",181,"RS","Ivoti",4310801,"city",380,1564.24,9,3,1,0.0079,24293,"True","False"
38,"2020-09-16",119,"RS","Jaboticaba",4310850,"city",14,367.454,0,0,0,0.0,3810,"True","False"
38,"2020-09-16",47,"RS","Jacuizinho",4310876,"city",11,408.618,0,0,0,0.0,2692,"True","False"
38,"2020-09-16",103,"RS","Jacutinga",4310900,"city",51,1432.18,0,0,0,0.0,3561,"True","False"
38,"2020-09-16",103,"RS","Jaguarão",4311007,"city",124,464.768,2,3,0,0.0242,26680,"True","False"
38,"2020-09-16",141,"RS","Jaguari",4311106,"city",39,359.513,0,4,0,0.1026,10848,"True","False"
38,"2020-09-16",119,"RS","Jaquirana",4311122,"city",23,618.945,0,1,0,0.0435,3716,"True","False"
38,"2020-09-16",51,"RS","Jari",4311130,"city",4,114.188,0,0,0,0.0,3503,"True","False"
38,"2020-09-16",98,"RS","Jóia",4311155,"city",12,140.187,1,0,0,0.0,8560,"True","False"
38,"2020-09-16",120,"RS","Júlio de Castilhos",4311205,"city",129,668.636,12,1,0,0.0078,19293,"True","False"
38,"2020-09-16",12,"RS","Lagoa Bonita do Sul",4311239,"city",2,68.8942,0,0,0,0.0,2903,"True","False"
38,"2020-09-16",35,"RS","Lagoa dos Três Cantos",4311270,"city",8,497.203,-1,0,0,0.0,1609,"True","False"
38,"2020-09-16",93,"RS","Lagoão",4311254,"city",7,108.493,0,1,0,0.1429,6452,"True","False"
38,"2020-09-16",132,"RS","Lagoa Vermelha",4311304,"city",314,1129.21,14,6,0,0.0191,27807,"True","False"
38,"2020-09-16",180,"RS","Lajeado",4311403,"city",3180,3785.08,44,38,1,0.0119,84014,"True","False"
38,"2020-09-16",90,"RS","Lajeado do Bugre",4311429,"city",66,2574.1,4,3,0,0.0455,2564,"True","False"
38,"2020-09-16",125,"RS","Lavras do Sul",4311502,"city",40,534.759,0,1,0,0.025,7480,"True","False"
38,"2020-09-16",103,"RS","Liberato Salzano",4311601,"city",40,766.43,0,1,0,0.025,5219,"True","False"
38,"2020-09-16",91,"RS","Lindolfo Collor",4311627,"city",114,1883.05,12,3,0,0.0263,6054,"True","False"
38,"2020-09-16",71,"RS","Linha Nova",4311643,"city",8,466.744,0,0,0,0.0,1714,"True","False"
38,"2020-09-16",59,"RS","Maçambará",4311718,"city",22,479.616,0,0,0,0.0,4587,"True","False"
38,"2020-09-16",132,"RS","Machadinho",4311700,"city",167,3067.03,5,2,0,0.012,5445,"True","False"
38,"2020-09-16",70,"RS","Mampituba",4311734,"city",88,2952.03,0,0,0,0.0,2981,"True","False"
38,"2020-09-16",91,"RS","Manoel Viana",4311759,"city",37,506.919,0,1,0,0.027,7299,"True","False"
38,"2020-09-16",120,"RS","Maquiné",4311775,"city",68,1012.81,0,4,0,0.0588,6714,"True","False"
38,"2020-09-16",148,"RS","Maratá",4311791,"city",25,929.023,0,0,0,0.0,2691,"True","False"
38,"2020-09-16",175,"RS","Marau",4311809,"city",1872,4239.03,17,26,1,0.0139,44161,"True","False"
38,"2020-09-16",144,"RS","Marcelino Ramos",4311908,"city",44,999.546,0,0,0,0.0,4402,"True","False"
38,"2020-09-16",98,"RS","Mariana Pimentel",4311981,"city",16,411.84,0,2,0,0.125,3885,"True","False"
38,"2020-09-16",120,"RS","Mariano Moro",4312005,"city",27,1329.39,0,0,0,0.0,2031,"True","False"
38,"2020-09-16",131,"RS","Marques de Souza",4312054,"city",40,997.755,0,2,0,0.05,4009,"True","False"
38,"2020-09-16",82,"RS","Mata",4312104,"city",2,41.468,0,0,0,0.0,4823,"True","False"
38,"2020-09-16",140,"RS","Mato Castelhano",4312138,"city",59,2322.83,0,2,0,0.0339,2540,"True","False"
38,"2020-09-16",120,"RS","Mato Leitão",4312153,"city",86,1904.76,2,0,0,0.0,4515,"True","False"
38,"2020-09-16",56,"RS","Mato Queimado",4312179,"city",6,364.078,0,1,0,0.1667,1648,"True","False"
38,"2020-09-16",125,"RS","Maximiliano de Almeida",4312203,"city",106,2421.75,1,0,0,0.0,4377,"True","False"
38,"2020-09-16",164,"RS","Minas do Leão",4312252,"city",38,470.588,0,0,0,0.0,8075,"True","False"
38,"2020-09-16",120,"RS","Miraguaí",4312302,"city",62,1258.88,0,3,0,0.0484,4925,"True","False"
38,"2020-09-16",128,"RS","Montauri",4312351,"city",111,7639.37,0,2,0,0.018,1453,"True","False"
38,"2020-09-16",106,"RS","Monte Alegre dos Campos",4312377,"city",12,371.978,0,1,0,0.0833,3226,"True","False"
38,"2020-09-16",140,"RS","Monte Belo do Sul",4312385,"city",51,2001.57,0,3,0,0.0588,2548,"True","False"
38,"2020-09-16",161,"RS","Montenegro",4312401,"city",910,1394.34,5,16,0,0.0176,65264,"True","False"
38,"2020-09-16",135,"RS","Mormaço",4312427,"city",28,907.617,0,1,0,0.0357,3085,"True","False"
38,"2020-09-16",120,"RS","Morrinhos do Sul",4312443,"city",42,1424.21,0,0,0,0.0,2949,"True","False"
38,"2020-09-16",63,"RS","Morro Redondo",4312450,"city",18,274.056,0,1,0,0.0556,6568,"True","False"
38,"2020-09-16",112,"RS","Morro Reuter",4312476,"city",69,1076.95,0,1,0,0.0145,6407,"True","False"
38,"2020-09-16",97,"RS","Mostardas",4312500,"city",84,656.045,0,2,0,0.0238,12804,"True","False"
38,"2020-09-16",153,"RS","Muçum",4312609,"city",230,4642.71,2,5,0,0.0217,4954,"True","False"
38,"2020-09-16",72,"RS","Muitos Capões",4312617,"city",5,158.128,3,0,0,0.0,3162,"True","False"
38,"2020-09-16",124,"RS","Muliterno",4312625,"city",44,2324.35,1,0,0,0.0,1893,"True","False"
38,"2020-09-16",151,"RS","Não-Me-Toque",4312658,"city",253,1435.54,2,4,0,0.0158,17624,"True","False"
38,"2020-09-16",155,"RS","Nicolau Vergueiro",4312674,"city",5,297.265,0,2,0,0.4,1682,"True","False"
38,"2020-09-16",132,"RS","Nonoai",4312708,"city",301,2573.75,6,4,0,0.0133,11695,"True","False"
38,"2020-09-16",104,"RS","Nova Alvorada",4312757,"city",132,3641.38,1,2,0,0.0152,3625,"True","False"
38,"2020-09-16",136,"RS","Nova Araçá",4312807,"city",577,12124.4,4,3,0,0.0052,4759,"True","False"
38,"2020-09-16",129,"RS","Nova Bassano",4312906,"city",374,3771.68,9,4,0,0.0107,9916,"True","False"
38,"2020-09-16",49,"RS","Nova Boa Vista",4312955,"city",5,281.69,1,0,0,0.0,1775,"True","False"
38,"2020-09-16",146,"RS","Nova Bréscia",4313003,"city",40,1201.2,0,0,0,0.0,3330,"True","False"
38,"2020-09-16",86,"RS","Nova Candelária",4313011,"city",18,667.161,0,0,0,0.0,2698,"True","False"
38,"2020-09-16",8,"RS","Nova Esperança do Sul",4313037,"city",1,18.6846,0,1,0,1.0,5352,"True","False"
38,"2020-09-16",113,"RS","Nova Hartz",4313060,"city",220,1017.81,0,3,0,0.0136,21615,"True","False"
38,"2020-09-16",93,"RS","Nova Pádua",4313086,"city",24,940.07,0,0,0,0.0,2553,"True","False"
38,"2020-09-16",175,"RS","Nova Palma",4313102,"city",7,107.494,0,0,0,0.0,6512,"True","False"
38,"2020-09-16",120,"RS","Nova Petrópolis",4313201,"city",366,1714.04,0,1,0,0.0027,21353,"True","False"
38,"2020-09-16",146,"RS","Nova Prata",4313300,"city",527,1933.45,6,5,0,0.0095,27257,"True","False"
38,"2020-09-16",33,"RS","Nova Ramada",4313334,"city",13,579.839,0,0,0,0.0,2242,"True","False"
38,"2020-09-16",93,"RS","Nova Roma do Sul",4313359,"city",36,975.874,2,0,0,0.0,3689,"True","False"
38,"2020-09-16",120,"RS","Nova Santa Rita",4313375,"city",377,1286.69,0,10,0,0.0265,29300,"True","False"
38,"2020-09-16",119,"RS","Novo Barreiro",4313490,"city",168,4034.58,0,4,0,0.0238,4164,"True","False"
38,"2020-09-16",58,"RS","Novo Cabrais",4313391,"city",20,476.644,1,0,0,0.0,4196,"True","False"
38,"2020-09-16",172,"RS","Novo Hamburgo",4313409,"city",5177,2098.09,100,146,1,0.0282,246748,"True","False"
38,"2020-09-16",98,"RS","Novo Machado",4313425,"city",11,331.026,0,0,0,0.0,3323,"True","False"
38,"2020-09-16",120,"RS","Novo Xingu",4313466,"city",3,174.52,0,1,0,0.3333,1719,"True","False"
38,"2020-09-16",178,"RS","Osório",4313508,"city",1603,3485.24,57,25,0,0.0156,45994,"True","False"
38,"2020-09-16",132,"RS","Paim Filho",4313607,"city",118,3082.55,2,1,0,0.0085,3828,"True","False"
38,"2020-09-16",104,"RS","Palmares do Sul",4313656,"city",85,751.016,4,3,0,0.0353,11318,"True","False"
38,"2020-09-16",141,"RS","Palmeira das Missões",4313706,"city",525,1576.43,7,9,0,0.0171,33303,"True","False"
38,"2020-09-16",91,"RS","Palmitinho",4313805,"city",58,821.879,0,2,0,0.0345,7057,"True","False"
38,"2020-09-16",113,"RS","Panambi",4313904,"city",116,265.647,3,2,0,0.0172,43667,"True","False"
38,"2020-09-16",109,"RS","Pantano Grande",4313953,"city",150,1635.06,0,0,0,0.0,9174,"True","False"
38,"2020-09-16",177,"RS","Paraí",4314001,"city",382,4988.9,0,5,0,0.0131,7657,"True","False"
38,"2020-09-16",132,"RS","Paraíso do Sul",4314027,"city",7,91.9722,0,0,0,0.0,7611,"True","False"
38,"2020-09-16",163,"RS","Pareci Novo",4314035,"city",40,1042.48,0,1,0,0.025,3837,"True","False"
38,"2020-09-16",119,"RS","Parobé",4314050,"city",1286,2206.89,90,34,0,0.0264,58272,"True","False"
38,"2020-09-16",58,"RS","Passa Sete",4314068,"city",25,438.443,0,1,0,0.04,5702,"True","False"
38,"2020-09-16",103,"RS","Passo do Sobrado",4314076,"city",42,642.693,1,1,0,0.0238,6535,"True","False"
38,"2020-09-16",175,"RS","Passo Fundo",4314100,"city",6829,3359.49,53,148,1,0.0217,203275,"True","False"
38,"2020-09-16",92,"RS","Paulo Bento",4314134,"city",57,2485.83,0,0,0,0.0,2293,"True","False"
38,"2020-09-16",133,"RS","Paverama",4314159,"city",155,1826.32,0,4,0,0.0258,8487,"True","False"
38,"2020-09-16",86,"RS","Pedro Osório",4314209,"city",84,1086.68,0,5,0,0.0595,7730,"True","False"
38,"2020-09-16",83,"RS","Pejuçara",4314308,"city",33,851.833,0,1,0,0.0303,3874,"True","False"
38,"2020-09-16",176,"RS","Pelotas",4314407,"city",3035,886.377,119,96,0,0.0316,342405,"True","False"
38,"2020-09-16",86,"RS","Picada Café",4314423,"city",32,557.297,0,2,0,0.0625,5742,"True","False"
38,"2020-09-16",96,"RS","Pinhal",4314456,"city",37,1434.66,0,0,0,0.0,2579,"True","False"
38,"2020-09-16",20,"RS","Pinhal da Serra",4314464,"city",1,51.5198,0,0,0,0.0,1941,"True","False"
38,"2020-09-16",42,"RS","Pinhal Grande",4314472,"city",1,22.9885,0,0,0,0.0,4350,"True","False"
38,"2020-09-16",98,"RS","Pinheirinho do Vale",4314498,"city",71,1457.61,0,2,0,0.0282,4871,"True","False"
38,"2020-09-16",107,"RS","Pinheiro Machado",4314506,"city",79,643.794,2,4,0,0.0506,12271,"True","False"
38,"2020-09-16",135,"RS","Pinto Bandeira",4314548,"city",20,666.001,0,2,0,0.1,3003,"True","False"
38,"2020-09-16",75,"RS","Pirapó",4314555,"city",8,347.222,0,1,0,0.125,2304,"True","False"
38,"2020-09-16",175,"RS","Piratini",4314605,"city",34,164.545,0,1,0,0.0294,20663,"True","False"
38,"2020-09-16",132,"RS","Planalto",4314704,"city",78,773.503,5,2,0,0.0256,10084,"True","False"
38,"2020-09-16",137,"RS","Poço das Antas",4314753,"city",78,3717.83,1,0,0,0.0,2098,"True","False"
38,"2020-09-16",145,"RS","Pontão",4314779,"city",31,794.057,-1,1,0,0.0323,3904,"True","False"
38,"2020-09-16",104,"RS","Ponte Preta",4314787,"city",37,2391.73,0,0,0,0.0,1547,"True","False"
38,"2020-09-16",129,"RS","Portão",4314803,"city",391,1054.51,2,10,0,0.0256,37079,"True","False"
38,"2020-09-16",190,"RS","Porto Alegre",4314902,"city",22181,1494.91,248,889,7,0.0401,1483771,"True","False"
38,"2020-09-16",35,"RS","Porto Lucena",4315008,"city",14,299.273,2,0,0,0.0,4678,"True","False"
38,"2020-09-16",120,"RS","Porto Mauá",4315057,"city",7,294.861,0,0,0,0.0,2374,"True","False"
38,"2020-09-16",27,"RS","Porto Vera Cruz",4315073,"city",8,588.235,0,0,0,0.0,1360,"True","False"
38,"2020-09-16",99,"RS","Porto Xavier",4315107,"city",186,1815.34,5,0,0,0.0,10246,"True","False"
38,"2020-09-16",135,"RS","Pouso Novo",4315131,"city",13,793.167,0,3,0,0.2308,1639,"True","False"
38,"2020-09-16",94,"RS","Presidente Lucena",4315149,"city",80,2757.67,0,0,0,0.0,2901,"True","False"
38,"2020-09-16",129,"RS","Progresso",4315156,"city",45,720.692,0,0,0,0.0,6244,"True","False"
38,"2020-09-16",105,"RS","Protásio Alves",4315172,"city",39,2003.08,0,1,0,0.0256,1947,"True","False"
38,"2020-09-16",25,"RS","Putinga",4315206,"city",7,178.617,1,0,0,0.0,3919,"True","False"
38,"2020-09-16",146,"RS","Quaraí",4315305,"city",38,167.497,0,3,0,0.0789,22687,"True","False"
38,"2020-09-16",108,"RS","Quatro Irmãos",4315313,"city",16,865.333,0,1,0,0.0625,1849,"True","False"
38,"2020-09-16",86,"RS","Quevedos",4315321,"city",34,1219.51,3,1,0,0.0294,2788,"True","False"
38,"2020-09-16",93,"RS","Quinze de Novembro",4315354,"city",46,1211.8,6,0,0,0.0,3796,"True","False"
38,"2020-09-16",119,"RS","Redentora",4315404,"city",114,987.098,4,1,0,0.0088,11549,"True","False"
38,"2020-09-16",82,"RS","Relvado",4315453,"city",8,382.775,-1,0,0,0.0,2090,"True","False"
38,"2020-09-16",128,"RS","Restinga Sêca",4315503,"city",86,544.683,8,3,0,0.0349,15789,"True","False"
38,"2020-09-16",120,"RS","Rio dos Índios",4315552,"city",36,1308.14,0,0,0,0.0,2752,"True","False"
38,"2020-09-16",178,"RS","Rio Grande",4315602,"city",3165,1499.96,27,110,1,0.0348,211005,"True","False"
38,"2020-09-16",157,"RS","Rio Pardo",4315701,"city",374,977.139,1,14,0,0.0374,38275,"True","False"
38,"2020-09-16",76,"RS","Riozinho",4315750,"city",67,1439.93,3,0,0,0.0,4653,"True","False"
38,"2020-09-16",139,"RS","Roca Sales",4315800,"city",156,1369.26,5,7,0,0.0449,11393,"True","False"
38,"2020-09-16",89,"RS","Rodeio Bonito",4315909,"city",32,545.424,0,0,0,0.0,5867,"True","False"
38,"2020-09-16",31,"RS","Rolador",4315958,"city",5,215.239,0,0,0,0.0,2323,"True","False"
38,"2020-09-16",175,"RS","Rolante",4316006,"city",492,2304.56,1,5,0,0.0102,21349,"True","False"
38,"2020-09-16",125,"RS","Ronda Alta",4316105,"city",151,1424.39,4,3,0,0.0199,10601,"True","False"
38,"2020-09-16",107,"RS","Rondinha",4316204,"city",37,721.248,0,0,0,0.0,5130,"True","False"
38,"2020-09-16",100,"RS","Roque Gonzales",4316303,"city",40,584.197,0,1,0,0.025,6847,"True","False"
38,"2020-09-16",149,"RS","Rosário do Sul",4316402,"city",277,702.653,2,2,0,0.0072,39422,"True","False"
38,"2020-09-16",100,"RS","Sagrada Família",4316428,"city",54,2069.76,0,1,0,0.0185,2609,"True","False"
38,"2020-09-16",141,"RS","Saldanha Marinho",4316436,"city",43,1622.64,0,4,0,0.093,2650,"True","False"
38,"2020-09-16",120,"RS","Salto do Jacuí",4316451,"city",89,714.917,0,0,0,0.0,12449,"True","False"
38,"2020-09-16",52,"RS","Salvador das Missões",4316477,"city",17,622.027,0,0,0,0.0,2733,"True","False"
38,"2020-09-16",146,"RS","Salvador do Sul",4316501,"city",60,769.329,1,0,0,0.0,7799,"True","False"
38,"2020-09-16",165,"RS","Sananduva",4316600,"city",376,2311.0,2,5,0,0.0133,16270,"True","False"
38,"2020-09-16",144,"RS","Santa Bárbara do Sul",4316709,"city",85,1063.3,0,1,0,0.0118,7994,"True","False"
38,"2020-09-16",112,"RS","Santa Cecília do Sul",4316733,"city",124,7565.59,0,0,0,0.0,1639,"True","False"
38,"2020-09-16",147,"RS","Santa Clara do Sul",4316758,"city",51,772.376,0,0,0,0.0,6603,"True","False"
38,"2020-09-16",165,"RS","Santa Cruz do Sul",4316808,"city",1058,811.25,42,8,0,0.0076,130416,"True","False"
38,"2020-09-16",82,"RS","Santa Margarida do Sul",4316972,"city",21,819.672,0,0,0,0.0,2562,"True","False"
38,"2020-09-16",179,"RS","Santa Maria",4316907,"city",3312,1173.96,106,49,0,0.0148,282123,"True","False"
38,"2020-09-16",96,"RS","Santa Maria do Herval",4316956,"city",74,1168.85,0,3,0,0.0405,6331,"True","False"
38,"2020-09-16",54,"RS","Santana da Boa Vista",4317004,"city",16,197.58,0,1,0,0.0625,8098,"True","False"
38,"2020-09-16",181,"RS","Sant'Ana do Livramento",4317103,"city",487,632.246,1,4,0,0.0082,77027,"True","False"
38,"2020-09-16",174,"RS","Santa Rosa",4317202,"city",1292,1763.73,12,26,0,0.0201,73254,"True","False"
38,"2020-09-16",135,"RS","Santa Tereza",4317251,"city",26,1503.76,2,2,0,0.0769,1729,"True","False"
38,"2020-09-16",111,"RS","Santa Vitória do Palmar",4317301,"city",116,390.888,0,3,0,0.0259,29676,"True","False"
38,"2020-09-16",178,"RS","Santiago",4317400,"city",369,746.586,1,5,0,0.0136,49425,"True","False"
38,"2020-09-16",142,"RS","Santo Ângelo",4317509,"city",723,931.785,3,23,0,0.0318,77593,"True","False"
38,"2020-09-16",179,"RS","Santo Antônio da Patrulha",4317608,"city",494,1151.68,7,30,0,0.0607,42894,"True","False"
38,"2020-09-16",84,"RS","Santo Antônio das Missões",4317707,"city",41,402.948,0,4,0,0.0976,10175,"True","False"
38,"2020-09-16",119,"RS","Santo Antônio do Palma",4317558,"city",35,1644.74,2,0,0,0.0,2128,"True","False"
38,"2020-09-16",64,"RS","Santo Antônio do Planalto",4317756,"city",26,1287.77,0,0,0,0.0,2019,"True","False"
38,"2020-09-16",106,"RS","Santo Augusto",4317806,"city",57,410.515,3,2,0,0.0351,13885,"True","False"
38,"2020-09-16",157,"RS","Santo Cristo",4317905,"city",81,568.142,1,0,0,0.0,14257,"True","False"
