"city";"city_ibge_code";"date";"epidemiological_week";"estimated_population";"estimated_population_2019";"is_last";"is_repeated";"last_available_confirmed";"last_available_confirmed_per_100k_inhabitants";"last_available_date";"last_available_death_rate";"last_available_deaths";"order_for_place";"place_type";"state";"new_confirmed";"new_deaths"
"Wagner";2933406.0;"2021-04-12";202115;9344.0;9345.0;"False";"True";369;3949.0582200000003;"2021-04-10";0.0136;5;309;"city";"BA";0;0
"Wanderley";2933455.0;"2021-04-12";202115;12180.0;12238.0;"False";"True";299;2454.8440100000003;"2021-04-10";0.0167;5;315;"city";"BA";0;0
"Wenceslau Guimarães";2933505.0;"2021-04-12";202115;20978.0;21101.0;"False";"True";1400;6673.65812;"2021-04-10";0.0129;18;328;"city";"BA";0;0
"Xique-Xique";2933604.0;"2021-04-12";202115;46523.0;46483.0;"False";"True";1525;3277.94854;"2021-04-10";0.0203;31;326;"city";"BA";0;0
"Água Fria";2900405.0;"2021-04-12";202115;17033.0;16970.0;"False";"True";145;851.2886699999999;"2021-04-10";0.0483;7;357;"city";"BA";0;0
"Érico Cardoso";2900504.0;"2021-04-12";202115;10560.0;10610.0;"False";"True";216;2045.45455;"2021-04-10";0.0093;2;309;"city";"BA";0;0
"";29.0;"2021-04-12";202115;14930634.0;14873064.0;"True";"False";840976;5632.55385;"2021-04-12";0.0198;16611;403;"state";"BA";1581;95
"Abaiara";2300101.0;"2021-04-12";202115;11853.0;11737.0;"False";"True";335;2826.2887;"2021-04-10";0.0209;7;351;"city";"CE";0;0
"Acarape";2300150.0;"2021-04-12";202115;15036.0;14929.0;"False";"True";2273;15117.05241;"2021-04-10";0.0079;18;360;"city";"CE";0;0
"Acaraú";2300200.0;"2021-04-12";202115;63104.0;62641.0;"False";"True";4122;6532.0740399999995;"2021-04-10";0.0213;88;361;"city";"CE";0;0
"Acopiara";2300309.0;"2021-04-12";202115;54481.0;54270.0;"False";"True";2223;4080.32158;"2021-04-10";0.0423;94;365;"city";"CE";0;0
"Aiuaba";2300408.0;"2021-04-12";202115;17493.0;17399.0;"False";"True";315;1800.7202899999997;"2021-04-10";0.0286;9;344;"city";"CE";0;0
"Alcântaras";2300507.0;"2021-04-12";202115;11781.0;11714.0;"False";"True";1030;8742.8911;"2021-04-10";0.0107;11;359;"city";"CE";0;0
"Altaneira";2300606.0;"2021-04-12";202115;7650.0;7586.0;"False";"True";309;4039.21569;"2021-04-10";0.0324;10;318;"city";"CE";0;0
"Alto Santo";2300705.0;"2021-04-12";202115;17196.0;17146.0;"False";"True";735;4274.24983;"2021-04-10";0.0231;17;355;"city";"CE";0;0
"Amontada";2300754.0;"2021-04-12";202115;43829.0;43452.0;"False";"True";1668;3805.6994200000004;"2021-04-10";0.018000000000000002;30;372;"city";"CE";0;0
"Antonina do Norte";2300804.0;"2021-04-12";202115;7378.0;7353.0;"False";"True";198;2683.65411;"2021-04-10";0.0455;9;348;"city";"CE";0;0
"Apuiarés";2300903.0;"2021-04-12";202115;14672.0;14600.0;"False";"True";719;4900.4907299999995;"2021-04-10";0.0181;13;356;"city";"CE";0;0
"Aquiraz";2301000.0;"2021-04-12";202115;80935.0;80271.0;"False";"True";4080;5041.08235;"2021-04-10";0.0159;65;393;"city";"CE";0;0
"Aracati";2301109.0;"2021-04-12";202115;74975.0;74547.0;"False";"True";4327;5771.25709;"2021-04-10";0.0208;90;373;"city";"CE";0;0
"Aracoiaba";2301208.0;"2021-04-12";202115;26535.0;26469.0;"False";"True";1835;6915.394759999999;"2021-04-10";0.012;22;363;"city";"CE";0;0
"Ararendá";2301257.0;"2021-04-12";202115;10959.0;10935.0;"False";"True";589;5374.57797;"2021-04-10";0.0204;12;356;"city";"CE";0;0
"Araripe";2301307.0;"2021-04-12";202115;21654.0;21600.0;"False";"True";648;2992.5187;"2021-04-10";0.0139;9;359;"city";"CE";0;0
"Aratuba";2301406.0;"2021-04-12";202115;11802.0;11847.0;"False";"True";778;6592.103029999999;"2021-04-10";0.0064;5;344;"city";"CE";0;0
"Arneiroz";2301505.0;"2021-04-12";202115;7844.0;7840.0;"False";"True";226;2881.18307;"2021-04-10";0.0442;10;357;"city";"CE";0;0
"Assaré";2301604.0;"2021-04-12";202115;23478.0;23417.0;"False";"True";1095;4663.94071;"2021-04-10";0.0219;24;344;"city";"CE";0;0
"Aurora";2301703.0;"2021-04-12";202115;24610.0;24654.0;"False";"True";1122;4559.12231;"2021-04-10";0.0223;25;345;"city";"CE";0;0
"Baixio";2301802.0;"2021-04-12";202115;6303.0;6288.0;"False";"True";281;4458.19451;"2021-04-10";0.0285;8;328;"city";"CE";0;0
"Banabuiú";2301851.0;"2021-04-12";202115;18256.0;18197.0;"False";"True";894;4897.02016;"2021-04-10";0.0078;7;359;"city";"CE";0;0
"Barbalha";2301901.0;"2021-04-12";202115;61228.0;60781.0;"False";"True";3361;5489.31861;"2021-04-10";0.0187;63;357;"city";"CE";0;0
"Barreira";2301950.0;"2021-04-12";202115;22573.0;22425.0;"False";"True";859;3805.4312700000005;"2021-04-10";0.0326;28;364;"city";"CE";0;0
"Barro";2302008.0;"2021-04-12";202115;22758.0;22680.0;"False";"True";630;2768.2573199999997;"2021-04-10";0.0238;15;341;"city";"CE";0;0
"Barroquinha";2302057.0;"2021-04-12";202115;15044.0;15017.0;"False";"True";913;6068.86466;"2021-04-10";0.0252;23;367;"city";"CE";0;0
"Baturité";2302107.0;"2021-04-12";202115;35941.0;35750.0;"False";"True";1770;4924.73776;"2021-04-10";0.0277;49;363;"city";"CE";0;0
"Beberibe";2302206.0;"2021-04-12";202115;53949.0;53573.0;"False";"True";2681;4969.50824;"2021-04-10";0.0239;64;379;"city";"CE";0;0
"Bela Cruz";2302305.0;"2021-04-12";202115;32722.0;32591.0;"False";"True";2330;7120.59165;"2021-04-10";0.0193;45;361;"city";"CE";0;0
"Boa Viagem";2302404.0;"2021-04-12";202115;54577.0;54470.0;"False";"True";2333;4274.69447;"2021-04-10";0.0253;59;354;"city";"CE";0;0
"Brejo Santo";2302503.0;"2021-04-12";202115;49842.0;49477.0;"False";"True";5872;11781.22868;"2021-04-10";0.0145;85;354;"city";"CE";0;0
"Camocim";2302602.0;"2021-04-12";202115;63907.0;63661.0;"False";"True";3790;5930.49275;"2021-04-10";0.0309;117;363;"city";"CE";0;0
"Campos Sales";2302701.0;"2021-04-12";202115;27470.0;27426.0;"False";"True";1433;5216.599929999999;"2021-04-10";0.0161;23;354;"city";"CE";0;0
"Canindé";2302800.0;"2021-04-12";202115;77244.0;76997.0;"False";"True";3314;4290.30086;"2021-04-10";0.0359;119;375;"city";"CE";0;0
"Capistrano";2302909.0;"2021-04-12";202115;17786.0;17738.0;"False";"True";1205;6774.99157;"2021-04-10";0.0183;22;364;"city";"CE";0;0
"Caridade";2303006.0;"2021-04-12";202115;22782.0;22547.0;"False";"True";877;3849.5303299999996;"2021-04-10";0.0388;34;363;"city";"CE";0;0
"Caririaçu";2303204.0;"2021-04-12";202115;26987.0;26965.0;"False";"True";967;3583.20673;"2021-04-10";0.0248;24;352;"city";"CE";0;0
"Cariré";2303105.0;"2021-04-12";202115;18459.0;18448.0;"False";"True";1693;9171.67777;"2021-04-10";0.0165;28;354;"city";"CE";0;0
"Cariús";2303303.0;"2021-04-12";202115;18699.0;18699.0;"False";"True";1124;6011.01663;"2021-04-10";0.0125;14;373;"city";"CE";0;0
"Carnaubal";2303402.0;"2021-04-12";202115;17685.0;17606.0;"False";"True";1103;6236.92395;"2021-04-10";0.0091;10;355;"city";"CE";0;0
"Cascavel";2303501.0;"2021-04-12";202115;72232.0;71743.0;"False";"True";3535;4893.95282;"2021-04-10";0.0308;109;371;"city";"CE";0;0
"Catarina";2303600.0;"2021-04-12";202115;20871.0;20698.0;"False";"True";609;2917.9243899999997;"2021-04-10";0.0197;12;372;"city";"CE";0;0
"Catunda";2303659.0;"2021-04-12";202115;10376.0;10342.0;"False";"True";797;7681.187359999999;"2021-04-10";0.0138;11;341;"city";"CE";0;0
"Caucaia";2303709.0;"2021-04-12";202115;365212.0;361400.0;"False";"True";16982;4649.90197;"2021-04-10";0.0366;622;381;"city";"CE";0;0
"Cedro";2303808.0;"2021-04-12";202115;25585.0;25557.0;"False";"True";2112;8254.83682;"2021-04-10";0.0123;26;344;"city";"CE";0;0
"Chaval";2303907.0;"2021-04-12";202115;13091.0;13069.0;"False";"True";1031;7875.63975;"2021-04-10";0.0155;16;344;"city";"CE";0;0
"Chorozinho";2303956.0;"2021-04-12";202115;20274.0;20264.0;"False";"True";1394;6875.80152;"2021-04-10";0.0158;22;361;"city";"CE";0;0
"Choró";2303931.0;"2021-04-12";202115;13565.0;13521.0;"False";"True";524;3862.8824200000004;"2021-04-10";0.0172;9;353;"city";"CE";0;0
"Coreaú";2304004.0;"2021-04-12";202115;23239.0;23136.0;"False";"True";1923;8274.882740000001;"2021-04-10";0.0192;37;360;"city";"CE";0;0
"Crateús";2304103.0;"2021-04-12";202115;75159.0;75074.0;"False";"True";7863;10461.820940000001;"2021-04-10";0.0191;150;372;"city";"CE";0;0
"Crato";2304202.0;"2021-04-12";202115;133031.0;132123.0;"False";"True";11465;8618.29198;"2021-04-10";0.0123;141;368;"city";"CE";0;0
"Croatá";2304236.0;"2021-04-12";202115;18133.0;18063.0;"False";"True";576;3176.52898;"2021-04-10";0.0122;7;372;"city";"CE";0;0
"Cruz";2304251.0;"2021-04-12";202115;24977.0;24827.0;"False";"True";2118;8479.80142;"2021-04-10";0.0118;25;349;"city";"CE";0;0
"Deputado Irapuan Pinheiro";2304269.0;"2021-04-12";202115;9662.0;9625.0;"False";"True";493;5102.46326;"2021-04-10";0.0162;8;353;"city";"CE";0;0
"Ereré";2304277.0;"2021-04-12";202115;7225.0;7198.0;"False";"True";572;7916.95502;"2021-04-10";0.0175;10;355;"city";"CE";0;0
"Eusébio";2304285.0;"2021-04-12";202115;54337.0;53618.0;"False";"True";6470;11907.17191;"2021-04-10";0.015;97;377;"city";"CE";0;0
"Farias Brito";2304301.0;"2021-04-12";202115;19389.0;19450.0;"False";"True";1594;8221.15633;"2021-04-10";0.0194;31;375;"city";"CE";0;0
"Forquilha";2304350.0;"2021-04-12";202115;24452.0;24218.0;"False";"True";997;4077.3760799999995;"2021-04-10";0.0401;40;367;"city";"CE";0;0
"Fortaleza";2304400.0;"2021-04-12";202115;2686612.0;2669342.0;"False";"True";179148;6668.17538;"2021-04-10";0.0372;6673;393;"city";"CE";0;0
"Fortim";2304459.0;"2021-04-12";202115;16631.0;16480.0;"False";"True";1069;6427.7554;"2021-04-10";0.015;16;389;"city";"CE";0;0
"Frecheirinha";2304509.0;"2021-04-12";202115;14134.0;14072.0;"False";"True";2233;15798.783080000001;"2021-04-10";0.0099;22;351;"city";"CE";0;0
"General Sampaio";2304608.0;"2021-04-12";202115;7694.0;7618.0;"False";"True";355;4613.98492;"2021-04-10";0.0394;14;349;"city";"CE";0;0
"Granja";2304707.0;"2021-04-12";202115;54962.0;54748.0;"False";"True";2157;3924.5296799999996;"2021-04-10";0.0264;57;363;"city";"CE";0;0
"Granjeiro";2304806.0;"2021-04-12";202115;4814.0;4844.0;"False";"True";296;6148.73286;"2021-04-10";0.0068;2;300;"city";"CE";0;0
"Graça";2304657.0;"2021-04-12";202115;14407.0;14399.0;"False";"True";777;5393.21163;"2021-04-10";0.0245;19;365;"city";"CE";0;0
"Groaíras";2304905.0;"2021-04-12";202115;11144.0;11068.0;"False";"True";1174;10534.81694;"2021-04-10";0.0179;21;360;"city";"CE";0;0
"Guaiúba";2304954.0;"2021-04-12";202115;26290.0;26064.0;"False";"True";841;3198.93496;"2021-04-10";0.044000000000000004;37;361;"city";"CE";0;0
"Guaraciaba do Norte";2305001.0;"2021-04-12";202115;40784.0;40642.0;"False";"True";1566;3839.7410700000005;"2021-04-10";0.0204;32;372;"city";"CE";0;0
"Guaramiranga";2305100.0;"2021-04-12";202115;5132.0;5193.0;"False";"True";446;8690.56898;"2021-04-10";0.0045;2;348;"city";"CE";0;0
"Hidrolândia";2305209.0;"2021-04-12";202115;20053.0;19978.0;"False";"True";1623;8093.552090000001;"2021-04-10";0.0092;15;359;"city";"CE";0;0
"Horizonte";2305233.0;"2021-04-12";202115;68529.0;67337.0;"False";"True";5350;7806.91386;"2021-04-10";0.0194;104;374;"city";"CE";0;0
"Ibaretama";2305266.0;"2021-04-12";202115;13369.0;13353.0;"False";"True";396;2962.07645;"2021-04-10";0.0303;12;361;"city";"CE";0;0
"Ibiapina";2305308.0;"2021-04-12";202115;25082.0;24997.0;"False";"True";1096;4369.66749;"2021-04-10";0.0228;25;348;"city";"CE";0;0
"Ibicuitinga";2305332.0;"2021-04-12";202115;12629.0;12525.0;"False";"True";922;7300.65722;"2021-04-10";0.013000000000000001;12;359;"city";"CE";0;0
"Icapuí";2305357.0;"2021-04-12";202115;20060.0;19934.0;"False";"True";1446;7208.374879999999;"2021-04-10";0.0145;21;370;"city";"CE";0;0
"Icó";2305407.0;"2021-04-12";202115;68162.0;68018.0;"False";"True";4011;5884.510429999999;"2021-04-10";0.016;64;376;"city";"CE";0;0
"Iguatu";2305506.0;"2021-04-12";202115;103074.0;102498.0;"False";"True";6376;6185.84706;"2021-04-10";0.0216;138;373;"city";"CE";0;0
"Independência";2305605.0;"2021-04-12";202115;26187.0;26178.0;"False";"True";892;3406.27029;"2021-04-10";0.0258;23;368;"city";"CE";0;0
"Ipaporanga";2305654.0;"2021-04-12";202115;11596.0;11593.0;"False";"True";604;5208.69265;"2021-04-10";0.0083;5;375;"city";"CE";0;0
"Ipaumirim";2305704.0;"2021-04-12";202115;12485.0;12463.0;"False";"True";438;3508.20985;"2021-04-10";0.0251;11;356;"city";"CE";0;0
"Ipu";2305803.0;"2021-04-12";202115;42058.0;41964.0;"False";"True";3348;7960.435590000001;"2021-04-10";0.013999999999999999;47;351;"city";"CE";0;0
"Ipueiras";2305902.0;"2021-04-12";202115;38114.0;38166.0;"False";"True";1826;4790.89049;"2021-04-10";0.0203;37;373;"city";"CE";0;0
"Iracema";2306009.0;"2021-04-12";202115;14326.0;14297.0;"False";"True";1522;10624.04021;"2021-04-10";0.0131;20;355;"city";"CE";0;0
"Irauçuba";2306108.0;"2021-04-12";202115;24305.0;24156.0;"False";"True";560;2304.0526600000003;"2021-04-10";0.0536;30;352;"city";"CE";0;0
"Itaitinga";2306256.0;"2021-04-12";202115;38325.0;37980.0;"False";"True";3077;8028.70189;"2021-04-10";0.0159;49;380;"city";"CE";0;0
"Itaiçaba";2306207.0;"2021-04-12";202115;7866.0;7827.0;"False";"True";644;8187.1345;"2021-04-10";0.0171;11;370;"city";"CE";0;0
"Itapajé";2306306.0;"2021-04-12";202115;53067.0;52675.0;"False";"True";1826;3440.93316;"2021-04-10";0.0526;96;376;"city";"CE";0;0
"Itapipoca";2306405.0;"2021-04-12";202115;130539.0;129358.0;"False";"True";6479;4963.26768;"2021-04-10";0.0267;173;376;"city";"CE";0;0
"Itapiúna";2306504.0;"2021-04-12";202115;20520.0;20382.0;"False";"True";1128;5497.07602;"2021-04-10";0.0177;20;361;"city";"CE";0;0
"Itarema";2306553.0;"2021-04-12";202115;42215.0;41826.0;"False";"True";2626;6220.53772;"2021-04-10";0.0118;31;367;"city";"CE";0;0
"Itatira";2306603.0;"2021-04-12";202115;21836.0;21647.0;"False";"True";1452;6649.56952;"2021-04-10";0.0193;28;356;"city";"CE";0;0
"Jaguaretama";2306702.0;"2021-04-12";202115;18147.0;18162.0;"False";"True";1382;7615.58384;"2021-04-10";0.021;29;358;"city";"CE";0;0
"Jaguaribara";2306801.0;"2021-04-12";202115;11492.0;11401.0;"False";"True";619;5386.355729999999;"2021-04-10";0.0194;12;352;"city";"CE";0;0
"Jaguaribe";2306900.0;"2021-04-12";202115;34636.0;34682.0;"False";"True";2654;7662.547640000001;"2021-04-10";0.0196;52;376;"city";"CE";0;0
"Jaguaruana";2307007.0;"2021-04-12";202115;33834.0;33705.0;"False";"True";1995;5896.4355399999995;"2021-04-10";0.0241;48;360;"city";"CE";0;0
"Jardim";2307106.0;"2021-04-12";202115;27181.0;27174.0;"False";"True";671;2468.63618;"2021-04-10";0.0358;24;359;"city";"CE";0;0
"Jati";2307205.0;"2021-04-12";202115;8130.0;8111.0;"False";"True";374;4600.246;"2021-04-10";0.0107;4;330;"city";"CE";0;0
"Jijoca de Jericoacoara";2307254.0;"2021-04-12";202115;20087.0;19816.0;"False";"True";1762;8771.84249;"2021-04-10";0.0096;17;341;"city";"CE";0;0
"Juazeiro do Norte";2307304.0;"2021-04-12";202115;276264.0;274207.0;"False";"True";19589;7090.68138;"2021-04-10";0.0205;401;389;"city";"CE";0;0
"Jucás";2307403.0;"2021-04-12";202115;24892.0;24833.0;"False";"True";826;3318.33521;"2021-04-10";0.0351;29;363;"city";"CE";0;0
"Lavras da Mangabeira";2307502.0;"2021-04-12";202115;31492.0;31508.0;"False";"True";1570;4985.393120000001;"2021-04-10";0.0191;30;372;"city";"CE";0;0
"Limoeiro do Norte";2307601.0;"2021-04-12";202115;59890.0;59540.0;"False";"True";3548;5924.19436;"2021-04-10";0.0144;51;373;"city";"CE";0;0
"Madalena";2307635.0;"2021-04-12";202115;19864.0;19691.0;"False";"True";816;4107.93395;"2021-04-10";0.0343;28;350;"city";"CE";0;0
"Maracanaú";2307650.0;"2021-04-12";202115;229458.0;227886.0;"False";"True";15995;6970.7746099999995;"2021-04-10";0.0298;477;380;"city";"CE";0;0
"Maranguape";2307700.0;"2021-04-12";202115;130346.0;128978.0;"False";"True";9185;7046.62974;"2021-04-10";0.0193;177;382;"city";"CE";0;0
"Marco";2307809.0;"2021-04-12";202115;27595.0;27361.0;"False";"True";1044;3783.2940799999997;"2021-04-10";0.023;24;353;"city";"CE";0;0
"Martinópole";2307908.0;"2021-04-12";202115;11321.0;11233.0;"False";"True";683;6033.03595;"2021-04-10";0.0205;14;352;"city";"CE";0;0
"Massapê";2308005.0;"2021-04-12";202115;39044.0;38737.0;"False";"True";1543;3951.9516399999998;"2021-04-10";0.046;71;363;"city";"CE";0;0
"Mauriti";2308104.0;"2021-04-12";202115;48168.0;47962.0;"False";"True";2118;4397.1101100000005;"2021-04-10";0.0246;52;385;"city";"CE";0;0
"Meruoca";2308203.0;"2021-04-12";202115;15185.0;15057.0;"False";"True";1292;8508.39644;"2021-04-10";0.0232;30;349;"city";"CE";0;0
"Milagres";2308302.0;"2021-04-12";202115;27462.0;27512.0;"False";"True";1616;5884.49494;"2021-04-10";0.0266;43;359;"city";"CE";0;0
"Milhã";2308351.0;"2021-04-12";202115;13142.0;13155.0;"False";"True";607;4618.77949;"2021-04-10";0.0264;16;348;"city";"CE";0;0
"Miraíma";2308377.0;"2021-04-12";202115;13894.0;13818.0;"False";"True";712;5124.51418;"2021-04-10";0.0169;12;352;"city";"CE";0;0
"Missão Velha";2308401.0;"2021-04-12";202115;35480.0;35393.0;"False";"True";1386;3906.42616;"2021-04-10";0.0137;19;351;"city";"CE";0;0
"Mombaça";2308500.0;"2021-04-12";202115;43858.0;43797.0;"False";"True";2765;6304.43705;"2021-04-10";0.0297;82;370;"city";"CE";0;0
"Monsenhor Tabosa";2308609.0;"2021-04-12";202115;17249.0;17234.0;"False";"True";1148;6655.45829;"2021-04-10";0.02;23;348;"city";"CE";0;0
"Morada Nova";2308708.0;"2021-04-12";202115;61738.0;61890.0;"False";"True";5604;9077.06761;"2021-04-10";0.0152;85;353;"city";"CE";0;0
"Moraújo";2308807.0;"2021-04-12";202115;8779.0;8724.0;"False";"True";1309;14910.582069999999;"2021-04-10";0.0138;18;345;"city";"CE";0;0
"Morrinhos";2308906.0;"2021-04-12";202115;22685.0;22534.0;"False";"True";926;4081.99251;"2021-04-10";0.0184;17;344;"city";"CE";0;0
"Mucambo";2309003.0;"2021-04-12";202115;14549.0;14537.0;"False";"True";812;5581.1396;"2021-04-10";0.0172;14;348;"city";"CE";0;0
"Mulungu";2309102.0;"2021-04-12";202115;10941.0;10823.0;"False";"True";511;4670.50544;"2021-04-10";0.0235;12;363;"city";"CE";0;0
"Nova Olinda";2309201.0;"2021-04-12";202115;15684.0;15565.0;"False";"True";610;3889.31395;"2021-04-10";0.0164;10;354;"city";"CE";0;0
"Nova Russas";2309300.0;"2021-04-12";202115;32408.0;32328.0;"False";"True";1725;5322.7598100000005;"2021-04-10";0.0191;33;344;"city";"CE";0;0
"Novo Oriente";2309409.0;"2021-04-12";202115;28673.0;28607.0;"False";"True";843;2940.04813;"2021-04-10";0.0202;17;373;"city";"CE";0;0
"Ocara";2309458.0;"2021-04-12";202115;25833.0;25703.0;"False";"True";1030;3987.1482200000005;"2021-04-10";0.0233;24;357;"city";"CE";0;0
"Orós";2309508.0;"2021-04-12";202115;21384.0;21427.0;"False";"True";1765;8253.834640000001;"2021-04-10";0.0306;54;361;"city";"CE";0;0
"Pacajus";2309607.0;"2021-04-12";202115;73188.0;72203.0;"False";"True";3990;5451.7134;"2021-04-10";0.0206;82;366;"city";"CE";0;0
"Pacatuba";2309706.0;"2021-04-12";202115;84554.0;83432.0;"False";"True";4587;5424.9355399999995;"2021-04-10";0.031;142;373;"city";"CE";0;0
"Pacoti";2309805.0;"2021-04-12";202115;12288.0;12261.0;"False";"True";670;5452.47396;"2021-04-10";0.0149;10;355;"city";"CE";0;0
"Pacujá";2309904.0;"2021-04-12";202115;6549.0;6533.0;"False";"True";509;7772.178959999999;"2021-04-10";0.0157;8;334;"city";"CE";0;0
"Palhano";2310001.0;"2021-04-12";202115;9422.0;9386.0;"False";"True";746;7917.63957;"2021-04-10";0.0201;15;337;"city";"CE";0;0
"Palmácia";2310100.0;"2021-04-12";202115;13439.0;13322.0;"False";"True";572;4256.26907;"2021-04-10";0.021;12;337;"city";"CE";0;0
"Paracuru";2310209.0;"2021-04-12";202115;35304.0;35076.0;"False";"True";2062;5840.69794;"2021-04-10";0.0306;63;364;"city";"CE";0;0
"Paraipaba";2310258.0;"2021-04-12";202115;32992.0;32744.0;"False";"True";1672;5067.89525;"2021-04-10";0.0293;49;353;"city";"CE";0;0
"Parambu";2310308.0;"2021-04-12";202115;31455.0;31521.0;"False";"True";945;3004.29185;"2021-04-10";0.0444;42;344;"city";"CE";0;0
"Paramoti";2310407.0;"2021-04-12";202115;12252.0;12226.0;"False";"True";442;3607.5742700000005;"2021-04-10";0.0136;6;341;"city";"CE";0;0
"Pedra Branca";2310506.0;"2021-04-12";202115;43309.0;43258.0;"False";"True";532;1228.38209;"2021-04-10";0.0808;43;373;"city";"CE";0;0
"Penaforte";2310605.0;"2021-04-12";202115;9143.0;9077.0;"False";"True";324;3543.6946299999995;"2021-04-10";0.0154;5;330;"city";"CE";0;0
"Pentecoste";2310704.0;"2021-04-12";202115;37900.0;37751.0;"False";"True";2383;6287.59894;"2021-04-10";0.0281;67;358;"city";"CE";0;0
"Pereiro";2310803.0;"2021-04-12";202115;16331.0;16307.0;"False";"True";1041;6374.38001;"2021-04-10";0.0115;12;359;"city";"CE";0;0
"Pindoretama";2310852.0;"2021-04-12";202115;20769.0;20567.0;"False";"True";1163;5599.69185;"2021-04-10";0.0292;34;373;"city";"CE";0;0
"Piquet Carneiro";2310902.0;"2021-04-12";202115;17086.0;16959.0;"False";"True";1152;6742.36217;"2021-04-10";0.0139;16;330;"city";"CE";0;0
"Pires Ferreira";2310951.0;"2021-04-12";202115;11001.0;10951.0;"False";"True";719;6535.76948;"2021-04-10";0.006999999999999999;5;338;"city";"CE";0;0
"Poranga";2311009.0;"2021-04-12";202115;12347.0;12336.0;"False";"True";333;2697.01142;"2021-04-10";0.021;7;348;"city";"CE";0;0
"Porteiras";2311108.0;"2021-04-12";202115;14958.0;14996.0;"False";"True";1009;6745.55422;"2021-04-10";0.0188;19;362;"city";"CE";0;0
"Potengi";2311207.0;"2021-04-12";202115;11106.0;11045.0;"False";"True";288;2593.19287;"2021-04-10";0.0104;3;338;"city";"CE";0;0
"Potiretama";2311231.0;"2021-04-12";202115;6437.0;6419.0;"False";"True";353;5483.92108;"2021-04-10";0.0113;4;359;"city";"CE";0;0
"Quiterianópolis";2311264.0;"2021-04-12";202115;21166.0;21084.0;"False";"True";958;4526.12681;"2021-04-10";0.0251;24;363;"city";"CE";0;0
"Quixadá";2311306.0;"2021-04-12";202115;88321.0;87728.0;"False";"True";5480;6204.6398899999995;"2021-04-10";0.019;104;381;"city";"CE";0;0
"Quixelô";2311355.0;"2021-04-12";202115;16147.0;16178.0;"False";"True";1417;8775.62395;"2021-04-10";0.0176;25;354;"city";"CE";0;0
"Quixeramobim";2311405.0;"2021-04-12";202115;81778.0;81082.0;"False";"True";4494;5495.3655;"2021-04-10";0.0307;138;373;"city";"CE";0;0
"Quixeré";2311504.0;"2021-04-12";202115;22293.0;22149.0;"False";"True";1783;7998.026290000001;"2021-04-10";0.0107;19;368;"city";"CE";0;0
"Redenção";2311603.0;"2021-04-12";202115;29146.0;29053.0;"False";"True";2794;9586.221090000001;"2021-04-10";0.0193;54;363;"city";"CE";0;0
"Reriutaba";2311702.0;"2021-04-12";202115;18385.0;18491.0;"False";"True";1535;8349.19772;"2021-04-10";0.015;23;362;"city";"CE";0;0
"Russas";2311801.0;"2021-04-12";202115;78882.0;78194.0;"False";"True";7052;8939.9356;"2021-04-10";0.0174;123;368;"city";"CE";0;0
"Saboeiro";2311900.0;"2021-04-12";202115;15788.0;15819.0;"False";"True";619;3920.6992700000005;"2021-04-10";0.0162;10;326;"city";"CE";0;0
"Salitre";2311959.0;"2021-04-12";202115;16635.0;16554.0;"False";"True";826;4965.43433;"2021-04-10";0.0157;13;363;"city";"CE";0;0
"Santa Quitéria";2312205.0;"2021-04-12";202115;43711.0;43703.0;"False";"True";3859;8828.44135;"2021-04-10";0.0109;42;378;"city";"CE";0;0
"Santana do Acaraú";2312007.0;"2021-04-12";202115;32654.0;32452.0;"False";"True";1685;5160.16415;"2021-04-10";0.0243;41;372;"city";"CE";0;0
"Santana do Cariri";2312106.0;"2021-04-12";202115;17712.0;17700.0;"False";"True";547;3088.30172;"2021-04-10";0.0293;16;340;"city";"CE";0;0
"Senador Pompeu";2312700.0;"2021-04-12";202115;25456.0;25496.0;"False";"True";1219;4788.65493;"2021-04-10";0.0263;32;372;"city";"CE";0;0
"Senador Sá";2312809.0;"2021-04-12";202115;7691.0;7623.0;"False";"True";678;8815.49863;"2021-04-10";0.0088;6;368;"city";"CE";0;0
"Sobral";2312908.0;"2021-04-12";202115;210711.0;208935.0;"False";"True";19595;9299.467040000001;"2021-04-10";0.0252;493;391;"city";"CE";0;0
"Solonópole";2313005.0;"2021-04-12";202115;18357.0;18324.0;"False";"True";1059;5768.91649;"2021-04-10";0.0189;20;355;"city";"CE";0;0
"São Benedito";2312304.0;"2021-04-12";202115;48131.0;47903.0;"False";"True";2617;5437.244189999999;"2021-04-10";0.0199;52;354;"city";"CE";0;0
"São Gonçalo do Amarante";2312403.0;"2021-04-12";202115;48869.0;48422.0;"False";"True";4984;10198.69447;"2021-04-10";0.0243;121;362;"city";"CE";0;0
"São João do Jaguaribe";2312502.0;"2021-04-12";202115;7601.0;7645.0;"False";"True";430;5657.15037;"2021-04-10";0.0116;5;357;"city";"CE";0;0
"São Luís do Curu";2312601.0;"2021-04-12";202115;13044.0;13000.0;"False";"True";808;6194.41889;"2021-04-10";0.026000000000000002;21;368;"city";"CE";0;0
"Tabuleiro do Norte";2313104.0;"2021-04-12";202115;30807.0;30697.0;"False";"True";3221;10455.41598;"2021-04-10";0.0121;39;368;"city";"CE";0;0
"Tamboril";2313203.0;"2021-04-12";202115;26225.0;26251.0;"False";"True";1291;4922.7836;"2021-04-10";0.0294;38;344;"city";"CE";0;0
