"city";"city_ibge_code";"date";"epidemiological_week";"estimated_population";"estimated_population_2019";"is_last";"is_repeated";"last_available_confirmed";"last_available_confirmed_per_100k_inhabitants";"last_available_date";"last_available_death_rate";"last_available_deaths";"order_for_place";"place_type";"state";"new_confirmed";"new_deaths"
"Dormentes";2605152.0;"2021-04-12";202115;19079.0;18908.0;"False";"True";958;5021.22753;"2021-04-11";0.0052;5;326;"city";"PE";0;0
"Escada";2605202.0;"2021-04-12";202115;69292.0;68875.0;"False";"True";669;965.4794199999999;"2021-04-11";0.1091;73;362;"city";"PE";0;0
"Exu";2605301.0;"2021-04-12";202115;31766.0;31825.0;"False";"True";2269;7142.857140000001;"2021-04-11";0.0137;31;310;"city";"PE";0;0
"Feira Nova";2605400.0;"2021-04-12";202115;22247.0;22131.0;"False";"True";1021;4589.38284;"2021-04-11";0.0313;32;362;"city";"PE";0;0
"Fernando de Noronha";2605459.0;"2021-04-12";202115;3101.0;3061.0;"False";"True";247;7965.17252;"2021-04-11";0.0081;2;382;"city";"PE";0;0
"Ferreiros";2605509.0;"2021-04-12";202115;12170.0;12123.0;"False";"True";424;3483.9769899999997;"2021-04-11";0.0259;11;358;"city";"PE";0;0
"Flores";2605608.0;"2021-04-12";202115;22618.0;22624.0;"False";"True";780;3448.58078;"2021-04-11";0.0346;27;350;"city";"PE";0;0
"Floresta";2605707.0;"2021-04-12";202115;33184.0;32873.0;"False";"True";1409;4246.02218;"2021-04-11";0.0092;13;344;"city";"PE";0;0
"Frei Miguelinho";2605806.0;"2021-04-12";202115;15546.0;15457.0;"False";"True";542;3486.4273799999996;"2021-04-11";0.0277;15;369;"city";"PE";0;0
"Gameleira";2605905.0;"2021-04-12";202115;31318.0;31052.0;"False";"True";336;1072.86544;"2021-04-11";0.0744;25;367;"city";"PE";0;0
"Garanhuns";2606002.0;"2021-04-12";202115;140577.0;139788.0;"False";"True";8153;5799.66851;"2021-04-11";0.0186;152;369;"city";"PE";0;0
"Glória do Goitá";2606101.0;"2021-04-12";202115;30751.0;30604.0;"False";"True";746;2425.93737;"2021-04-11";0.0416;31;366;"city";"PE";0;0
"Goiana";2606200.0;"2021-04-12";202115;80055.0;79758.0;"False";"True";4547;5679.84511;"2021-04-11";0.0251;114;382;"city";"PE";0;0
"Granito";2606309.0;"2021-04-12";202115;7537.0;7486.0;"False";"True";137;1817.69935;"2021-04-11";0.0219;3;352;"city";"PE";0;0
"Gravatá";2606408.0;"2021-04-12";202115;84699.0;84074.0;"False";"True";2258;2665.91105;"2021-04-11";0.0434;98;365;"city";"PE";0;0
"Iati";2606507.0;"2021-04-12";202115;19241.0;19197.0;"False";"True";508;2640.19542;"2021-04-11";0.0177;9;326;"city";"PE";0;0
"Ibimirim";2606606.0;"2021-04-12";202115;29412.0;29235.0;"False";"True";521;1771.3858300000002;"2021-04-11";0.0365;19;354;"city";"PE";0;0
"Ibirajuba";2606705.0;"2021-04-12";202115;7768.0;7762.0;"False";"True";169;2175.59217;"2021-04-11";0.0355;6;348;"city";"PE";0;0
"Igarassu";2606804.0;"2021-04-12";202115;118370.0;117019.0;"False";"True";2096;1770.71893;"2021-04-11";0.0806;169;371;"city";"PE";0;0
"Iguaracy";2606903.0;"2021-04-12";202115;12247.0;12228.0;"False";"True";575;4695.02735;"2021-04-11";0.0278;16;352;"city";"PE";0;0
"Ilha de Itamaracá";2607604.0;"2021-04-12";202115;26672.0;26258.0;"False";"True";636;2384.5231;"2021-04-11";0.0299;19;364;"city";"PE";0;0
"Inajá";2607000.0;"2021-04-12";202115;23645.0;23247.0;"False";"True";293;1239.1626099999999;"2021-04-11";0.0171;5;357;"city";"PE";0;0
"Ingazeira";2607109.0;"2021-04-12";202115;4543.0;4548.0;"False";"True";191;4204.27031;"2021-04-11";0.0052;1;317;"city";"PE";0;0
"Ipojuca";2607208.0;"2021-04-12";202115;97669.0;96204.0;"False";"True";2230;2283.2219;"2021-04-11";0.0543;121;368;"city";"PE";0;0
"Ipubi";2607307.0;"2021-04-12";202115;31187.0;30854.0;"False";"True";728;2334.30596;"2021-04-11";0.0577;42;378;"city";"PE";0;0
"Itacuruba";2607406.0;"2021-04-12";202115;4966.0;4918.0;"False";"True";128;2577.52718;"2021-04-11";0.0234;3;320;"city";"PE";0;0
"Itambé";2607653.0;"2021-04-12";202115;36471.0;36447.0;"False";"True";1080;2961.2568899999997;"2021-04-11";0.038;41;357;"city";"PE";0;0
"Itapetim";2607703.0;"2021-04-12";202115;13553.0;13616.0;"False";"True";838;6183.13289;"2021-04-11";0.0215;18;358;"city";"PE";0;0
"Itapissuma";2607752.0;"2021-04-12";202115;26900.0;26651.0;"False";"True";668;2483.27138;"2021-04-11";0.0539;36;366;"city";"PE";0;0
"Itaquitinga";2607802.0;"2021-04-12";202115;17006.0;16955.0;"False";"True";356;2093.37881;"2021-04-11";0.059000000000000004;21;353;"city";"PE";0;0
"Itaíba";2607505.0;"2021-04-12";202115;26308.0;26349.0;"False";"True";555;2109.62445;"2021-04-11";0.018000000000000002;10;339;"city";"PE";0;0
"Jaboatão dos Guararapes";2607901.0;"2021-04-12";202115;706867.0;702298.0;"False";"True";22883;3237.24265;"2021-04-11";0.0515;1178;392;"city";"PE";0;0
"Jaqueira";2607950.0;"2021-04-12";202115;11644.0;11656.0;"False";"True";280;2404.67193;"2021-04-11";0.0429;12;351;"city";"PE";0;0
"Jataúba";2608008.0;"2021-04-12";202115;17228.0;17150.0;"False";"True";636;3691.6647299999995;"2021-04-11";0.0189;12;357;"city";"PE";0;0
"Jatobá";2608057.0;"2021-04-12";202115;14850.0;14796.0;"False";"True";371;2498.3165;"2021-04-11";0.0135;5;359;"city";"PE";0;0
"Joaquim Nabuco";2608206.0;"2021-04-12";202115;16011.0;16023.0;"False";"True";343;2142.27718;"2021-04-11";0.0641;22;346;"city";"PE";0;0
"João Alfredo";2608107.0;"2021-04-12";202115;33328.0;33822.0;"False";"True";445;1335.21363;"2021-04-11";0.0652;29;369;"city";"PE";0;0
"Jucati";2608255.0;"2021-04-12";202115;11485.0;11424.0;"False";"True";410;3569.87375;"2021-04-11";0.0122;5;356;"city";"PE";0;0
"Jupi";2608305.0;"2021-04-12";202115;14922.0;14836.0;"False";"True";697;4670.95564;"2021-04-11";0.023;16;359;"city";"PE";0;0
"Jurema";2608404.0;"2021-04-12";202115;15431.0;15378.0;"False";"True";344;2229.27872;"2021-04-11";0.0494;17;354;"city";"PE";0;0
"Lagoa Grande";2608750.0;"2021-04-12";202115;25849.0;25601.0;"False";"True";845;3268.98526;"2021-04-11";0.0189;16;333;"city";"PE";0;0
"Lagoa de Itaenga";2608503.0;"2021-04-12";202115;21460.0;21429.0;"False";"True";614;2861.137;"2021-04-11";0.0326;20;361;"city";"PE";0;0
"Lagoa do Carro";2608453.0;"2021-04-12";202115;18252.0;18071.0;"False";"True";495;2712.0315600000004;"2021-04-11";0.0404;20;372;"city";"PE";0;0
"Lagoa do Ouro";2608602.0;"2021-04-12";202115;13224.0;13145.0;"False";"True";188;1421.65759;"2021-04-11";0.0319;6;352;"city";"PE";0;0
"Lagoa dos Gatos";2608701.0;"2021-04-12";202115;16318.0;16290.0;"False";"True";447;2739.30629;"2021-04-11";0.0134;6;365;"city";"PE";0;0
"Lajedo";2608800.0;"2021-04-12";202115;40589.0;40288.0;"False";"True";1139;2806.1790100000003;"2021-04-11";0.0386;44;352;"city";"PE";0;0
"Limoeiro";2608909.0;"2021-04-12";202115;56198.0;56250.0;"False";"True";1754;3121.1075100000003;"2021-04-11";0.0473;83;369;"city";"PE";0;0
"Macaparana";2609006.0;"2021-04-12";202115;25472.0;25376.0;"False";"True";867;3403.73744;"2021-04-11";0.0173;15;371;"city";"PE";0;0
"Machados";2609105.0;"2021-04-12";202115;16321.0;16088.0;"False";"True";454;2781.6923;"2021-04-11";0.0198;9;366;"city";"PE";0;0
"Manari";2609154.0;"2021-04-12";202115;21776.0;21434.0;"False";"True";185;849.55915;"2021-04-11";0.0108;2;299;"city";"PE";0;0
"Maraial";2609204.0;"2021-04-12";202115;11220.0;11345.0;"False";"True";307;2736.18538;"2021-04-11";0.0293;9;341;"city";"PE";0;0
"Mirandiba";2609303.0;"2021-04-12";202115;15470.0;15390.0;"False";"True";663;4285.71429;"2021-04-11";0.0211;14;290;"city";"PE";0;0
"Moreilândia";2614303.0;"2021-04-12";202115;11270.0;11270.0;"False";"True";288;2555.4569699999997;"2021-04-11";0.0069;2;325;"city";"PE";0;0
"Moreno";2609402.0;"2021-04-12";202115;63294.0;62784.0;"False";"True";989;1562.54937;"2021-04-11";0.0758;75;371;"city";"PE";0;0
"Nazaré da Mata";2609501.0;"2021-04-12";202115;32573.0;32471.0;"False";"True";745;2287.17036;"2021-04-11";0.0792;59;356;"city";"PE";0;0
"Olinda";2609600.0;"2021-04-12";202115;393115.0;392482.0;"False";"True";16837;4282.97063;"2021-04-11";0.043;724;387;"city";"PE";0;0
"Orobó";2609709.0;"2021-04-12";202115;23935.0;23884.0;"False";"True";597;2494.25527;"2021-04-11";0.0268;16;352;"city";"PE";0;0
"Orocó";2609808.0;"2021-04-12";202115;15152.0;14991.0;"False";"True";246;1623.54805;"2021-04-11";0.0244;6;356;"city";"PE";0;0
"Ouricuri";2609907.0;"2021-04-12";202115;69969.0;69459.0;"False";"True";1705;2436.79344;"2021-04-11";0.0352;60;352;"city";"PE";0;0
"Palmares";2610004.0;"2021-04-12";202115;63500.0;63250.0;"False";"True";3100;4881.88976;"2021-04-11";0.028999999999999998;90;379;"city";"PE";0;0
"Palmeirina";2610103.0;"2021-04-12";202115;7600.0;7693.0;"False";"True";107;1407.89474;"2021-04-11";0.0374;4;331;"city";"PE";0;0
"Panelas";2610202.0;"2021-04-12";202115;26456.0;26474.0;"False";"True";558;2109.16238;"2021-04-11";0.0412;23;356;"city";"PE";0;0
"Paranatama";2610301.0;"2021-04-12";202115;11566.0;11523.0;"False";"True";336;2905.06657;"2021-04-11";0.0327;11;335;"city";"PE";0;0
"Parnamirim";2610400.0;"2021-04-12";202115;22106.0;22010.0;"False";"True";874;3953.67773;"2021-04-11";0.0297;26;327;"city";"PE";0;0
"Passira";2610509.0;"2021-04-12";202115;28894.0;28933.0;"False";"True";903;3125.2163100000002;"2021-04-11";0.0421;38;370;"city";"PE";0;0
"Paudalho";2610608.0;"2021-04-12";202115;56933.0;56506.0;"False";"True";1944;3414.5399;"2021-04-11";0.037000000000000005;72;372;"city";"PE";0;0
"Paulista";2610707.0;"2021-04-12";202115;334376.0;331774.0;"False";"True";7845;2346.16121;"2021-04-11";0.075;588;375;"city";"PE";0;0
"Pedra";2610806.0;"2021-04-12";202115;22668.0;22617.0;"False";"True";660;2911.5934399999996;"2021-04-11";0.0167;11;359;"city";"PE";0;0
"Pesqueira";2610905.0;"2021-04-12";202115;67735.0;67395.0;"False";"True";2732;4033.3653200000003;"2021-04-11";0.0238;65;361;"city";"PE";0;0
"Petrolina";2611101.0;"2021-04-12";202115;354317.0;349145.0;"False";"True";20090;5670.063810000001;"2021-04-11";0.0139;279;386;"city";"PE";0;0
"Petrolândia";2611002.0;"2021-04-12";202115;36901.0;36548.0;"False";"True";1114;3018.88838;"2021-04-11";0.0224;25;350;"city";"PE";0;0
"Pombos";2611309.0;"2021-04-12";202115;27148.0;27091.0;"False";"True";1205;4438.63268;"2021-04-11";0.0274;33;369;"city";"PE";0;0
"Poção";2611200.0;"2021-04-12";202115;11305.0;11302.0;"False";"True";264;2335.24989;"2021-04-11";0.0265;7;359;"city";"PE";0;0
"Primavera";2611408.0;"2021-04-12";202115;15101.0;14966.0;"False";"True";191;1264.8169;"2021-04-11";0.0942;18;351;"city";"PE";0;0
"Quipapá";2611507.0;"2021-04-12";202115;26175.0;26037.0;"False";"True";508;1940.7831899999999;"2021-04-11";0.0177;9;367;"city";"PE";0;0
"Quixaba";2611533.0;"2021-04-12";202115;6805.0;6813.0;"False";"True";326;4790.59515;"2021-04-11";0.0307;10;356;"city";"PE";0;0
"Recife";2611606.0;"2021-04-12";202115;1653461.0;1645727.0;"False";"True";94165;5695.02395;"2021-04-11";0.0371;3495;397;"city";"PE";0;0
"Riacho das Almas";2611705.0;"2021-04-12";202115;20646.0;20546.0;"False";"True";560;2712.38981;"2021-04-11";0.025;14;330;"city";"PE";0;0
"Ribeirão";2611804.0;"2021-04-12";202115;47616.0;47415.0;"False";"True";316;663.64247;"2021-04-11";0.1867;59;363;"city";"PE";0;0
"Rio Formoso";2611903.0;"2021-04-12";202115;23628.0;23535.0;"False";"True";547;2315.04994;"2021-04-11";0.0512;28;361;"city";"PE";0;0
"Sairé";2612000.0;"2021-04-12";202115;9764.0;9932.0;"False";"True";280;2867.67718;"2021-04-11";0.0179;5;348;"city";"PE";0;0
"Salgadinho";2612109.0;"2021-04-12";202115;11068.0;10919.0;"False";"True";153;1382.36357;"2021-04-11";0.0196;3;332;"city";"PE";0;0
"Salgueiro";2612208.0;"2021-04-12";202115;61249.0;60930.0;"False";"True";5353;8739.73453;"2021-04-11";0.0151;81;371;"city";"PE";0;0
"Saloá";2612307.0;"2021-04-12";202115;15862.0;15843.0;"False";"True";323;2036.3132;"2021-04-11";0.0402;13;337;"city";"PE";0;0
"Sanharó";2612406.0;"2021-04-12";202115;26890.0;26462.0;"False";"True";896;3332.09372;"2021-04-11";0.0234;21;361;"city";"PE";0;0
"Santa Cruz";2612455.0;"2021-04-12";202115;15558.0;15398.0;"False";"True";475;3053.09166;"2021-04-11";0.0105;5;341;"city";"PE";0;0
"Santa Cruz da Baixa Verde";2612471.0;"2021-04-12";202115;12650.0;12592.0;"False";"True";365;2885.37549;"2021-04-11";0.0192;7;328;"city";"PE";0;0
"Santa Cruz do Capibaribe";2612505.0;"2021-04-12";202115;109897.0;107937.0;"False";"True";5252;4779.02036;"2021-04-11";0.0187;98;367;"city";"PE";0;0
"Santa Filomena";2612554.0;"2021-04-12";202115;14562.0;14477.0;"False";"True";334;2293.64098;"2021-04-11";0.024;8;318;"city";"PE";0;0
"Santa Maria da Boa Vista";2612604.0;"2021-04-12";202115;42100.0;41931.0;"False";"True";678;1610.45131;"2021-04-11";0.0103;7;348;"city";"PE";0;0
"Santa Maria do Cambucá";2612703.0;"2021-04-12";202115;14223.0;14137.0;"False";"True";494;3473.2475600000002;"2021-04-11";0.0263;13;350;"city";"PE";0;0
"Santa Terezinha";2612802.0;"2021-04-12";202115;11865.0;11815.0;"False";"True";730;6152.5495200000005;"2021-04-11";0.0301;22;321;"city";"PE";0;0
"Serra Talhada";2613909.0;"2021-04-12";202115;86915.0;86350.0;"False";"True";7904;9093.94236;"2021-04-11";0.0154;122;368;"city";"PE";0;0
"Serrita";2614006.0;"2021-04-12";202115;19196.0;19165.0;"False";"True";735;3828.92269;"2021-04-11";0.0204;15;336;"city";"PE";0;0
"Sertânia";2614105.0;"2021-04-12";202115;36050.0;35907.0;"False";"True";1793;4973.64771;"2021-04-11";0.0128;23;367;"city";"PE";0;0
"Sirinhaém";2614204.0;"2021-04-12";202115;46361.0;45865.0;"False";"True";646;1393.41257;"2021-04-11";0.0511;33;359;"city";"PE";0;0
"Solidão";2614402.0;"2021-04-12";202115;6021.0;6007.0;"False";"True";359;5962.46471;"2021-04-11";0.0056;2;314;"city";"PE";0;0
"Surubim";2614501.0;"2021-04-12";202115;65647.0;65089.0;"False";"True";2178;3317.7449100000003;"2021-04-11";0.0248;54;362;"city";"PE";0;0
"São Benedito do Sul";2612901.0;"2021-04-12";202115;16069.0;15895.0;"False";"True";200;1244.6325199999999;"2021-04-11";0.055;11;338;"city";"PE";0;0
"São Bento do Una";2613008.0;"2021-04-12";202115;60042.0;59504.0;"False";"True";1488;2478.26521;"2021-04-11";0.0276;41;367;"city";"PE";0;0
"São Caitano";2613107.0;"2021-04-12";202115;37368.0;37245.0;"False";"True";1085;2903.55384;"2021-04-11";0.0332;36;368;"city";"PE";0;0
"São Joaquim do Monte";2613305.0;"2021-04-12";202115;21398.0;21356.0;"False";"True";461;2154.40695;"2021-04-11";0.0477;22;352;"city";"PE";0;0
"São José da Coroa Grande";2613404.0;"2021-04-12";202115;21586.0;21298.0;"False";"True";1120;5188.54813;"2021-04-11";0.0295;33;366;"city";"PE";0;0
"São José do Belmonte";2613503.0;"2021-04-12";202115;34021.0;33959.0;"False";"True";1592;4679.46268;"2021-04-11";0.0214;34;350;"city";"PE";0;0
"São José do Egito";2613602.0;"2021-04-12";202115;34056.0;33951.0;"False";"True";1763;5176.76768;"2021-04-11";0.0159;28;361;"city";"PE";0;0
"São João";2613206.0;"2021-04-12";202115;22899.0;22793.0;"False";"True";428;1869.07725;"2021-04-11";0.0234;10;348;"city";"PE";0;0
"São Lourenço da Mata";2613701.0;"2021-04-12";202115;114079.0;113230.0;"False";"True";2819;2471.0945899999997;"2021-04-11";0.0617;174;381;"city";"PE";0;0
"São Vicente Férrer";2613800.0;"2021-04-12";202115;18085.0;18018.0;"False";"True";1005;5557.09151;"2021-04-11";0.0189;19;361;"city";"PE";0;0
"Tabira";2614600.0;"2021-04-12";202115;28704.0;28534.0;"False";"True";1994;6946.767;"2021-04-11";0.0115;23;357;"city";"PE";0;0
"Tacaimbó";2614709.0;"2021-04-12";202115;12859.0;12874.0;"False";"True";348;2706.27576;"2021-04-11";0.0259;9;326;"city";"PE";0;0
"Tacaratu";2614808.0;"2021-04-12";202115;26106.0;25765.0;"False";"True";715;2738.83398;"2021-04-11";0.0294;21;324;"city";"PE";0;0
"Tamandaré";2614857.0;"2021-04-12";202115;23623.0;23388.0;"False";"True";479;2027.68488;"2021-04-11";0.048;23;355;"city";"PE";0;0
"Taquaritinga do Norte";2615003.0;"2021-04-12";202115;29127.0;28775.0;"False";"True";404;1387.02922;"2021-04-11";0.0371;15;349;"city";"PE";0;0
"Terezinha";2615102.0;"2021-04-12";202115;7198.0;7169.0;"False";"True";248;3445.4015;"2021-04-11";0.0161;4;336;"city";"PE";0;0
"Terra Nova";2615201.0;"2021-04-12";202115;10206.0;10096.0;"False";"True";736;7211.44425;"2021-04-11";0.0109;8;352;"city";"PE";0;0
"Timbaúba";2615300.0;"2021-04-12";202115;52802.0;53022.0;"False";"True";2590;4905.11723;"2021-04-11";0.028999999999999998;75;371;"city";"PE";0;0
"Toritama";2615409.0;"2021-04-12";202115;46164.0;45219.0;"False";"True";1032;2235.50819;"2021-04-11";0.0262;27;367;"city";"PE";0;0
"Tracunhaém";2615508.0;"2021-04-12";202115;13813.0;13769.0;"False";"True";127;919.4237300000001;"2021-04-11";0.1496;19;367;"city";"PE";0;0
"Trindade";2615607.0;"2021-04-12";202115;30816.0;30521.0;"False";"True";1151;3735.07269;"2021-04-11";0.0321;37;354;"city";"PE";0;0
"Triunfo";2615706.0;"2021-04-12";202115;15243.0;15254.0;"False";"True";722;4736.60041;"2021-04-11";0.0222;16;363;"city";"PE";0;0
"Tupanatinga";2615805.0;"2021-04-12";202115;27551.0;27304.0;"False";"True";705;2558.89078;"2021-04-11";0.0099;7;359;"city";"PE";0;0
"Tuparetama";2615904.0;"2021-04-12";202115;8256.0;8202.0;"False";"True";338;4093.99225;"2021-04-11";0.0503;17;358;"city";"PE";0;0
"Venturosa";2616001.0;"2021-04-12";202115;18661.0;18482.0;"False";"True";752;4029.79476;"2021-04-11";0.0279;21;352;"city";"PE";0;0
"Verdejante";2616100.0;"2021-04-12";202115;9553.0;9534.0;"False";"True";310;3245.05391;"2021-04-11";0.0129;4;326;"city";"PE";0;0
"Vertente do Lério";2616183.0;"2021-04-12";202115;7571.0;7618.0;"False";"True";182;2403.9096600000003;"2021-04-11";0.011000000000000001;2;336;"city";"PE";0;0
"Vertentes";2616209.0;"2021-04-12";202115;20954.0;20731.0;"False";"True";544;2596.16302;"2021-04-11";0.0184;10;361;"city";"PE";0;0
"Vicência";2616308.0;"2021-04-12";202115;32772.0;32643.0;"False";"True";545;1663.005;"2021-04-11";0.044000000000000004;24;358;"city";"PE";0;0
"Vitória de Santo Antão";2616407.0;"2021-04-12";202115;139583.0;138757.0;"False";"True";3705;2654.3347;"2021-04-11";0.0553;205;371;"city";"PE";0;0
"Xexéu";2616506.0;"2021-04-12";202115;14757.0;14725.0;"False";"True";386;2615.7078;"2021-04-11";0.0518;20;355;"city";"PE";0;0
"Água Preta";2600401.0;"2021-04-12";202115;37082.0;36771.0;"False";"True";1204;3246.85831;"2021-04-11";0.0424;51;352;"city";"PE";0;0
"Águas Belas";2600500.0;"2021-04-12";202115;43686.0;43443.0;"False";"True";1277;2923.13327;"2021-04-11";0.0219;28;346;"city";"PE";0;0
"";26.0;"2021-04-12";202115;9616621.0;9557071.0;"True";"False";370225;3849.84497;"2021-04-12";0.0347;12837;397;"state";"PE";738;34
"Acauã";2200053.0;"2021-04-12";202115;7102.0;7084.0;"False";"True";175;2464.09462;"2021-04-11";0.0057;1;314;"city";"PI";0;0
"Agricolândia";2200103.0;"2021-04-12";202115;5131.0;5139.0;"False";"True";209;4073.28006;"2021-04-11";0.0096;2;306;"city";"PI";0;0
"Alagoinha do Piauí";2200251.0;"2021-04-12";202115;7665.0;7651.0;"False";"True";242;3157.2080899999996;"2021-04-11";0.0372;9;320;"city";"PI";0;0
"Alegrete do Piauí";2200277.0;"2021-04-12";202115;4918.0;4915.0;"False";"True";424;8621.390809999999;"2021-04-11";0.0094;4;302;"city";"PI";0;0
"Alto Longá";2200301.0;"2021-04-12";202115;14339.0;14304.0;"False";"True";493;3438.1756;"2021-04-11";0.0223;11;336;"city";"PI";0;0
"Altos";2200400.0;"2021-04-12";202115;40605.0;40524.0;"False";"True";3474;8555.5966;"2021-04-11";0.0178;62;363;"city";"PI";0;0
"Alvorada do Gurguéia";2200459.0;"2021-04-12";202115;5445.0;5419.0;"False";"True";232;4260.789720000001;"2021-04-11";0.0259;6;354;"city";"PI";0;0
"Amarante";2200509.0;"2021-04-12";202115;17604.0;17598.0;"False";"True";1159;6583.7309700000005;"2021-04-11";0.0233;27;346;"city";"PI";0;0
"Angical do Piauí";2200608.0;"2021-04-12";202115;6783.0;6788.0;"False";"True";348;5130.47324;"2021-04-11";0.023;8;360;"city";"PI";0;0
"Antônio Almeida";2200806.0;"2021-04-12";202115;3170.0;3164.0;"False";"True";390;12302.83912;"2021-04-11";0.0256;10;289;"city";"PI";0;0
"Anísio de Abreu";2200707.0;"2021-04-12";202115;9938.0;9880.0;"False";"True";262;2636.34534;"2021-04-11";0.0153;4;353;"city";"PI";0;0
"Aroazes";2200905.0;"2021-04-12";202115;5827.0;5835.0;"False";"True";493;8460.614379999999;"2021-04-11";0.0243;12;349;"city";"PI";0;0
"Aroeiras do Itaim";2200954.0;"2021-04-12";202115;2551.0;2551.0;"False";"True";97;3802.43042;"2021-04-11";0.0103;1;284;"city";"PI";0;0
"Arraial";2201002.0;"2021-04-12";202115;4720.0;4727.0;"False";"True";134;2838.98305;"2021-04-11";0.0149;2;232;"city";"PI";0;0
"Assunção do Piauí";2201051.0;"2021-04-12";202115;7863.0;7846.0;"False";"True";265;3370.2149299999996;"2021-04-11";0.0226;6;302;"city";"PI";0;0
"Avelino Lopes";2201101.0;"2021-04-12";202115;11326.0;11289.0;"False";"True";269;2375.0662199999997;"2021-04-11";0.0632;17;330;"city";"PI";0;0
"Baixa Grande do Ribeiro";2201150.0;"2021-04-12";202115;11671.0;11586.0;"False";"True";1858;15919.80122;"2021-04-11";0.0102;19;341;"city";"PI";0;0
"Barra D'Alcântara";2201176.0;"2021-04-12";202115;3952.0;3951.0;"False";"True";102;2580.97166;"2021-04-11";0.0294;3;294;"city";"PI";0;0
"Barras";2201200.0;"2021-04-12";202115;47185.0;47066.0;"False";"True";3907;8280.17378;"2021-04-11";0.0195;76;351;"city";"PI";0;0
"Barreiras do Piauí";2201309.0;"2021-04-12";202115;3352.0;3348.0;"False";"True";53;1581.14558;"2021-04-11";0.0189;1;325;"city";"PI";0;0
"Barro Duro";2201408.0;"2021-04-12";202115;7027.0;7032.0;"False";"True";532;7570.79835;"2021-04-11";0.0132;7;323;"city";"PI";0;0
"Batalha";2201507.0;"2021-04-12";202115;26905.0;26857.0;"False";"True";790;2936.2572;"2021-04-11";0.0304;24;344;"city";"PI";0;0
"Bela Vista do Piauí";2201556.0;"2021-04-12";202115;4030.0;4015.0;"False";"True";219;5434.2431799999995;"2021-04-11";0.0274;6;333;"city";"PI";0;0
"Belém do Piauí";2201572.0;"2021-04-12";202115;3587.0;3566.0;"False";"True";406;11318.650679999999;"2021-04-11";0.0172;7;329;"city";"PI";0;0
"Beneditinos";2201606.0;"2021-04-12";202115;10473.0;10467.0;"False";"True";679;6483.338110000001;"2021-04-11";0.0368;25;344;"city";"PI";0;0
"Bertolínia";2201705.0;"2021-04-12";202115;5507.0;5501.0;"False";"True";675;12257.12729;"2021-04-11";0.0089;6;345;"city";"PI";0;0
"Betânia do Piauí";2201739.0;"2021-04-12";202115;6210.0;6205.0;"False";"True";152;2447.6650600000003;"2021-04-11";0.0132;2;358;"city";"PI";0;0
"Boa Hora";2201770.0;"2021-04-12";202115;6815.0;6781.0;"False";"True";424;6221.570070000001;"2021-04-11";0.0118;5;349;"city";"PI";0;0
"Bocaina";2201804.0;"2021-04-12";202115;4505.0;4500.0;"False";"True";218;4839.0677;"2021-04-11";0.0138;3;326;"city";"PI";0;0
"Bom Jesus";2201903.0;"2021-04-12";202115;25387.0;25179.0;"False";"True";2524;9942.09635;"2021-04-11";0.0111;28;354;"city";"PI";0;0
"Bom Princípio do Piauí";2201919.0;"2021-04-12";202115;5651.0;5630.0;"False";"True";100;1769.5983;"2021-04-11";0.09;9;361;"city";"PI";0;0
"Bonfim do Piauí";2201929.0;"2021-04-12";202115;5685.0;5670.0;"False";"True";228;4010.5540899999996;"2021-04-11";0.0219;5;363;"city";"PI";0;0
"Boqueirão do Piauí";2201945.0;"2021-04-12";202115;6426.0;6407.0;"False";"True";412;6411.45347;"2021-04-11";0.017;7;311;"city";"PI";0;0
"Brasileira";2201960.0;"2021-04-12";202115;8347.0;8329.0;"False";"True";416;4983.8265200000005;"2021-04-11";0.0192;8;322;"city";"PI";0;0
"Brejo do Piauí";2201988.0;"2021-04-12";202115;3848.0;3875.0;"False";"True";58;1507.27651;"2021-04-11";0.0517;3;283;"city";"PI";0;0
"Buriti dos Lopes";2202000.0;"2021-04-12";202115;19807.0;19781.0;"False";"True";1060;5351.64336;"2021-04-11";0.0208;22;352;"city";"PI";0;0
"Buriti dos Montes";2202026.0;"2021-04-12";202115;8264.0;8244.0;"False";"True";489;5917.23136;"2021-04-11";0.0123;6;328;"city";"PI";0;0
"Cabeceiras do Piauí";2202059.0;"2021-04-12";202115;10630.0;10586.0;"False";"True";404;3800.5644399999996;"2021-04-11";0.0223;9;329;"city";"PI";0;0
"Cajazeiras do Piauí";2202075.0;"2021-04-12";202115;3573.0;3559.0;"False";"True";33;923.5936199999999;"2021-04-11";0.0303;1;325;"city";"PI";0;0
"Cajueiro da Praia";2202083.0;"2021-04-12";202115;7674.0;7642.0;"False";"True";464;6046.39041;"2021-04-11";0.027999999999999997;13;314;"city";"PI";0;0
"Caldeirão Grande do Piauí";2202091.0;"2021-04-12";202115;5781.0;5776.0;"False";"True";254;4393.70351;"2021-04-11";0.0079;2;325;"city";"PI";0;0
"Campinas do Piauí";2202109.0;"2021-04-12";202115;5620.0;5613.0;"False";"True";138;2455.5160100000003;"2021-04-11";0.0072;1;320;"city";"PI";0;0
"Campo Alegre do Fidalgo";2202117.0;"2021-04-12";202115;5069.0;5045.0;"False";"True";70;1380.94299;"2021-04-11";0.0143;1;321;"city";"PI";0;0
"Campo Grande do Piauí";2202133.0;"2021-04-12";202115;5965.0;5943.0;"False";"True";408;6839.899409999999;"2021-04-11";0.0098;4;333;"city";"PI";0;0
