city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Carapicuíba,3510609.0,2020-08-18,34,400927.0,False,True,5511,1374.56445,2020-08-17,0.0466,257,158,city,SP,0,0
Contagem,3118601.0,2020-08-18,34,663855.0,False,True,5502,828.79544,2020-08-17,0.0411,226,149,city,MG,0,0
Parnamirim,2403251.0,2020-08-18,34,261469.0,False,True,5396,2063.72457,2020-08-10,0.025,135,152,city,RN,0,0
Caucaia,2303709.0,2020-08-18,34,361400.0,False,True,5385,1490.03874,2020-08-17,0.0605,326,144,city,CE,0,0
Olinda,2609600.0,2020-08-18,34,392482.0,False,True,5356,1364.6485699999998,2020-08-17,0.0842,451,150,city,PE,0,0
São Vicente,3551009.0,2020-08-18,34,365798.0,False,True,5342,1460.36884,2020-08-17,0.0614,328,141,city,SP,0,0
Linhares,3203205.0,2020-08-18,34,173555.0,False,True,5317,3063.58215,2020-08-16,0.0164,87,153,city,ES,0,0
Bauru,3506003.0,2020-08-18,34,376818.0,False,True,5316,1410.76063,2020-08-17,0.0211,112,141,city,SP,0,0
Balneário Camboriú,4202008.0,2020-08-18,34,142295.0,False,True,5273,3705.68186,2020-08-17,0.0125,66,154,city,SC,0,0
Lauro de Freitas,2919207.0,2020-08-18,34,198440.0,False,True,5259,2650.17134,2020-08-17,0.0152,80,153,city,BA,0,0
Várzea Grande,5108402.0,2020-08-18,34,284971.0,False,True,5234,1836.67812,2020-08-10,0.0644,337,149,city,MT,0,0
Governador Valadares,3127701.0,2020-08-18,34,279885.0,False,True,5222,1865.7663,2020-08-17,0.0343,179,146,city,MG,0,0
Taboão da Serra,3552809.0,2020-08-18,34,289664.0,False,True,5170,1784.8265600000002,2020-08-17,0.0443,229,147,city,SP,0,0
Mogi das Cruzes,3530607.0,2020-08-18,34,445842.0,False,True,5139,1152.65049,2020-08-17,0.0553,284,152,city,SP,0,0
Cubatão,3513504.0,2020-08-18,34,130705.0,False,True,5080,3886.6149,2020-08-17,0.0333,169,131,city,SP,0,0
Florianópolis,4205407.0,2020-08-18,34,500973.0,False,True,4999,997.85817,2020-08-17,0.0192,96,160,city,SC,0,0
Imperatriz,2105302.0,2020-08-18,34,258682.0,False,True,4973,1922.4375899999998,2020-08-17,0.0479,238,140,city,MA,0,0
Colatina,3201506.0,2020-08-18,34,122499.0,False,True,4961,4049.82898,2020-08-16,0.0191,95,138,city,ES,0,0
Camaçari,2905701.0,2020-08-18,34,299132.0,False,True,4954,1656.12506,2020-08-17,0.0133,66,152,city,BA,0,0
Passo Fundo,4314100.0,2020-08-18,34,203275.0,True,False,4938,2429.2215,2020-08-18,0.0205,101,146,city,RS,117,2
Barueri,3505708.0,2020-08-18,34,274182.0,False,True,4889,1783.1221600000001,2020-08-17,0.0622,304,154,city,SP,0,0
Araçatuba,3502804.0,2020-08-18,34,197016.0,False,True,4872,2472.8956,2020-08-17,0.0218,106,141,city,SP,0,0
Dourados,5003702.0,2020-08-18,34,222949.0,False,True,4789,2148.02488,2020-08-14,0.0136,65,144,city,MS,0,0
Hortolândia,3519071.0,2020-08-18,34,230851.0,False,True,4761,2062.3692300000002,2020-08-17,0.0197,94,152,city,SP,0,0
Chapecó,4204202.0,2020-08-18,34,220367.0,False,True,4746,2153.68,2020-08-17,0.0059,28,152,city,SC,0,0
Nova Iguaçu,3303500.0,2020-08-18,34,821128.0,False,True,4722,575.0626,2020-08-17,0.1006,475,144,city,RJ,0,0
Sumaré,3552403.0,2020-08-18,34,282441.0,False,True,4711,1667.95897,2020-08-17,0.0272,128,134,city,SP,0,0
Jequié,2918001.0,2020-08-18,34,155966.0,False,True,4682,3001.93632,2020-08-17,0.0211,99,149,city,BA,0,0
Itaituba,1503606.0,2020-08-18,34,101247.0,False,True,4642,4584.8272,2020-08-17,0.0209,97,146,city,PA,0,0
Volta Redonda,3306305.0,2020-08-18,34,273012.0,False,True,4620,1692.23331,2020-08-17,0.0346,160,148,city,RJ,0,0
Cametá,1502103.0,2020-08-18,34,137890.0,False,True,4539,3291.7543,2020-08-17,0.02,91,135,city,PA,0,0
Crato,2304202.0,2020-08-18,34,132123.0,False,True,4515,3417.2702700000004,2020-08-17,0.0157,71,131,city,CE,0,0
Belford Roxo,3300456.0,2020-08-18,34,510906.0,False,True,4498,880.39679,2020-08-17,0.0518,233,146,city,RJ,0,0
Londrina,4113700.0,2020-08-18,34,569733.0,False,True,4478,785.98221,2020-08-17,0.0317,142,155,city,PR,0,0
Ilhéus,2913606.0,2020-08-18,34,162327.0,False,True,4452,2742.61213,2020-08-17,0.0319,142,147,city,BA,0,0
Mauá,3529401.0,2020-08-18,34,472912.0,False,True,4349,919.62141,2020-08-17,0.0575,250,156,city,SP,0,0
Caxias do Sul,4305108.0,2020-08-18,34,510906.0,True,False,4325,846.53537,2020-08-18,0.0176,76,160,city,RS,93,3
Itajaí,4208203.0,2020-08-18,34,219536.0,False,True,4301,1959.1319899999999,2020-08-17,0.0316,136,151,city,SC,0,0
Angra dos Reis,3300100.0,2020-08-18,34,203785.0,False,True,4287,2103.68771,2020-08-17,0.0306,131,142,city,RJ,0,0
Maranguape,2307700.0,2020-08-18,34,128978.0,False,True,4281,3319.1707100000003,2020-08-17,0.0259,111,145,city,CE,0,0
Juiz de Fora,3136702.0,2020-08-18,34,568873.0,False,True,4214,740.76288,2020-08-17,0.0325,137,158,city,MG,0,0
Cachoeiro de Itapemirim,3201209.0,2020-08-18,34,208972.0,False,True,4214,2016.5381,2020-08-16,0.0299,126,152,city,ES,0,0
Santa Inês,2109908.0,2020-08-18,34,89044.0,False,True,4085,4587.6196,2020-08-17,0.0174,71,134,city,MA,0,0
Anápolis,5201108.0,2020-08-18,34,386923.0,False,True,4072,1052.40578,2020-08-17,0.0317,129,156,city,GO,0,0
Importados/Indefinidos,,2020-08-18,34,,False,True,4029,,2020-08-17,0.0065,26,148,city,BA,0,0
Itabaiana,2802908.0,2020-08-18,34,95427.0,False,True,4002,4193.7816299999995,2020-08-17,0.0195,78,137,city,SE,0,0
Rondonópolis,5107602.0,2020-08-18,34,232491.0,False,True,4001,1720.92683,2020-08-10,0.0502,201,142,city,MT,0,0
Maringá,4115200.0,2020-08-18,34,423666.0,False,True,3984,940.3634,2020-08-17,0.0176,70,154,city,PR,0,0
Laranjal do Jari,1600279.0,2020-08-18,34,50410.0,False,True,3960,7855.584209999999,2020-08-17,0.0109,43,126,city,AP,0,0
Criciúma,4204608.0,2020-08-18,34,215186.0,False,True,3930,1826.3269899999998,2020-08-17,0.0125,49,152,city,SC,0,0
Balsas,2101400.0,2020-08-18,34,94887.0,False,True,3887,4096.45157,2020-08-17,0.0062,24,121,city,MA,0,0
Paulínia,3536505.0,2020-08-18,34,109424.0,False,True,3868,3534.87352,2020-08-17,0.015,58,142,city,SP,0,0
Juazeiro,2918407.0,2020-08-18,34,216707.0,False,True,3832,1768.2862100000002,2020-08-17,0.0175,67,149,city,BA,0,0
Ariquemes,1100023.0,2020-08-18,34,107863.0,False,True,3786,3510.0080700000003,2020-08-17,0.0161,61,131,city,RO,0,0
Campos dos Goytacazes,3301009.0,2020-08-18,34,507548.0,False,True,3785,745.74227,2020-08-17,0.0692,262,148,city,RJ,0,0
Guarabira,2506301.0,2020-08-18,34,58833.0,False,True,3762,6394.37051,2020-08-17,0.0136,51,118,city,PB,0,0
Vitória da Conquista,2933307.0,2020-08-18,34,338480.0,False,True,3760,1110.8485,2020-08-17,0.0207,78,140,city,BA,0,0
Parintins,1303403.0,2020-08-18,34,114273.0,False,True,3734,3267.61352,2020-08-17,0.0287,107,150,city,AM,0,0
Petrolina,2611101.0,2020-08-18,34,349145.0,False,True,3674,1052.28487,2020-08-17,0.0177,65,149,city,PE,0,0
Brusque,4202909.0,2020-08-18,34,134723.0,False,True,3668,2722.6234600000003,2020-08-17,0.0128,47,144,city,SC,0,0
Barcarena,1501303.0,2020-08-18,34,124680.0,False,True,3664,2938.72313,2020-08-17,0.0287,105,140,city,PA,0,0
Itaboraí,3301900.0,2020-08-18,34,240592.0,False,True,3663,1522.49451,2020-08-17,0.0497,182,145,city,RJ,0,0
São Leopoldo,4318705.0,2020-08-18,34,236835.0,True,False,3658,1544.53522,2020-08-18,0.0249,91,151,city,RS,219,0
São Gabriel da Cachoeira,1303809.0,2020-08-18,34,45564.0,False,True,3651,8012.90492,2020-08-17,0.0137,50,135,city,AM,0,0
Novo Hamburgo,4313409.0,2020-08-18,34,246748.0,True,False,3600,1458.97839,2020-08-18,0.0331,119,143,city,RS,92,1
Betim,3106705.0,2020-08-18,34,439340.0,False,True,3590,817.1347900000001,2020-08-17,0.0376,135,149,city,MG,0,0
Caxias,2103000.0,2020-08-18,34,164880.0,False,True,3560,2159.14605,2020-08-17,0.0197,70,129,city,MA,0,0
Montes Claros,3143302.0,2020-08-18,34,409341.0,False,True,3557,868.9576699999999,2020-08-17,0.0141,50,135,city,MG,0,0
São José,4216602.0,2020-08-18,34,246586.0,False,True,3536,1433.98246,2020-08-17,0.0192,68,153,city,SC,0,0
Altamira,1500602.0,2020-08-18,34,114594.0,False,True,3523,3074.3319899999997,2020-08-17,0.028999999999999998,102,138,city,PA,0,0
Manacapuru,1302504.0,2020-08-18,34,97377.0,False,True,3520,3614.81664,2020-08-17,0.0398,140,145,city,AM,0,0
Paulista,2610707.0,2020-08-18,34,331774.0,False,True,3508,1057.34627,2020-08-17,0.0847,297,138,city,PE,0,0
Importados/Indefinidos,,2020-08-18,34,,False,True,3505,,2020-08-17,0.0006,2,147,city,SC,0,0
São Caetano do Sul,3548807.0,2020-08-18,34,161127.0,False,True,3488,2164.75203,2020-08-17,0.045,157,156,city,SP,0,0
Suzano,3552502.0,2020-08-18,34,297637.0,False,True,3374,1133.5956199999998,2020-08-17,0.0528,178,153,city,SP,0,0
Santa Bárbara d'Oeste,3545803.0,2020-08-18,34,193475.0,False,True,3372,1742.86083,2020-08-17,0.0264,89,131,city,SP,0,0
Tefé,1304203.0,2020-08-18,34,59849.0,False,True,3338,5577.36971,2020-08-17,0.0255,85,131,city,AM,0,0
Canoas,4304606.0,2020-08-18,34,346616.0,True,False,3338,963.02537,2020-08-18,0.0449,150,151,city,RS,224,0
Palhoça,4211900.0,2020-08-18,34,171797.0,False,True,3338,1942.99086,2020-08-17,0.0138,46,138,city,SC,0,0
Lucas do Rio Verde,5105259.0,2020-08-18,34,65534.0,False,True,3326,5075.2281299999995,2020-08-10,0.0135,45,139,city,MT,0,0
Limeira,3526902.0,2020-08-18,34,306114.0,False,True,3314,1082.60321,2020-08-17,0.0561,186,140,city,SP,0,0
Patos,2510808.0,2020-08-18,34,107605.0,False,True,3306,3072.3479399999997,2020-08-17,0.0227,75,142,city,PB,0,0
Rio Claro,3543907.0,2020-08-18,34,206424.0,False,True,3248,1573.46045,2020-08-17,0.0292,95,147,city,SP,0,0
Itaquaquecetuba,3523107.0,2020-08-18,34,370821.0,False,True,3239,873.46725,2020-08-17,0.0688,223,141,city,SP,0,0
Americana,3501608.0,2020-08-18,34,239597.0,False,True,3220,1343.92334,2020-08-17,0.0304,98,141,city,SP,0,0
Teresópolis,3305802.0,2020-08-18,34,182594.0,False,True,3150,1725.13883,2020-08-17,0.0308,97,142,city,RJ,0,0
Quixadá,2311306.0,2020-08-18,34,87728.0,False,True,3146,3586.08426,2020-08-17,0.0203,64,144,city,CE,0,0
Alagoinhas,2900702.0,2020-08-18,34,151596.0,False,True,3129,2064.03863,2020-08-17,0.0105,33,146,city,BA,0,0
Bacabal,2101202.0,2020-08-18,34,104949.0,False,True,3105,2958.5798800000002,2020-08-17,0.0151,47,125,city,MA,0,0
Oriximiná,1505304.0,2020-08-18,34,73096.0,False,True,3105,4247.83846,2020-08-17,0.0116,36,121,city,PA,0,0
Sorriso,5107925.0,2020-08-18,34,90313.0,False,True,3089,3420.3270799999996,2020-08-10,0.0175,54,106,city,MT,0,0
Zé Doca,2114007.0,2020-08-18,34,51714.0,False,True,3049,5895.88893,2020-08-17,0.0118,36,129,city,MA,0,0
Foz do Iguaçu,4108304.0,2020-08-18,34,258532.0,False,True,3027,1170.84152,2020-08-17,0.0145,44,154,city,PR,0,0
Cotia,3513009.0,2020-08-18,34,249210.0,False,True,3022,1212.63192,2020-08-17,0.0516,156,154,city,SP,0,0
Timon,2112209.0,2020-08-18,34,169107.0,False,True,3015,1782.89485,2020-08-17,0.0328,99,137,city,MA,0,0
Canaã dos Carajás,1502152.0,2020-08-18,34,37085.0,False,True,3007,8108.39962,2020-08-17,0.0126,38,127,city,PA,0,0
Tianguá,2313401.0,2020-08-18,34,75946.0,False,True,3007,3959.3922,2020-08-17,0.0226,68,140,city,CE,0,0
Barra do Corda,2101608.0,2020-08-18,34,88212.0,False,True,2987,3386.1606100000004,2020-08-17,0.008,24,107,city,MA,0,0
Tubarão,4218707.0,2020-08-18,34,105686.0,False,True,2977,2816.83477,2020-08-17,0.0198,59,154,city,SC,0,0
Cruzeiro do Sul,1200203.0,2020-08-18,34,88376.0,True,False,2961,3350.45714,2020-08-18,0.0179,53,128,city,AC,19,0
Açailândia,2100055.0,2020-08-18,34,112445.0,False,True,2944,2618.16888,2020-08-17,0.0262,77,140,city,MA,0,0
Abaetetuba,1500107.0,2020-08-18,34,157698.0,False,True,2918,1850.3722300000002,2020-08-17,0.0387,113,141,city,PA,0,0
Sertãozinho,3551702.0,2020-08-18,34,125815.0,False,True,2910,2312.91976,2020-08-17,0.0227,66,133,city,SP,0,0
Nossa Senhora do Socorro,2804805.0,2020-08-18,34,183628.0,False,True,2906,1582.54732,2020-08-17,0.0513,149,126,city,SE,0,0
Paranaguá,4118204.0,2020-08-18,34,154936.0,False,True,2868,1851.0869,2020-08-17,0.023,66,139,city,PR,0,0
Aracruz,3200607.0,2020-08-18,34,101220.0,False,True,2849,2814.66113,2020-08-16,0.0225,64,140,city,ES,0,0
Teixeira de Freitas,2931350.0,2020-08-18,34,160487.0,False,True,2821,1757.77477,2020-08-17,0.0206,58,148,city,BA,0,0
Araraquara,3503208.0,2020-08-18,34,236072.0,False,True,2790,1181.84283,2020-08-17,0.0075,21,139,city,SP,0,0
Tangará da Serra,5107958.0,2020-08-18,34,103750.0,False,True,2772,2671.80723,2020-08-10,0.0137,38,140,city,MT,0,0
Presidente Prudente,3541406.0,2020-08-18,34,228743.0,False,True,2767,1209.6545,2020-08-17,0.0217,60,133,city,SP,0,0
Santa Rita,2513703.0,2020-08-18,34,136586.0,False,True,2743,2008.25853,2020-08-17,0.0503,138,134,city,PB,0,0
Paragominas,1505502.0,2020-08-18,34,113145.0,False,True,2735,2417.2522,2020-08-17,0.034,93,117,city,PA,0,0
Valparaíso de Goiás,5221858.0,2020-08-18,34,168468.0,False,True,2730,1620.48579,2020-08-17,0.0242,66,148,city,GO,0,0
Barretos,3505500.0,2020-08-18,34,122098.0,False,True,2720,2227.71872,2020-08-17,0.0309,84,134,city,SP,0,0
Humaitá,1301704.0,2020-08-18,34,55080.0,False,True,2712,4923.74728,2020-08-17,0.0254,69,115,city,AM,0,0
Magé,3302502.0,2020-08-18,34,245071.0,False,True,2708,1104.9859,2020-08-17,0.0643,174,139,city,RJ,0,0
Redenção,1506138.0,2020-08-18,34,84787.0,False,True,2706,3191.527,2020-08-17,0.013999999999999999,38,119,city,PA,0,0
Barreiras,2903201.0,2020-08-18,34,155439.0,False,True,2701,1737.65915,2020-08-17,0.0152,41,150,city,BA,0,0
Embu das Artes,3515004.0,2020-08-18,34,273726.0,False,True,2690,982.73456,2020-08-17,0.0506,136,147,city,SP,0,0
Votuporanga,3557105.0,2020-08-18,34,94547.0,False,True,2689,2844.08813,2020-08-17,0.0205,55,141,city,SP,0,0
Ribeirão das Neves,3154606.0,2020-08-18,34,334858.0,False,True,2678,799.74198,2020-08-17,0.0344,92,139,city,MG,0,0
Chapadinha,2103208.0,2020-08-18,34,79675.0,False,True,2663,3342.32821,2020-08-17,0.0165,44,131,city,MA,0,0
Serra Talhada,2613909.0,2020-08-18,34,86350.0,False,True,2651,3070.06369,2020-08-17,0.0136,36,131,city,PE,0,0
Itapevi,3522505.0,2020-08-18,34,237700.0,False,True,2641,1111.0643699999998,2020-08-17,0.0757,200,142,city,SP,0,0
Cabedelo,2503209.0,2020-08-18,34,67736.0,False,True,2622,3870.91059,2020-08-17,0.0217,57,140,city,PB,0,0
São João de Meriti,3305109.0,2020-08-18,34,472406.0,False,True,2615,553.54928,2020-08-17,0.1331,348,142,city,RJ,0,0
Bento Gonçalves,4302105.0,2020-08-18,34,120454.0,True,False,2611,2167.6324600000003,2020-08-18,0.0364,95,152,city,RS,7,3
Acaraú,2300200.0,2020-08-18,34,62641.0,False,True,2609,4165.00375,2020-08-17,0.0215,56,124,city,CE,0,0
Maricá,3302700.0,2020-08-18,34,161207.0,False,True,2608,1617.79575,2020-08-17,0.0334,87,143,city,RJ,0,0
Guajará-Mirim,1100106.0,2020-08-18,34,46174.0,False,True,2561,5546.4114,2020-08-17,0.0305,78,111,city,RO,0,0
Picos,2208007.0,2020-08-18,34,78222.0,False,True,2523,3225.4353,2020-08-17,0.0163,41,126,city,PI,0,0
Senador Canedo,5220454.0,2020-08-18,34,115371.0,False,True,2505,2171.25621,2020-08-17,0.0267,67,138,city,GO,0,0
Estância,2802106.0,2020-08-18,34,69184.0,False,True,2499,3612.10685,2020-08-17,0.0284,71,122,city,SE,0,0
Coronel Fabriciano,3119401.0,2020-08-18,34,109855.0,False,True,2498,2273.9065100000003,2020-08-17,0.0152,38,155,city,MG,0,0
Lajeado,4311403.0,2020-08-18,34,84014.0,True,False,2457,2924.51258,2020-08-18,0.0122,30,151,city,RS,60,0
Luziânia,5212501.0,2020-08-18,34,208299.0,False,True,2453,1177.6340699999998,2020-08-17,0.0224,55,147,city,GO,0,0
Ourilândia do Norte,1505437.0,2020-08-18,34,32832.0,False,True,2451,7465.277779999999,2020-08-17,0.0037,9,111,city,PA,0,0
Russas,2311801.0,2020-08-18,34,78194.0,False,True,2445,3126.83838,2020-08-17,0.0213,52,131,city,CE,0,0
Pedra Branca do Amapari,1600154.0,2020-08-18,34,16502.0,False,True,2433,14743.667430000001,2020-08-17,0.0021,5,118,city,AP,0,0
Itapipoca,2306405.0,2020-08-18,34,129358.0,False,True,2409,1862.2736899999998,2020-08-17,0.0436,105,139,city,CE,0,0
Guarapari,3202405.0,2020-08-18,34,124859.0,False,True,2397,1919.7655,2020-08-16,0.038,91,144,city,ES,0,0
Santa Cruz do Capibaribe,2612505.0,2020-08-18,34,107937.0,False,True,2396,2219.81341,2020-08-17,0.0196,47,130,city,PE,0,0
Crateús,2304103.0,2020-08-18,34,75074.0,False,True,2387,3179.5295300000002,2020-08-17,0.0214,51,135,city,CE,0,0
Gravataí,4309209.0,2020-08-18,34,281519.0,True,False,2373,842.92712,2020-08-18,0.0362,86,147,city,RS,9,4
Uberaba,3170107.0,2020-08-18,34,333783.0,False,True,2362,707.64539,2020-08-17,0.0271,64,152,city,MG,0,0
Sinop,5107909.0,2020-08-18,34,142996.0,False,True,2357,1648.29785,2020-08-10,0.0284,67,139,city,MT,0,0
Indaiatuba,3520509.0,2020-08-18,34,251627.0,False,True,2353,935.1142800000001,2020-08-17,0.0518,122,140,city,SP,0,0
Santa Luzia,2110005.0,2020-08-18,34,72667.0,False,True,2350,3233.93012,2020-08-17,0.0068,16,110,city,MA,0,0
Eunápolis,2910727.0,2020-08-18,34,113380.0,False,True,2337,2061.21009,2020-08-17,0.0094,22,126,city,BA,0,0
Barcelos,1300409.0,2020-08-18,34,27502.0,False,True,2335,8490.29162,2020-08-17,0.0103,24,119,city,AM,0,0
Oiapoque,1600501.0,2020-08-18,34,27270.0,False,True,2333,8555.18885,2020-08-17,0.0081,19,137,city,AP,0,0
Lagarto,2803500.0,2020-08-18,34,104408.0,False,True,2329,2230.67198,2020-08-17,0.0288,67,125,city,SE,0,0
Águas Lindas de Goiás,5200258.0,2020-08-18,34,212440.0,False,True,2291,1078.4221400000001,2020-08-17,0.0332,76,144,city,GO,0,0
Iguatu,2305506.0,2020-08-18,34,102498.0,False,True,2280,2224.43365,2020-08-17,0.0254,58,136,city,CE,0,0
Santana de Parnaíba,3547304.0,2020-08-18,34,139447.0,False,True,2279,1634.31268,2020-08-17,0.036000000000000004,82,165,city,SP,0,0
Taubaté,3554102.0,2020-08-18,34,314924.0,False,True,2278,723.34913,2020-08-17,0.0338,77,153,city,SP,0,0
Camocim,2302602.0,2020-08-18,34,63661.0,False,True,2268,3562.6207600000002,2020-08-17,0.0348,79,126,city,CE,0,0
Concórdia,4204301.0,2020-08-18,34,74641.0,False,True,2260,3027.8265300000003,2020-08-17,0.008,18,125,city,SC,0,0
Araucária,4101804.0,2020-08-18,34,143843.0,False,True,2247,1562.11981,2020-08-17,0.0165,37,140,city,PR,0,0
Itaperuna,3302205.0,2020-08-18,34,103224.0,False,True,2235,2165.19414,2020-08-17,0.0148,33,136,city,RJ,0,0
