Açude,Data do registro,Volume (%),Volume (m³),Afluência/Defluência (m²),data
Epitácio Pessoa,23/12/1967,94.7,507.360.693,-183.891,1967-12-23
Epitácio Pessoa,24/12/1967,94.7,507.176.801,-183.892,1967-12-24
Epitácio Pessoa,25/12/1967,94.6,506.992.910,-183.891,1967-12-25
Epitácio Pessoa,26/12/1967,94.6,506.809.018,-183.892,1967-12-26
Epitácio Pessoa,27/12/1967,94.6,506.625.126,-183.892,1967-12-27
Epitácio Pessoa,28/12/1967,94.6,506.625.126,0,1967-12-28
Epitácio Pessoa,29/12/1967,94.6,506.625.126,0,1967-12-29
Epitácio Pessoa,30/12/1967,94.6,506.625.126,0,1967-12-30
Epitácio Pessoa,31/12/1967,94.6,506.625.126,0,1967-12-31
Epitácio Pessoa,01/01/1968,94.6,506.625.126,0,1968-01-01
Epitácio Pessoa,02/01/1968,94.6,506.625.126,0,1968-01-02
Epitácio Pessoa,03/01/1968,94.5,506.441.235,-183.891,1968-01-03
Epitácio Pessoa,04/01/1968,94.5,506.441.235,0,1968-01-04
Epitácio Pessoa,05/01/1968,94.5,506.257.343,-183.892,1968-01-05
Epitácio Pessoa,06/01/1968,94.5,506.257.343,0,1968-01-06
Epitácio Pessoa,07/01/1968,94.5,506.073.452,-183.891,1968-01-07
Epitácio Pessoa,08/01/1968,94.4,505.889.560,-183.892,1968-01-08
Epitácio Pessoa,09/01/1968,94.4,505.705.668,-183.892,1968-01-09
Epitácio Pessoa,10/01/1968,94.4,505.521.777,-183.891,1968-01-10
Epitácio Pessoa,11/01/1968,94.3,505.337.885,-183.892,1968-01-11
Epitácio Pessoa,12/01/1968,94.3,505.153.994,-183.891,1968-01-12
Epitácio Pessoa,13/01/1968,94.3,504.970.102,-183.892,1968-01-13
Epitácio Pessoa,14/01/1968,94.2,504.786.210,-183.892,1968-01-14
Epitácio Pessoa,15/01/1968,94.2,504.602.319,-183.891,1968-01-15
Epitácio Pessoa,16/01/1968,94.2,504.418.427,-183.892,1968-01-16
Epitácio Pessoa,17/01/1968,94.1,504.234.536,-183.891,1968-01-17
Epitácio Pessoa,18/01/1968,94.1,504.234.536,0,1968-01-18
Epitácio Pessoa,19/01/1968,94.1,504.050.644,-183.892,1968-01-19
Epitácio Pessoa,20/01/1968,94.1,504.050.644,0,1968-01-20
Epitácio Pessoa,21/01/1968,94.1,503.866.752,-183.892,1968-01-21
Epitácio Pessoa,22/01/1968,94.0,503.682.861,-183.891,1968-01-22
Epitácio Pessoa,23/01/1968,94.1,503.866.752,183.891,1968-01-23
Epitácio Pessoa,24/01/1968,94.1,504.050.644,183.892,1968-01-24
Epitácio Pessoa,25/01/1968,94.1,504.234.536,183.892,1968-01-25
Epitácio Pessoa,26/01/1968,94.2,504.418.427,183.891,1968-01-26
Epitácio Pessoa,27/01/1968,94.2,504.602.319,183.892,1968-01-27
Epitácio Pessoa,28/01/1968,94.2,504.602.319,0,1968-01-28
Epitácio Pessoa,29/01/1968,94.2,504.786.210,183.891,1968-01-29
Epitácio Pessoa,30/01/1968,94.2,504.786.210,0,1968-01-30
Epitácio Pessoa,31/01/1968,94.3,504.970.102,183.892,1968-01-31
Epitácio Pessoa,01/02/1968,94.3,504.970.102,0,1968-02-01
Epitácio Pessoa,02/02/1968,94.2,504.786.210,-183.892,1968-02-02
Epitácio Pessoa,03/02/1968,94.2,504.602.319,-183.891,1968-02-03
Epitácio Pessoa,04/02/1968,94.2,504.418.427,-183.892,1968-02-04
Epitácio Pessoa,05/02/1968,94.1,504.234.536,-183.891,1968-02-05
Epitácio Pessoa,06/02/1968,94.1,504.050.644,-183.892,1968-02-06
Epitácio Pessoa,07/02/1968,94.1,503.866.752,-183.892,1968-02-07
Epitácio Pessoa,08/02/1968,94.0,503.682.861,-183.891,1968-02-08
Epitácio Pessoa,09/02/1968,94.0,503.498.969,-183.892,1968-02-09
Epitácio Pessoa,10/02/1968,94.0,503.315.078,-183.891,1968-02-10
Epitácio Pessoa,11/02/1968,93.9,503.131.186,-183.892,1968-02-11
Epitácio Pessoa,12/02/1968,93.9,502.947.294,-183.892,1968-02-12
Epitácio Pessoa,13/02/1968,93.9,502.763.403,-183.891,1968-02-13
Epitácio Pessoa,14/02/1968,93.8,502.579.511,-183.892,1968-02-14
Epitácio Pessoa,15/02/1968,93.8,502.395.619,-183.892,1968-02-15
Epitácio Pessoa,16/02/1968,93.8,502.211.728,-183.891,1968-02-16
Epitácio Pessoa,17/02/1968,93.7,502.027.836,-183.892,1968-02-17
Epitácio Pessoa,18/02/1968,93.7,501.843.945,-183.891,1968-02-18
Epitácio Pessoa,19/02/1968,93.6,501.660.053,-183.892,1968-02-19
Epitácio Pessoa,20/02/1968,93.6,501.660.053,0,1968-02-20
Epitácio Pessoa,21/02/1968,93.6,501.476.161,-183.892,1968-02-21
Epitácio Pessoa,22/02/1968,93.6,501.476.161,0,1968-02-22
Epitácio Pessoa,23/02/1968,93.6,501.292.270,-183.891,1968-02-23
Epitácio Pessoa,24/02/1968,93.6,501.292.270,0,1968-02-24
Epitácio Pessoa,25/02/1968,93.5,501.108.378,-183.892,1968-02-25
Epitácio Pessoa,26/02/1968,93.5,501.108.378,0,1968-02-26
Epitácio Pessoa,27/02/1968,93.5,500.924.487,-183.891,1968-02-27
Epitácio Pessoa,28/02/1968,93.5,500.924.487,0,1968-02-28
Epitácio Pessoa,29/02/1968,93.5,500.924.487,0,1968-02-29
Epitácio Pessoa,01/03/1968,93.5,500.924.487,0,1968-03-01
Epitácio Pessoa,02/03/1968,93.5,500.924.487,0,1968-03-02
Epitácio Pessoa,03/03/1968,93.5,501.108.378,183.891,1968-03-03
Epitácio Pessoa,04/03/1968,93.6,501.476.161,367.783,1968-03-04
Epitácio Pessoa,05/03/1968,94.0,503.498.969,2.022.808,1968-03-05
Epitácio Pessoa,06/03/1968,94.0,503.498.969,0,1968-03-06
Epitácio Pessoa,07/03/1968,94.0,503.498.969,0,1968-03-07
Epitácio Pessoa,08/03/1968,94.7,507.544.584,4.045.615,1968-03-08
Epitácio Pessoa,09/03/1968,95.0,508.647.934,1.103.350,1968-03-09
Epitácio Pessoa,10/03/1968,96.0,514.348.574,5.700.640,1968-03-10
Epitácio Pessoa,11/03/1968,96.5,516.923.056,2.574.482,1968-03-11
Epitácio Pessoa,12/03/1968,97.1,520.233.105,3.310.049,1968-03-12
Epitácio Pessoa,13/03/1968,94.5,506.073.452,-14.159.653,1968-03-13
Epitácio Pessoa,14/03/1968,98.8,529.059.902,22.986.450,1968-03-14
Epitácio Pessoa,15/03/1968,99.8,534.576.650,5.516.748,1968-03-15
Epitácio Pessoa,16/03/1968,100.0,535.680.000,1.103.350,1968-03-16
Epitácio Pessoa,17/03/1968,100.0,535.680.000,0,1968-03-17
Epitácio Pessoa,18/03/1968,100.0,535.680.000,0,1968-03-18
Epitácio Pessoa,19/03/1968,100.0,535.680.000,0,1968-03-19
Epitácio Pessoa,20/03/1968,100.0,535.680.000,0,1968-03-20
Epitácio Pessoa,21/03/1968,100.0,535.680.000,0,1968-03-21
Epitácio Pessoa,22/03/1968,100.0,535.680.000,0,1968-03-22
Epitácio Pessoa,23/03/1968,100.0,535.680.000,0,1968-03-23
Epitácio Pessoa,24/03/1968,100.0,535.680.000,0,1968-03-24
Epitácio Pessoa,25/03/1968,100.0,535.680.000,0,1968-03-25
Epitácio Pessoa,26/03/1968,100.0,535.680.000,0,1968-03-26
Epitácio Pessoa,27/03/1968,100.0,535.680.000,0,1968-03-27
Epitácio Pessoa,28/03/1968,100.0,535.680.000,0,1968-03-28
Epitácio Pessoa,29/03/1968,100.0,535.680.000,0,1968-03-29
Epitácio Pessoa,30/03/1968,100.0,535.680.000,0,1968-03-30
Epitácio Pessoa,31/03/1968,100.0,535.680.000,0,1968-03-31
Epitácio Pessoa,01/04/1968,100.0,535.680.000,0,1968-04-01
Epitácio Pessoa,02/04/1968,100.0,535.680.000,0,1968-04-02
Epitácio Pessoa,03/04/1968,100.0,535.680.000,0,1968-04-03
Epitácio Pessoa,04/04/1968,100.0,535.680.000,0,1968-04-04
Epitácio Pessoa,05/04/1968,99.9,535.128.325,-551.675,1968-04-05
Epitácio Pessoa,06/04/1968,99.8,534.760.542,-367.783,1968-04-06
Epitácio Pessoa,07/04/1968,99.8,534.392.759,-367.783,1968-04-07
Epitácio Pessoa,08/04/1968,99.7,534.024.976,-367.783,1968-04-08
Epitácio Pessoa,09/04/1968,99.7,533.841.084,-183.892,1968-04-09
Epitácio Pessoa,10/04/1968,99.6,533.657.192,-183.892,1968-04-10
Epitácio Pessoa,11/04/1968,99.6,533.473.301,-183.891,1968-04-11
Epitácio Pessoa,12/04/1968,99.6,533.289.409,-183.892,1968-04-12
Epitácio Pessoa,13/04/1968,99.5,533.105.518,-183.891,1968-04-13
Epitácio Pessoa,14/04/1968,99.8,534.576.650,1.471.132,1968-04-14
Epitácio Pessoa,15/04/1968,100.0,535.496.108,919.458,1968-04-15
Epitácio Pessoa,16/04/1968,100.0,535.680.000,183.892,1968-04-16
Epitácio Pessoa,17/04/1968,100.0,535.680.000,0,1968-04-17
Epitácio Pessoa,18/04/1968,99.9,535.312.217,-367.783,1968-04-18
Epitácio Pessoa,19/04/1968,99.9,534.944.434,-367.783,1968-04-19
Epitácio Pessoa,20/04/1968,99.9,534.944.434,0,1968-04-20
Epitácio Pessoa,21/04/1968,100.0,535.680.000,735.566,1968-04-21
Epitácio Pessoa,22/04/1968,100.0,535.680.000,0,1968-04-22
Epitácio Pessoa,23/04/1968,100.0,535.680.000,0,1968-04-23
Epitácio Pessoa,24/04/1968,100.0,535.680.000,0,1968-04-24
Epitácio Pessoa,25/04/1968,100.0,535.680.000,0,1968-04-25
Epitácio Pessoa,26/04/1968,100.0,535.680.000,0,1968-04-26
Epitácio Pessoa,27/04/1968,100.0,535.680.000,0,1968-04-27
Epitácio Pessoa,28/04/1968,100.0,535.680.000,0,1968-04-28
Epitácio Pessoa,29/04/1968,100.0,535.680.000,0,1968-04-29
Epitácio Pessoa,30/04/1968,100.0,535.680.000,0,1968-04-30
Epitácio Pessoa,01/05/1968,100.0,535.680.000,0,1968-05-01
Epitácio Pessoa,02/05/1968,100.0,535.680.000,0,1968-05-02
Epitácio Pessoa,03/05/1968,100.0,535.680.000,0,1968-05-03
Epitácio Pessoa,04/05/1968,100.0,535.680.000,0,1968-05-04
Epitácio Pessoa,05/05/1968,100.0,535.680.000,0,1968-05-05
Epitácio Pessoa,06/05/1968,100.0,535.680.000,0,1968-05-06
Epitácio Pessoa,07/05/1968,100.0,535.680.000,0,1968-05-07
Epitácio Pessoa,08/05/1968,100.0,535.680.000,0,1968-05-08
Epitácio Pessoa,09/05/1968,100.0,535.680.000,0,1968-05-09
Epitácio Pessoa,10/05/1968,100.0,535.680.000,0,1968-05-10
Epitácio Pessoa,11/05/1968,100.0,535.680.000,0,1968-05-11
Epitácio Pessoa,12/05/1968,100.0,535.680.000,0,1968-05-12
Epitácio Pessoa,13/05/1968,100.0,535.680.000,0,1968-05-13
Epitácio Pessoa,14/05/1968,100.0,535.680.000,0,1968-05-14
Epitácio Pessoa,15/05/1968,100.0,535.680.000,0,1968-05-15
Epitácio Pessoa,16/05/1968,100.0,535.680.000,0,1968-05-16
Epitácio Pessoa,17/05/1968,100.0,535.680.000,0,1968-05-17
Epitácio Pessoa,18/05/1968,100.0,535.680.000,0,1968-05-18
Epitácio Pessoa,19/05/1968,100.0,535.680.000,0,1968-05-19
Epitácio Pessoa,20/05/1968,100.0,535.680.000,0,1968-05-20
Epitácio Pessoa,21/05/1968,100.0,535.680.000,0,1968-05-21
Epitácio Pessoa,22/05/1968,100.0,535.680.000,0,1968-05-22
Epitácio Pessoa,23/05/1968,100.0,535.680.000,0,1968-05-23
Epitácio Pessoa,24/05/1968,100.0,535.680.000,0,1968-05-24
Epitácio Pessoa,25/05/1968,100.0,535.680.000,0,1968-05-25
Epitácio Pessoa,26/05/1968,100.0,535.680.000,0,1968-05-26
Epitácio Pessoa,27/05/1968,100.0,535.680.000,0,1968-05-27
Epitácio Pessoa,28/05/1968,100.0,535.680.000,0,1968-05-28
Epitácio Pessoa,29/05/1968,100.0,535.680.000,0,1968-05-29
Epitácio Pessoa,30/05/1968,100.0,535.680.000,0,1968-05-30
Epitácio Pessoa,31/05/1968,100.0,535.680.000,0,1968-05-31
Epitácio Pessoa,01/06/1968,100.0,535.680.000,0,1968-06-01
Epitácio Pessoa,02/06/1968,100.0,535.680.000,0,1968-06-02
Epitácio Pessoa,03/06/1968,100.0,535.680.000,0,1968-06-03
Epitácio Pessoa,04/06/1968,100.0,535.680.000,0,1968-06-04
Epitácio Pessoa,05/06/1968,100.0,535.680.000,0,1968-06-05
Epitácio Pessoa,06/06/1968,100.0,535.496.108,-183.892,1968-06-06
Epitácio Pessoa,07/06/1968,99.9,535.128.325,-367.783,1968-06-07
Epitácio Pessoa,08/06/1968,99.8,534.760.542,-367.783,1968-06-08
Epitácio Pessoa,09/06/1968,99.8,534.392.759,-367.783,1968-06-09
Epitácio Pessoa,10/06/1968,99.7,534.024.976,-367.783,1968-06-10
Epitácio Pessoa,11/06/1968,99.6,533.657.192,-367.784,1968-06-11
Epitácio Pessoa,12/06/1968,99.6,533.473.301,-183.891,1968-06-12
Epitácio Pessoa,13/06/1968,99.6,533.289.409,-183.892,1968-06-13
Epitácio Pessoa,14/06/1968,99.6,533.289.409,0,1968-06-14
Epitácio Pessoa,15/06/1968,99.6,533.289.409,0,1968-06-15
Epitácio Pessoa,16/06/1968,99.6,533.289.409,0,1968-06-16
Epitácio Pessoa,17/06/1968,99.6,533.289.409,0,1968-06-17
Epitácio Pessoa,18/06/1968,99.6,533.289.409,0,1968-06-18
Epitácio Pessoa,19/06/1968,99.6,533.289.409,0,1968-06-19
Epitácio Pessoa,20/06/1968,99.6,533.289.409,0,1968-06-20
Epitácio Pessoa,21/06/1968,99.5,533.105.518,-183.891,1968-06-21
Epitácio Pessoa,22/06/1968,99.5,532.921.626,-183.892,1968-06-22
Epitácio Pessoa,23/06/1968,99.5,532.737.734,-183.892,1968-06-23
Epitácio Pessoa,24/06/1968,99.4,532.553.843,-183.891,1968-06-24
Epitácio Pessoa,25/06/1968,99.4,532.369.951,-183.892,1968-06-25
Epitácio Pessoa,26/06/1968,99.3,532.186.060,-183.891,1968-06-26
Epitácio Pessoa,27/06/1968,99.3,532.002.168,-183.892,1968-06-27
Epitácio Pessoa,28/06/1968,99.3,531.818.276,-183.892,1968-06-28
Epitácio Pessoa,29/06/1968,99.3,531.818.276,0,1968-06-29
Epitácio Pessoa,30/06/1968,99.3,531.818.276,0,1968-06-30
Epitácio Pessoa,01/07/1968,99.3,531.818.276,0,1968-07-01
Epitácio Pessoa,02/07/1968,99.3,531.818.276,0,1968-07-02
Epitácio Pessoa,03/07/1968,99.3,531.818.276,0,1968-07-03
Epitácio Pessoa,04/07/1968,99.3,531.818.276,0,1968-07-04
Epitácio Pessoa,05/07/1968,99.2,531.634.385,-183.891,1968-07-05
Epitácio Pessoa,06/07/1968,99.2,531.450.493,-183.892,1968-07-06
Epitácio Pessoa,07/07/1968,99.2,531.266.601,-183.892,1968-07-07
Epitácio Pessoa,08/07/1968,99.1,531.082.710,-183.891,1968-07-08
Epitácio Pessoa,09/07/1968,99.1,530.898.818,-183.892,1968-07-09
Epitácio Pessoa,10/07/1968,99.1,530.714.927,-183.891,1968-07-10
Epitácio Pessoa,11/07/1968,99.1,530.714.927,0,1968-07-11
Epitácio Pessoa,12/07/1968,99.1,530.714.927,0,1968-07-12
Epitácio Pessoa,13/07/1968,99.0,530.531.035,-183.892,1968-07-13
Epitácio Pessoa,14/07/1968,99.0,530.347.143,-183.892,1968-07-14
Epitácio Pessoa,15/07/1968,99.0,530.163.252,-183.891,1968-07-15
Epitácio Pessoa,16/07/1968,99.0,530.163.252,0,1968-07-16
Epitácio Pessoa,17/07/1968,99.0,530.163.252,0,1968-07-17
Epitácio Pessoa,18/07/1968,98.9,529.979.360,-183.892,1968-07-18
Epitácio Pessoa,19/07/1968,98.9,529.795.469,-183.891,1968-07-19
Epitácio Pessoa,20/07/1968,98.9,529.611.577,-183.892,1968-07-20
Epitácio Pessoa,21/07/1968,98.8,529.427.685,-183.892,1968-07-21
Epitácio Pessoa,22/07/1968,98.8,529.427.685,0,1968-07-22
Epitácio Pessoa,23/07/1968,98.8,529.243.794,-183.891,1968-07-23
Epitácio Pessoa,24/07/1968,98.8,529.243.794,0,1968-07-24
Epitácio Pessoa,25/07/1968,98.8,529.243.794,0,1968-07-25
Epitácio Pessoa,26/07/1968,98.8,529.059.902,-183.892,1968-07-26
Epitácio Pessoa,27/07/1968,98.8,529.059.902,0,1968-07-27
Epitácio Pessoa,28/07/1968,98.8,529.059.902,0,1968-07-28
Epitácio Pessoa,29/07/1968,98.8,529.059.902,0,1968-07-29
Epitácio Pessoa,30/07/1968,98.7,528.876.011,-183.891,1968-07-30
Epitácio Pessoa,31/07/1968,98.7,528.692.119,-183.892,1968-07-31
Epitácio Pessoa,01/08/1968,98.7,528.692.119,0,1968-08-01
Epitácio Pessoa,02/08/1968,98.7,528.508.227,-183.892,1968-08-02
Epitácio Pessoa,03/08/1968,98.7,528.508.227,0,1968-08-03
Epitácio Pessoa,04/08/1968,98.6,528.324.336,-183.891,1968-08-04
Epitácio Pessoa,05/08/1968,98.6,528.140.444,-183.892,1968-08-05
Epitácio Pessoa,06/08/1968,98.6,527.956.553,-183.891,1968-08-06
Epitácio Pessoa,07/08/1968,98.5,527.772.661,-183.892,1968-08-07
Epitácio Pessoa,08/08/1968,98.5,527.588.769,-183.892,1968-08-08
Epitácio Pessoa,09/08/1968,98.5,527.404.878,-183.891,1968-08-09
Epitácio Pessoa,10/08/1968,98.4,527.220.986,-183.892,1968-08-10
Epitácio Pessoa,11/08/1968,98.4,527.037.095,-183.891,1968-08-11
Epitácio Pessoa,12/08/1968,98.4,526.853.203,-183.892,1968-08-12
Epitácio Pessoa,13/08/1968,98.3,526.669.311,-183.892,1968-08-13
Epitácio Pessoa,14/08/1968,98.3,526.485.420,-183.891,1968-08-14
Epitácio Pessoa,15/08/1968,98.2,526.301.528,-183.892,1968-08-15
Epitácio Pessoa,16/08/1968,98.2,526.117.637,-183.891,1968-08-16
Epitácio Pessoa,17/08/1968,98.2,526.117.637,0,1968-08-17
Epitácio Pessoa,18/08/1968,98.2,525.933.745,-183.892,1968-08-18
Epitácio Pessoa,19/08/1968,98.2,525.933.745,0,1968-08-19
Epitácio Pessoa,20/08/1968,98.1,525.749.853,-183.892,1968-08-20
Epitácio Pessoa,21/08/1968,98.1,525.749.853,0,1968-08-21
Epitácio Pessoa,22/08/1968,98.1,525.565.962,-183.891,1968-08-22
Epitácio Pessoa,23/08/1968,98.1,525.565.962,0,1968-08-23
Epitácio Pessoa,24/08/1968,98.1,525.382.070,-183.892,1968-08-24
Epitácio Pessoa,25/08/1968,98.0,525.198.179,-183.891,1968-08-25
Epitácio Pessoa,26/08/1968,98.0,525.198.179,0,1968-08-26
Epitácio Pessoa,27/08/1968,98.0,525.014.287,-183.892,1968-08-27
Epitácio Pessoa,28/08/1968,98.0,525.014.287,0,1968-08-28
Epitácio Pessoa,29/08/1968,98.0,524.830.395,-183.892,1968-08-29
Epitácio Pessoa,30/08/1968,98.0,524.830.395,0,1968-08-30
Epitácio Pessoa,31/08/1968,97.9,524.646.504,-183.891,1968-08-31
Epitácio Pessoa,01/09/1968,97.9,524.462.612,-183.892,1968-09-01
Epitácio Pessoa,02/09/1968,97.9,524.462.612,0,1968-09-02
Epitácio Pessoa,03/09/1968,97.9,524.278.720,-183.892,1968-09-03
Epitácio Pessoa,04/09/1968,97.8,524.094.829,-183.891,1968-09-04
Epitácio Pessoa,05/09/1968,97.8,523.910.937,-183.892,1968-09-05
Epitácio Pessoa,06/09/1968,97.8,523.727.046,-183.891,1968-09-06
Epitácio Pessoa,07/09/1968,97.7,523.543.154,-183.892,1968-09-07
Epitácio Pessoa,08/09/1968,97.7,523.359.262,-183.892,1968-09-08
Epitácio Pessoa,09/09/1968,97.7,523.175.371,-183.891,1968-09-09
Epitácio Pessoa,10/09/1968,97.6,522.991.479,-183.892,1968-09-10
Epitácio Pessoa,11/09/1968,97.6,522.807.588,-183.891,1968-09-11
Epitácio Pessoa,12/09/1968,97.6,522.623.696,-183.892,1968-09-12
Epitácio Pessoa,13/09/1968,97.5,522.439.804,-183.892,1968-09-13
Epitácio Pessoa,14/09/1968,97.5,522.255.913,-183.891,1968-09-14
Epitácio Pessoa,15/09/1968,97.5,522.072.021,-183.892,1968-09-15
Epitácio Pessoa,16/09/1968,97.4,521.888.130,-183.891,1968-09-16
Epitácio Pessoa,17/09/1968,97.4,521.704.238,-183.892,1968-09-17
Epitácio Pessoa,18/09/1968,97.4,521.520.346,-183.892,1968-09-18
Epitácio Pessoa,19/09/1968,97.3,521.336.455,-183.891,1968-09-19
Epitácio Pessoa,20/09/1968,97.3,521.152.563,-183.892,1968-09-20
Epitácio Pessoa,21/09/1968,97.3,520.968.672,-183.891,1968-09-21
Epitácio Pessoa,22/09/1968,97.2,520.784.780,-183.892,1968-09-22
Epitácio Pessoa,23/09/1968,97.2,520.600.888,-183.892,1968-09-23
Epitácio Pessoa,24/09/1968,97.2,520.416.997,-183.891,1968-09-24
Epitácio Pessoa,25/09/1968,97.1,520.233.105,-183.892,1968-09-25
Epitácio Pessoa,26/09/1968,97.1,520.049.214,-183.891,1968-09-26
Epitácio Pessoa,27/09/1968,97.0,519.865.322,-183.892,1968-09-27
Epitácio Pessoa,28/09/1968,97.0,519.865.322,0,1968-09-28
Epitácio Pessoa,29/09/1968,97.0,519.681.430,-183.892,1968-09-29
Epitácio Pessoa,30/09/1968,97.0,519.681.430,0,1968-09-30
Epitácio Pessoa,01/10/1968,97.0,519.497.539,-183.891,1968-10-01
Epitácio Pessoa,02/10/1968,97.0,519.497.539,0,1968-10-02
Epitácio Pessoa,03/10/1968,96.9,519.313.647,-183.892,1968-10-03
Epitácio Pessoa,04/10/1968,96.9,519.129.756,-183.891,1968-10-04
Epitácio Pessoa,05/10/1968,96.9,518.945.864,-183.892,1968-10-05
Epitácio Pessoa,06/10/1968,96.8,518.761.972,-183.892,1968-10-06
Epitácio Pessoa,07/10/1968,96.8,518.578.081,-183.891,1968-10-07
Epitácio Pessoa,08/10/1968,96.8,518.394.189,-183.892,1968-10-08
Epitácio Pessoa,09/10/1968,96.7,518.210.298,-183.891,1968-10-09
Epitácio Pessoa,10/10/1968,96.7,518.026.406,-183.892,1968-10-10
Epitácio Pessoa,11/10/1968,96.7,517.842.514,-183.892,1968-10-11
Epitácio Pessoa,12/10/1968,96.6,517.658.623,-183.891,1968-10-12
Epitácio Pessoa,13/10/1968,96.6,517.474.731,-183.892,1968-10-13
Epitácio Pessoa,14/10/1968,96.6,517.290.840,-183.891,1968-10-14
Epitácio Pessoa,15/10/1968,96.5,517.106.948,-183.892,1968-10-15
Epitácio Pessoa,16/10/1968,96.5,516.923.056,-183.892,1968-10-16
Epitácio Pessoa,17/10/1968,96.5,516.739.165,-183.891,1968-10-17
Epitácio Pessoa,18/10/1968,96.4,516.555.273,-183.892,1968-10-18
Epitácio Pessoa,19/10/1968,96.4,516.371.381,-183.892,1968-10-19
Epitácio Pessoa,20/10/1968,96.4,516.187.490,-183.891,1968-10-20
Epitácio Pessoa,21/10/1968,96.3,516.003.598,-183.892,1968-10-21
Epitácio Pessoa,22/10/1968,96.3,515.819.707,-183.891,1968-10-22
Epitácio Pessoa,23/10/1968,96.3,515.635.815,-183.892,1968-10-23
Epitácio Pessoa,24/10/1968,96.2,515.451.923,-183.892,1968-10-24
Epitácio Pessoa,25/10/1968,96.2,515.268.032,-183.891,1968-10-25
Epitácio Pessoa,26/10/1968,96.2,515.084.140,-183.892,1968-10-26
Epitácio Pessoa,27/10/1968,96.1,514.900.249,-183.891,1968-10-27
Epitácio Pessoa,28/10/1968,96.1,514.900.249,0,1968-10-28
Epitácio Pessoa,29/10/1968,96.1,514.716.357,-183.892,1968-10-29
Epitácio Pessoa,30/10/1968,96.1,514.532.465,-183.892,1968-10-30
Epitácio Pessoa,31/10/1968,96.0,514.348.574,-183.891,1968-10-31
Epitácio Pessoa,01/11/1968,96.0,514.164.682,-183.892,1968-11-01
Epitácio Pessoa,02/11/1968,96.0,514.164.682,0,1968-11-02
Epitácio Pessoa,03/11/1968,95.9,513.980.791,-183.891,1968-11-03
Epitácio Pessoa,04/11/1968,95.9,513.796.899,-183.892,1968-11-04
Epitácio Pessoa,05/11/1968,95.9,513.613.007,-183.892,1968-11-05
Epitácio Pessoa,06/11/1968,95.8,513.429.116,-183.891,1968-11-06
Epitácio Pessoa,07/11/1968,95.8,513.245.224,-183.892,1968-11-07
Epitácio Pessoa,08/11/1968,95.8,513.061.333,-183.891,1968-11-08
Epitácio Pessoa,09/11/1968,95.7,512.877.441,-183.892,1968-11-09
Epitácio Pessoa,10/11/1968,95.7,512.693.549,-183.892,1968-11-10
Epitácio Pessoa,11/11/1968,95.7,512.509.658,-183.891,1968-11-11
Epitácio Pessoa,12/11/1968,95.6,512.325.766,-183.892,1968-11-12
Epitácio Pessoa,13/11/1968,95.6,512.141.875,-183.891,1968-11-13
Epitácio Pessoa,14/11/1968,95.6,511.957.983,-183.892,1968-11-14
Epitácio Pessoa,15/11/1968,95.5,511.774.091,-183.892,1968-11-15
Epitácio Pessoa,16/11/1968,95.5,511.590.200,-183.891,1968-11-16
Epitácio Pessoa,17/11/1968,95.5,511.406.308,-183.892,1968-11-17
Epitácio Pessoa,18/11/1968,95.4,511.222.417,-183.891,1968-11-18
Epitácio Pessoa,19/11/1968,95.4,511.038.525,-183.892,1968-11-19
Epitácio Pessoa,20/11/1968,95.4,510.854.633,-183.892,1968-11-20
Epitácio Pessoa,21/11/1968,95.3,510.670.742,-183.891,1968-11-21
Epitácio Pessoa,22/11/1968,95.3,510.486.850,-183.892,1968-11-22
Epitácio Pessoa,23/11/1968,95.3,510.302.959,-183.891,1968-11-23
Epitácio Pessoa,24/11/1968,95.2,510.119.067,-183.892,1968-11-24
Epitácio Pessoa,25/11/1968,95.2,509.935.175,-183.892,1968-11-25
Epitácio Pessoa,26/11/1968,95.2,509.935.175,0,1968-11-26
Epitácio Pessoa,27/11/1968,95.2,509.751.284,-183.891,1968-11-27
Epitácio Pessoa,28/11/1968,95.1,509.567.392,-183.892,1968-11-28
Epitácio Pessoa,29/11/1968,95.1,509.383.500,-183.892,1968-11-29
Epitácio Pessoa,30/11/1968,95.1,509.199.609,-183.891,1968-11-30
Epitácio Pessoa,01/12/1968,95.0,509.015.717,-183.892,1968-12-01
Epitácio Pessoa,02/12/1968,95.0,509.015.717,0.0,1968-12-02
Epitácio Pessoa,03/12/1968,95.0,508.831.826,-183.891,1968-12-03
Epitácio Pessoa,04/12/1968,95.0,508.647.934,-183.892,1968-12-04
Epitácio Pessoa,05/12/1968,95.0,508.647.934,0.0,1968-12-05
Epitácio Pessoa,06/12/1968,94.9,508.464.042,-183.892,1968-12-06
Epitácio Pessoa,07/12/1968,94.9,508.280.151,-183.891,1968-12-07
Epitácio Pessoa,08/12/1968,94.9,508.096.259,-183.892,1968-12-08
Epitácio Pessoa,09/12/1968,94.8,507.912.368,-183.891,1968-12-09
Epitácio Pessoa,10/12/1968,94.8,507.728.476,-183.892,1968-12-10
Epitácio Pessoa,11/12/1968,94.7,507.544.584,-183.892,1968-12-11
Epitácio Pessoa,12/12/1968,94.7,507.360.693,-183.891,1968-12-12
Epitácio Pessoa,13/12/1968,94.7,507.176.801,-183.892,1968-12-13
Epitácio Pessoa,14/12/1968,94.6,506.992.910,-183.891,1968-12-14
